hidden_dim,iteration,rel_norms
50,10,"[0, 1.566027094668243e-06, 6.2816870922688395e-06, 1.3818093975714874e-05, 2.353764466533903e-05, 3.610110798035748e-05, 5.372622035793029e-05, 7.385302887996659e-05, 0.00010086046677315608, 0.00013453046267386526, 0.00017544261936563998, 0.0002239838504465297, 0.0002875594364013523, 0.0003560803015716374, 0.0004338474536780268, 0.0005339386989362538, 0.0006513773696497083, 0.0007923019002191722, 0.0009473332320339978, 0.0011310658883303404, 0.0013480257475748658, 0.0015794049249961972, 0.0018618071917444468, 0.0021656639873981476, 0.0024911367800086737, 0.0028727049939334393, 0.0032914215698838234, 0.003752591786906123, 0.00426075141876936, 0.00482903141528368, 0.005433947779238224, 0.006128485314548016, 0.006838186644017696, 0.007545323111116886, 0.008378979749977589, 0.009310349822044373, 0.01025963481515646, 0.011242685839533806, 0.012332121841609478, 0.013405784033238888, 0.014634635299444199, 0.015950897708535194, 0.017313478514552116, 0.01902787759900093, 0.02067200280725956, 0.022553185001015663, 0.024418499320745468, 0.02644534967839718, 0.02874641865491867, 0.031073592603206635, 0.03349390998482704]"
50,11,"[0, 2.595051910248003e-06, 1.0979089893226046e-05, 2.147696795873344e-05, 3.593580913729966e-05, 5.496600715559907e-05, 7.780622399877757e-05, 0.00010523419041419402, 0.00013663551362697035, 0.00017297198064625263, 0.00021305415430106223, 0.0002622008032631129, 0.00031876337016001344, 0.0003870048385579139, 0.0004614401259459555, 0.0005482645938172936, 0.0006500710733234882, 0.0007675528177060187, 0.0009001800790429115, 0.001048648962751031, 0.00122026854660362, 0.001417103921994567, 0.001624185824766755, 0.0018620409537106752, 0.002147407503798604, 0.002458554692566395, 0.002793795196339488, 0.0031737792305648327, 0.0035806994419544935, 0.004054090473800898, 0.0045007080771028996, 0.0050947521813213825, 0.005712240468710661, 0.006280547473579645, 0.00702921487390995, 0.007824879139661789, 0.00867021456360817, 0.009669847786426544, 0.0106889009475708, 0.011801819317042828, 0.012866158969700336, 0.014105196110904217, 0.015418450348079205, 0.016843780875205994, 0.01842254400253296, 0.019831828773021698, 0.021616613492369652, 0.02351284585893154, 0.02550128474831581, 0.02762087993323803, 0.0297083742916584]"
50,12,"[0, 1.552727781017893e-06, 5.8986170188291e-06, 1.2899098692287225e-05, 2.0610872525139712e-05, 3.054893750231713e-05, 4.00805874960497e-05, 5.032818444306031e-05, 6.193372246343642e-05, 7.447453390341252e-05, 8.915556099964306e-05, 0.0001050287319230847, 0.00012316257925704122, 0.00014456377539318055, 0.00016750776558183134, 0.00019534619059413671, 0.00022818607976660132, 0.00026505725691094995, 0.0003097526787314564, 0.0003645028336904943, 0.00042814944754354656, 0.0005038517410866916, 0.0005925650475546718, 0.0006985734798945487, 0.0008126201573759317, 0.000950504676438868, 0.0011023430852219462, 0.0012828734470531344, 0.001489605288952589, 0.00171767664141953, 0.001972847618162632, 0.0022579357028007507, 0.0025989972054958344, 0.0029587747994810343, 0.0033414559438824654, 0.0037810204084962606, 0.0042577991262078285, 0.004780477844178677, 0.005346863064914942, 0.005982052069157362, 0.006627839989960194, 0.0073407799936831, 0.008035261183977127, 0.008926603011786938, 0.009840835817158222, 0.010820413939654827, 0.011885334737598896, 0.012963094748556614, 0.014156359247863293, 0.015455113723874092, 0.016818488016724586]"
50,13,"[0, 3.0228270588850137e-06, 1.115024042519508e-05, 2.3864971808507107e-05, 3.945987918996252e-05, 5.744665031670593e-05, 7.846145308576524e-05, 0.00010091869626194239, 0.00012557391892187297, 0.0001507843699073419, 0.0001782323670340702, 0.00021255083265714347, 0.00025021593319252133, 0.0002920497499871999, 0.0003404370218049735, 0.0003952046681661159, 0.0004582299734465778, 0.0005328525439836085, 0.0006182341603562236, 0.0007172344485297799, 0.0008349020499736071, 0.0009679608629085124, 0.001124476082623005, 0.0013019817415624857, 0.0015024538151919842, 0.0017358824843540788, 0.0020111037883907557, 0.0023288901429623365, 0.0026604358572512865, 0.0030256183817982674, 0.003446859773248434, 0.003915832843631506, 0.004474958870559931, 0.0050382185727357864, 0.005726239178329706, 0.0064053162932395935, 0.007196670398116112, 0.00800545234233141, 0.008963637985289097, 0.009990334510803223, 0.011106489226222038, 0.012328502722084522, 0.013633804395794868, 0.01505244616419077, 0.016513776034116745, 0.01818184182047844, 0.01987927407026291, 0.021747147664427757, 0.023688755929470062, 0.02579140104353428, 0.028013132512569427]"
50,14,"[0, 3.995641691290075e-06, 1.7098487660405226e-05, 4.277610423741862e-05, 7.98900073277764e-05, 0.00012923205213155597, 0.00019757726113311946, 0.00028483723872341216, 0.0003993710852228105, 0.0005421079113148153, 0.0007026508683338761, 0.0009152645361609757, 0.0011689089005813003, 0.0014491364127025008, 0.0017345763044431806, 0.0020913942717015743, 0.0025040465407073498, 0.003011849010363221, 0.0035223683807998896, 0.004116889089345932, 0.0048039681278169155, 0.005551720969378948, 0.006367833819240332, 0.007227468769997358, 0.008200325071811676, 0.009267684072256088, 0.010422775521874428, 0.011680877767503262, 0.013094600290060043, 0.014563454315066338, 0.016153188422322273, 0.01783932000398636, 0.019701287150382996, 0.02182609774172306, 0.023915229365229607, 0.026126880198717117, 0.028590040281414986, 0.031155159696936607, 0.03391683101654053, 0.03688802197575569, 0.03995319455862045, 0.0433260053396225, 0.04680590704083443, 0.050584446638822556, 0.05445025861263275, 0.05863158032298088, 0.06296039372682571, 0.06759928911924362, 0.0726165920495987, 0.0777675211429596, 0.0831601545214653]"
50,15,"[0, 8.016988431336358e-06, 2.84125744656194e-05, 6.0688489611493424e-05, 0.00010174410999752581, 0.00015294433978851885, 0.00021233403822407126, 0.00027867115568369627, 0.00035228338674642146, 0.00042973196832463145, 0.0005199415027163923, 0.0006159987533465028, 0.0007154860068112612, 0.0008196288254112005, 0.0009270408190786839, 0.0010452165734022856, 0.0011745186056941748, 0.0013195379870012403, 0.0014684195630252361, 0.0016261456767097116, 0.001789440168067813, 0.001965155126526952, 0.002156053436920047, 0.00236160634085536, 0.0025761586148291826, 0.002820756519213319, 0.0030803841073065996, 0.003364129224792123, 0.003666725941002369, 0.003992756363004446, 0.004354514647275209, 0.004754194989800453, 0.0051711429841816425, 0.005643986165523529, 0.006138959899544716, 0.006670312024652958, 0.007238521706312895, 0.007862602360546589, 0.008456135168671608, 0.009151237085461617, 0.009898578748106956, 0.010702184401452541, 0.0115879587829113, 0.012547544203698635, 0.013544023036956787, 0.014627402648329735, 0.01575971022248268, 0.016939764842391014, 0.018282977864146233, 0.019675293937325478, 0.021105654537677765]"
50,16,"[0, 3.246260121159139e-06, 1.0880880836339202e-05, 2.2052669010008685e-05, 3.741248292499222e-05, 5.7483128330204636e-05, 8.284842624561861e-05, 0.00011335684393998235, 0.00014983276196289808, 0.00019525007519405335, 0.00024622774799354374, 0.0003058178990613669, 0.00037618837086483836, 0.00045713430154137313, 0.0005562860751524568, 0.0006654031458310783, 0.0007915111491456628, 0.0009357365779578686, 0.0010940274223685265, 0.001272536930628121, 0.0014795140596106648, 0.0017139129340648651, 0.0019792416132986546, 0.0022653464693576097, 0.0026050549931824207, 0.0029693671967834234, 0.0033637715969234705, 0.0037961420603096485, 0.0042792740277945995, 0.004814795218408108, 0.0054100570268929005, 0.00607700552791357, 0.006767109502106905, 0.00752565823495388, 0.008305246941745281, 0.009207039140164852, 0.010148161090910435, 0.011206867173314095, 0.012349613010883331, 0.013539750128984451, 0.014845047146081924, 0.016189534217119217, 0.017565250396728516, 0.01910797320306301, 0.02075957879424095, 0.022509092465043068, 0.024327987805008888, 0.026339564472436905, 0.02841682732105255, 0.030675791203975677, 0.033023472875356674]"
50,17,"[0, 8.555594831705093e-06, 2.929444599431008e-05, 6.0877137002535164e-05, 9.855363896349445e-05, 0.0001422336499672383, 0.00018906909099314362, 0.00023782913922332227, 0.0002836622588802129, 0.0003293343761470169, 0.00037080232868902385, 0.00041047047125175595, 0.00044731353409588337, 0.00048175526899285614, 0.0005102138384245336, 0.0005354994791559875, 0.0005591830122284591, 0.0005810119910165668, 0.0006018393905833364, 0.0006207230617292225, 0.0006429684581235051, 0.0006651452858932316, 0.0006967881345190108, 0.0007356138667091727, 0.0007825848297215998, 0.0008430508896708488, 0.0009235704783350229, 0.0010074499296024442, 0.001106579089537263, 0.0012366160517558455, 0.001399743021465838, 0.0015873456140980124, 0.0018046076875180006, 0.0020611085928976536, 0.002355807228013873, 0.0026942973490804434, 0.0030942591838538647, 0.003440548200160265, 0.0039491127245128155, 0.0045120068825781345, 0.005128899123519659, 0.0058242520317435265, 0.006613962817937136, 0.007470410782843828, 0.008382510393857956, 0.009419124573469162, 0.010585146956145763, 0.011828885413706303, 0.013214225880801678, 0.014686353504657745, 0.016237493604421616]"
50,18,"[0, 9.84571215667529e-06, 3.852906957035884e-05, 8.817606430966407e-05, 0.0001608316961210221, 0.0002693733258638531, 0.00039925953024066985, 0.0005573964444920421, 0.000743210781365633, 0.0009782214183360338, 0.0012409423943609, 0.0015530772507190704, 0.0019234557403251529, 0.0023431398440152407, 0.0028057207819074392, 0.0033299278002232313, 0.0039072479121387005, 0.004562562331557274, 0.005285331979393959, 0.006113992538303137, 0.007028899155557156, 0.008013498969376087, 0.009093093685805798, 0.010359142906963825, 0.011623050086200237, 0.013027917593717575, 0.014455083757638931, 0.016088942065835, 0.017734980210661888, 0.01950536109507084, 0.021472763270139694, 0.02364318259060383, 0.025979947298765182, 0.028491239994764328, 0.03102632611989975, 0.033695369958877563, 0.03658008202910423, 0.03969108313322067, 0.04286399856209755, 0.0463998019695282, 0.04987940564751625, 0.054100409150123596, 0.05818739905953407, 0.062124643474817276, 0.06648893654346466, 0.07087912410497665, 0.07570012658834457, 0.08099213987588882, 0.08660561591386795, 0.09253428876399994, 0.09860030561685562]"
50,19,"[0, 1.112805875891354e-06, 4.48585751655628e-06, 9.536041943647433e-06, 1.7020722225424834e-05, 2.7070764190284535e-05, 4.153677946305834e-05, 5.869207961950451e-05, 8.02729045972228e-05, 0.000107741987449117, 0.00014235150592867285, 0.00018758764781523496, 0.000240053836023435, 0.0003023048921022564, 0.0003726307477336377, 0.0004576433857437223, 0.0005629800725728273, 0.0006805235170759261, 0.0008300986373797059, 0.0009972082916647196, 0.0011628562351688743, 0.0013759061694145203, 0.0016237205127254128, 0.0019029176328331232, 0.002209631958976388, 0.0025477453600615263, 0.002934223972260952, 0.003361837239935994, 0.003827173262834549, 0.0043432279489934444, 0.004877607338130474, 0.005468922201544046, 0.006135174073278904, 0.006840018555521965, 0.007625981234014034, 0.00848336610943079, 0.009301560930907726, 0.010308537632226944, 0.01138303056359291, 0.012454019859433174, 0.0136372409760952, 0.014943688176572323, 0.016370674595236778, 0.01786104030907154, 0.01960061863064766, 0.021376071497797966, 0.02317940630018711, 0.025123804807662964, 0.027184605598449707, 0.02934751845896244, 0.03155937045812607]"
50,20,"[0, 1.0135582670045551e-05, 3.888563151122071e-05, 8.21864086901769e-05, 0.00013939454220235348, 0.00020405784016475081, 0.00027484531165100634, 0.00034916907316073775, 0.00042663156636990607, 0.0005067765596322715, 0.0005870322929695249, 0.0006667531561106443, 0.000739754643291235, 0.0008104568114504218, 0.0008786699618212879, 0.0009426367469131947, 0.001004387391731143, 0.0010633856290951371, 0.001119876280426979, 0.0011731998529285192, 0.0012278170324862003, 0.0012831955682486296, 0.0013422800693660975, 0.0014057888183742762, 0.0014753487193956971, 0.0015509520890191197, 0.0016342507442459464, 0.001731832162477076, 0.0018439771374687552, 0.0019719917327165604, 0.0021222729701548815, 0.0022986335679888725, 0.0025008523371070623, 0.0027393384370952845, 0.0030087579507380724, 0.0033128997310996056, 0.003659298410639167, 0.004050086718052626, 0.004496210720390081, 0.005016771145164967, 0.005541718099266291, 0.006174930837005377, 0.006871398072689772, 0.0076240175403654575, 0.008488018065690994, 0.009387562051415443, 0.01039972435683012, 0.011529999785125256, 0.012813938781619072, 0.014187435619533062, 0.01560959406197071]"
50,21,"[0, 3.07383161270991e-05, 0.0001114557744585909, 0.00023467167920898646, 0.00040086687658913434, 0.0006016110419295728, 0.0008366487454622984, 0.0010967558482661843, 0.0013799713924527168, 0.001674020430073142, 0.0019872509874403477, 0.002305184490978718, 0.0026451086159795523, 0.002973885741084814, 0.003312411019578576, 0.0036544492468237877, 0.003986305091530085, 0.004321053624153137, 0.004644827451556921, 0.004971196874976158, 0.005259005818516016, 0.005545542109757662, 0.005826888605952263, 0.006094757001847029, 0.006326653063297272, 0.006550452671945095, 0.006760785821825266, 0.006949045695364475, 0.007114829029887915, 0.007267093285918236, 0.00740668224170804, 0.007523783016949892, 0.007626311853528023, 0.007710416801273823, 0.007781496271491051, 0.007832515984773636, 0.007871052250266075, 0.007896238937973976, 0.007908746600151062, 0.00791048351675272, 0.00790371187031269, 0.0078889736905694, 0.007870739325881004, 0.007847558706998825, 0.007820218801498413, 0.007802461739629507, 0.00779400859028101, 0.007776190526783466, 0.007777123246341944, 0.0077851200476288795, 0.00782420951873064]"
50,22,"[0, 7.497579190385295e-06, 3.1182513339444995e-05, 7.160094537539408e-05, 0.00013001759361941367, 0.00021068821661174297, 0.00031591218430548906, 0.00044967190478928387, 0.0006106341606937349, 0.0008000233792699873, 0.0010205412982031703, 0.0012925468618050218, 0.0016020062612369657, 0.0019368412904441357, 0.002277989638969302, 0.0026855175383388996, 0.0031426080968230963, 0.003696201369166374, 0.0042883786372840405, 0.004954585339874029, 0.005642369855195284, 0.006448873784393072, 0.007248569745570421, 0.008150896988809109, 0.009140843525528908, 0.010145038366317749, 0.011268751695752144, 0.01254097931087017, 0.01383757870644331, 0.015261274762451649, 0.016772853210568428, 0.018506359308958054, 0.020333824679255486, 0.02221388928592205, 0.02420635148882866, 0.026269864290952682, 0.028414597734808922, 0.030822398141026497, 0.033336058259010315, 0.035888671875, 0.03868570178747177, 0.041661567986011505, 0.044840868562459946, 0.048050008714199066, 0.05127663537859917, 0.05465225502848625, 0.05847645178437233, 0.062275469303131104, 0.06648343801498413, 0.07091474533081055, 0.07530900835990906]"
50,23,"[0, 3.0351141049322905e-06, 1.1575997632462531e-05, 2.5805580662563443e-05, 4.546536729321815e-05, 7.037365867290646e-05, 0.00010058863699669018, 0.00013713407679460943, 0.00018141078180633485, 0.00023250188678503036, 0.00029174212249927223, 0.00035995239159092307, 0.0004368023364804685, 0.0005250427057035267, 0.0006289571756497025, 0.0007438741158694029, 0.0008698268211446702, 0.0010168305598199368, 0.0011787624098360538, 0.001350456615909934, 0.00155029003508389, 0.0017744807992130518, 0.0020217890851199627, 0.002299683867022395, 0.0025954782031476498, 0.0029202078003436327, 0.0032949205487966537, 0.00369837018661201, 0.004139822442084551, 0.0046340953558683395, 0.005122355651110411, 0.005701887886971235, 0.006321157328784466, 0.006985205225646496, 0.00770891597494483, 0.008490778505802155, 0.009328639134764671, 0.010243077762424946, 0.011193236336112022, 0.012276281602680683, 0.01339413970708847, 0.014564448967576027, 0.015857120975852013, 0.01720375008881092, 0.0186210535466671, 0.020160995423793793, 0.021757926791906357, 0.023464566096663475, 0.0252559594810009, 0.027149848639965057, 0.02918901853263378]"
50,24,"[0, 1.215972315549152e-05, 4.54743712907657e-05, 0.00010035069135483354, 0.00016975375183392316, 0.0002523798029869795, 0.00034536191378720105, 0.0004489358398132026, 0.0005595576367340982, 0.0006792837521061301, 0.0008024491835385561, 0.0009339025127701461, 0.0010691904462873936, 0.0012065075570717454, 0.0013494640588760376, 0.001496198819950223, 0.0016417610459029675, 0.001790701411664486, 0.001942455768585205, 0.002097060438245535, 0.0022564143873751163, 0.002427724190056324, 0.0026027457788586617, 0.002779384609311819, 0.0029587852768599987, 0.0031505594961345196, 0.003360964125022292, 0.003576076589524746, 0.0037991937715560198, 0.0040384563617408276, 0.004293449223041534, 0.0045644426718354225, 0.0048598782159388065, 0.0051541575230658054, 0.005493097007274628, 0.0058351620100438595, 0.0062215011566877365, 0.00662968447431922, 0.007079202216118574, 0.007641375996172428, 0.00816214270889759, 0.008789286948740482, 0.009414687752723694, 0.010075078345835209, 0.010781757533550262, 0.011542584747076035, 0.012357239611446857, 0.013229343108832836, 0.01412863191217184, 0.015047123655676842, 0.01607361063361168]"
