hidden_dim,iteration,rel_norms
100,34,"[0, 8.94895151759556e-07, 4.0290160541189834e-06, 1.0268406185787171e-05, 2.061110717477277e-05, 3.5820139601128176e-05, 5.767482434748672e-05, 8.665699715493247e-05, 0.00012494473776314408, 0.00017409725114703178, 0.00023496239737141877, 0.00031119087361730635, 0.00040374629315920174, 0.0005127963377162814, 0.0006439223070628941, 0.0007965767872519791, 0.0009769408497959375, 0.0011646162020042539, 0.0013968448620289564, 0.0016537858173251152, 0.0019504816737025976, 0.0022889901883900166, 0.0026740124449133873, 0.003097910899668932, 0.003570141736418009, 0.00407992210239172, 0.004639273975044489, 0.005261201877146959, 0.005946486257016659, 0.0066844322718679905, 0.007487698458135128, 0.008366883732378483, 0.009324101731181145, 0.010339291766285896, 0.011458461172878742, 0.012659961357712746, 0.013913777656853199, 0.015264803543686867, 0.016694098711013794, 0.018156154081225395, 0.01976359635591507, 0.02153257466852665, 0.023381900042295456, 0.02542806975543499, 0.027371015399694443, 0.029569588601589203, 0.0318603552877903, 0.03421604633331299, 0.03668314218521118, 0.03910212963819504, 0.041885923594236374]"
100,35,"[0, 2.5588935841369675e-06, 9.224246241501532e-06, 1.8799797544488683e-05, 2.9843629818060435e-05, 4.171178807155229e-05, 5.3475530876312405e-05, 6.475147529272363e-05, 7.512613228755072e-05, 8.413918840233237e-05, 9.165365190710872e-05, 9.808046888792887e-05, 0.00010334122634958476, 0.00010808723891386762, 0.00011267973604844883, 0.00011744768562493846, 0.0001232241775142029, 0.0001308813807554543, 0.0001416826416971162, 0.00015611512935720384, 0.00017598393606022, 0.00020245288033038378, 0.00023664200853090733, 0.00028101782663725317, 0.0003363828582223505, 0.00040239215013571084, 0.0004824942152481526, 0.0005791475414298475, 0.0006983935600146651, 0.0008343789377249777, 0.0009926799684762955, 0.001171777257695794, 0.0013912710128352046, 0.0016275908565148711, 0.0018923502648249269, 0.0021961089223623276, 0.0025334421079605818, 0.0029193563386797905, 0.0033446841407567263, 0.0038202323485165834, 0.0043282960541546345, 0.004896733444184065, 0.005511103197932243, 0.006161053199321032, 0.00691316369920969, 0.007721384987235069, 0.008558295667171478, 0.009451225399971008, 0.010428467765450478, 0.011511445045471191, 0.01263113971799612]"
100,36,"[0, 5.125627353663731e-07, 2.00058457267005e-06, 4.561035439110128e-06, 8.510782208759338e-06, 1.4275929970608559e-05, 2.2011836335877888e-05, 3.256651689298451e-05, 4.64668009954039e-05, 6.475073314504698e-05, 8.855043415678665e-05, 0.00011790136341005564, 0.00015427751350216568, 0.00019926350796595216, 0.00025375018594786525, 0.0003200083738192916, 0.00039576628478243947, 0.00048709323164075613, 0.000591701827943325, 0.0007132110767997801, 0.0008563313167542219, 0.00101857737172395, 0.0012014741078019142, 0.0014110394986346364, 0.001645895536057651, 0.0019084286177530885, 0.002200259594246745, 0.002521991729736328, 0.002877238905057311, 0.003265049774199724, 0.0036952721420675516, 0.004169382154941559, 0.004682034719735384, 0.005226628854870796, 0.005842158105224371, 0.0065003735944628716, 0.00721871480345726, 0.00797225721180439, 0.00881144218146801, 0.00966741144657135, 0.01057393942028284, 0.011583216488361359, 0.012607536278665066, 0.013699345290660858, 0.014908873476088047, 0.01616687886416912, 0.01749289594590664, 0.018930278718471527, 0.02044224925339222, 0.021969279274344444, 0.0235984455794096]"
100,37,"[0, 5.35219783159846e-07, 1.8972699535879656e-06, 4.08843925470137e-06, 7.150724286475452e-06, 1.122471712733386e-05, 1.6698530089342967e-05, 2.4173492420231923e-05, 3.442271190579049e-05, 4.761606760439463e-05, 6.310619210125878e-05, 8.514305227436125e-05, 0.00011361206998117268, 0.00014836045738775283, 0.00019249699835199863, 0.00024596642469987273, 0.0003114656137768179, 0.0003887624479830265, 0.00048022481496445835, 0.0005878302035853267, 0.0007146624848246574, 0.0008592663216404617, 0.0010251759085804224, 0.0012169055407866836, 0.0014317261520773172, 0.0016778080025687814, 0.0019488943507894874, 0.002249713521450758, 0.0025946919340640306, 0.002971460111439228, 0.003391517326235771, 0.0038587721064686775, 0.004361188970506191, 0.0049110641703009605, 0.005500993225723505, 0.0061499509029090405, 0.006846414413303137, 0.007628550752997398, 0.008457985706627369, 0.009353630244731903, 0.01026954036206007, 0.011278433725237846, 0.012360474094748497, 0.013504470698535442, 0.014752761460840702, 0.016091594472527504, 0.017489250749349594, 0.018964622169733047, 0.020499151200056076, 0.022168690338730812, 0.023915188387036324]"
100,38,"[0, 6.219881925062509e-07, 2.5980748432630207e-06, 6.241955816221889e-06, 1.2268284081073944e-05, 2.1004718291806057e-05, 3.346241282997653e-05, 5.0182319682789966e-05, 7.26076468708925e-05, 0.00010161525278817862, 0.00013829409726895392, 0.00018648670811671764, 0.00024365402350667864, 0.0003124695213045925, 0.00039256250602193177, 0.0004933543968945742, 0.0006105058710090816, 0.0007415773579850793, 0.0009000150603242218, 0.001080051064491272, 0.0012888285564258695, 0.0015191733837127686, 0.0017866836860775948, 0.0020908289588987827, 0.0024359405506402254, 0.0028117240872234106, 0.003226958215236664, 0.003687427844852209, 0.004194110166281462, 0.00474779587239027, 0.005373525898903608, 0.006037379615008831, 0.006774869281798601, 0.007570905145257711, 0.008408987894654274, 0.00936058908700943, 0.010353757999837399, 0.01143307238817215, 0.012616988271474838, 0.013871845789253712, 0.01520826667547226, 0.016642317175865173, 0.018174463883042336, 0.01983296498656273, 0.02157261222600937, 0.023403571918606758, 0.02534252591431141, 0.02738025039434433, 0.029503824189305305, 0.03178323432803154, 0.03426727280020714]"
100,39,"[0, 8.43967939090362e-07, 2.9890302357671317e-06, 6.0468269111879636e-06, 9.886593034025282e-06, 1.4490371540887281e-05, 2.022384069277905e-05, 2.7272662919131108e-05, 3.618267146521248e-05, 4.777272988576442e-05, 6.27006811555475e-05, 8.199190779123455e-05, 0.00010722057049861178, 0.0001387096563121304, 0.0001778190053300932, 0.00022525897657033056, 0.0002840383385773748, 0.00035819908953271806, 0.0004482634540181607, 0.000553532037883997, 0.0006799061666242778, 0.0008282107883132994, 0.0009942882461473346, 0.0011868443107232451, 0.001412147656083107, 0.0016691244672983885, 0.0019737877883017063, 0.0023050615563988686, 0.0026767670642584562, 0.0030879066325724125, 0.0035225371830165386, 0.004014986101537943, 0.004579341039061546, 0.005152244586497545, 0.005812146235257387, 0.006548034958541393, 0.007337892893701792, 0.008185322396457195, 0.009119677357375622, 0.010108081623911858, 0.011200152337551117, 0.01237903069704771, 0.013612046837806702, 0.01492256112396717, 0.01633952371776104, 0.017887292429804802, 0.019496018067002296, 0.021262414753437042, 0.02309124916791916, 0.02501320280134678, 0.027020152658224106]"
100,40,"[0, 1.955152583832387e-06, 6.767624654457904e-06, 1.374850035062991e-05, 2.2458832972915843e-05, 3.1565839890390635e-05, 4.0951283153845e-05, 5.026792860007845e-05, 5.929838152951561e-05, 6.842738366685808e-05, 7.667511817999184e-05, 8.500745752826333e-05, 9.373926877742633e-05, 0.00010343950998503715, 0.00011453377373982221, 0.0001281213917536661, 0.00014442065730690956, 0.00016484754451084882, 0.00018876460671890527, 0.00022012452245689929, 0.0002581778389867395, 0.00030480147688649595, 0.00036081470898352563, 0.00042951677460223436, 0.0005055216024629772, 0.0005994312232360244, 0.0007119699730537832, 0.0008426450658589602, 0.0009931701933965087, 0.0011637512361630797, 0.0013606094289571047, 0.001583028701134026, 0.0018308918224647641, 0.0021072952076792717, 0.0024171718396246433, 0.0027646056842058897, 0.0031424630433321, 0.003567189211025834, 0.0040242550894618034, 0.004556670319288969, 0.005116989836096764, 0.005726901348680258, 0.0063783638179302216, 0.00709565868601203, 0.007845013402402401, 0.008663248270750046, 0.00954718329012394, 0.010455213487148285, 0.011434993706643581, 0.012515775859355927, 0.013577180914580822]"
100,41,"[0, 5.5480654737039e-07, 2.305371026523062e-06, 5.616878297587391e-06, 1.0860989277716726e-05, 1.8975035345647484e-05, 3.059399386984296e-05, 4.592663754010573e-05, 6.739232048857957e-05, 9.582251368556172e-05, 0.00013189837045501918, 0.00017726916121318936, 0.0002326744724996388, 0.00030355009948834777, 0.00038566565490327775, 0.00048802539822645485, 0.000605837267357856, 0.0007452756981365383, 0.0009073629043996334, 0.001090089906938374, 0.0013001217739656568, 0.0015461200382560492, 0.0018196144374087453, 0.0021307659335434437, 0.002484457567334175, 0.002872499404475093, 0.003302050521597266, 0.0037735216319561005, 0.004304759670048952, 0.0048787095583975315, 0.005525154061615467, 0.006200104486197233, 0.00697225471958518, 0.007784986402839422, 0.00866543035954237, 0.009612658061087132, 0.01064987387508154, 0.011749750934541225, 0.012885884381830692, 0.014126788824796677, 0.015471996739506721, 0.016895044595003128, 0.018430044874548912, 0.02005639672279358, 0.021763255819678307, 0.023620659485459328, 0.025551749393343925, 0.027562791481614113, 0.029696907848119736, 0.03197646513581276, 0.03431406989693642]"
100,42,"[0, 8.6123924347703e-07, 2.897074864449678e-06, 5.618199338641716e-06, 8.503091521561146e-06, 1.1462156180641614e-05, 1.449472620151937e-05, 1.776288809196558e-05, 2.1670190108125098e-05, 2.6749734388431534e-05, 3.3608012017793953e-05, 4.30560321547091e-05, 5.6457989558111876e-05, 7.462368375854567e-05, 9.927478095050901e-05, 0.00013145871344022453, 0.0001729388313833624, 0.00022577543859370053, 0.00029005188844166696, 0.0003687040589284152, 0.0004630365874618292, 0.0005764006054960191, 0.0007130006561055779, 0.000874937220942229, 0.0010573632316663861, 0.0012733354233205318, 0.001519770477898419, 0.0018005273304879665, 0.0021191879641264677, 0.002475823275744915, 0.0028742458671331406, 0.0033135393168777227, 0.0038047863636165857, 0.004319078754633665, 0.004911288619041443, 0.005573671776801348, 0.006311317905783653, 0.007083905395120382, 0.007953711785376072, 0.008900366723537445, 0.009918059222400188, 0.01102582085877657, 0.012169473804533482, 0.013426718302071095, 0.014762659557163715, 0.01619899831712246, 0.017768770456314087, 0.01941971853375435, 0.021208953112363815, 0.02304627001285553, 0.024995949119329453]"
100,43,"[0, 1.730757162476948e-06, 7.772317076160107e-06, 1.9239256289438345e-05, 3.736882354132831e-05, 6.37667762930505e-05, 0.00010053034930024296, 0.0001478246704209596, 0.00020960034453310072, 0.00028264327556826174, 0.0003780343977268785, 0.0004907138063572347, 0.0006230917642824352, 0.0007816236466169357, 0.0009702584357000887, 0.0011810918804258108, 0.0014229727676138282, 0.001699170097708702, 0.002017171820625663, 0.00236089457757771, 0.0027562801260501146, 0.003188491566106677, 0.003678059671074152, 0.004200626164674759, 0.004787110257893801, 0.005426442250609398, 0.006132746115326881, 0.006861979141831398, 0.007696485612541437, 0.008580955676734447, 0.00956125557422638, 0.01061256229877472, 0.011755970306694508, 0.012996289879083633, 0.014310622587800026, 0.015687281265854836, 0.017199039459228516, 0.01876860298216343, 0.02051764540374279, 0.022268373519182205, 0.024170037358999252, 0.02618212066590786, 0.028294144198298454, 0.03057578206062317, 0.0329023152589798, 0.03542279824614525, 0.03804609552025795, 0.040906790643930435, 0.043748170137405396, 0.046703778207302094, 0.04990168288350105]"
100,44,"[0, 1.4692942329475045e-07, 6.124627134340699e-07, 1.5694683952460764e-06, 3.3005155728460522e-06, 6.306615432549734e-06, 1.1212602657906245e-05, 1.8784792700898834e-05, 2.988503547385335e-05, 4.543719842331484e-05, 6.691939051961526e-05, 9.454372775508091e-05, 0.00013117062917444855, 0.00017684140766505152, 0.000235007653827779, 0.0003051516250707209, 0.0003900585288647562, 0.0004928882699459791, 0.0006131880800239742, 0.0007551012677140534, 0.000922354927752167, 0.0011141531867906451, 0.0013316335389390588, 0.0015803519636392593, 0.0018608290702104568, 0.0021781213581562042, 0.002527151955291629, 0.002919580787420273, 0.003348636208102107, 0.0038218353874981403, 0.004347681067883968, 0.004916374105960131, 0.005548051092773676, 0.0062377192080020905, 0.006992521695792675, 0.0078085483983159065, 0.008687794208526611, 0.009639768861234188, 0.010676398873329163, 0.011774364858865738, 0.01291424036026001, 0.014163187704980373, 0.015511907637119293, 0.01696176826953888, 0.018480774015188217, 0.020134730264544487, 0.021851155906915665, 0.02367321588099003, 0.02559998258948326, 0.027631506323814392, 0.02971065603196621]"
100,45,"[0, 1.437332684872672e-06, 4.9957552619162016e-06, 9.60996749199694e-06, 1.4821497643424664e-05, 2.0069657693966292e-05, 2.4778400984359905e-05, 2.880461215681862e-05, 3.2001102226786315e-05, 3.445474794716574e-05, 3.629106140579097e-05, 3.79877928935457e-05, 3.9793303585611284e-05, 4.2099189158761874e-05, 4.5869441237300634e-05, 5.1497394451871514e-05, 6.023858077242039e-05, 7.295723480638117e-05, 9.052694804267958e-05, 0.00011424335389165208, 0.0001447956165065989, 0.00018477231787983328, 0.00023477386275772005, 0.0002960156125482172, 0.0003703319816850126, 0.0004538229841273278, 0.0005418581422418356, 0.0006642398657277226, 0.0008054943173192441, 0.0009719096124172211, 0.001156860962510109, 0.0013561502564698458, 0.001600972842425108, 0.0018702404340729117, 0.0021836520172655582, 0.002495847176760435, 0.002848309464752674, 0.0032613675575703382, 0.003716503269970417, 0.0041993954218924046, 0.004739407915621996, 0.005314660724252462, 0.005944836884737015, 0.006618359591811895, 0.007311874534934759, 0.008109652437269688, 0.008969206362962723, 0.009878297336399555, 0.010861983522772789, 0.011884932406246662, 0.012998869642615318]"
100,46,"[0, 7.791321650074678e-07, 3.1090687571122544e-06, 7.214186553028412e-06, 1.3480141205945984e-05, 2.2536629330716096e-05, 3.464148903731257e-05, 5.1496230298653245e-05, 7.330373045988381e-05, 0.00010015421867137775, 0.000134650370455347, 0.00017700348689686507, 0.00022838583390694112, 0.00028879145975224674, 0.00036369069130159914, 0.0004527878190856427, 0.0005566921317949891, 0.0006796404486522079, 0.0008211230742745101, 0.0009786259615793824, 0.0011628004722297192, 0.0013708624755963683, 0.0016124132089316845, 0.0018805207218974829, 0.0021791334729641676, 0.0025091110728681087, 0.002874362049624324, 0.003266383660957217, 0.003714242484420538, 0.004203659947961569, 0.0047402107156813145, 0.005340343341231346, 0.005965833086520433, 0.006665518973022699, 0.007401108741760254, 0.008159263990819454, 0.009016230702400208, 0.009959879331290722, 0.010950923897325993, 0.012027420103549957, 0.013168354518711567, 0.01436771359294653, 0.015646737068891525, 0.017029259353876114, 0.01850210502743721, 0.02004699409008026, 0.02170206606388092, 0.023396210744976997, 0.025209398940205574, 0.02714349515736103, 0.029216403141617775]"
100,47,"[0, 2.9269085644045845e-07, 1.1758745586121222e-06, 2.778504949674243e-06, 5.376996341510676e-06, 9.291432434110902e-06, 1.5190260455710813e-05, 2.363960629736539e-05, 3.533210474415682e-05, 5.157256236998364e-05, 7.284946332219988e-05, 0.00010040708730230108, 0.00013507695985026658, 0.0001781728060450405, 0.00023306302318815142, 0.00029713258845731616, 0.0003758493985515088, 0.0004683294100686908, 0.0005759669002145529, 0.0007052152650430799, 0.0008454108610749245, 0.0010114340111613274, 0.0012022153241559863, 0.001422307686880231, 0.0016680675325915217, 0.0019420054741203785, 0.002239122288301587, 0.0025779467541724443, 0.002958856290206313, 0.0033635913860052824, 0.0038281790912151337, 0.004312113393098116, 0.00485606724396348, 0.005460540764033794, 0.006110602989792824, 0.0068176425993442535, 0.007603757083415985, 0.0084230350330472, 0.0093096187338233, 0.01024796161800623, 0.011291672475636005, 0.012411815114319324, 0.01360637228935957, 0.014854195527732372, 0.01617947779595852, 0.017603369429707527, 0.019016241654753685, 0.020601382479071617, 0.022272827103734016, 0.024045538157224655, 0.02580287866294384]"
100,48,"[0, 3.1772217425896088e-06, 1.3526089787774254e-05, 3.276233474025503e-05, 6.241569644771516e-05, 0.00010506724356673658, 0.0001611068582860753, 0.0002321190549992025, 0.0003218882775399834, 0.00043242835090495646, 0.0005673026316799223, 0.0007194337667897344, 0.0009039692813530564, 0.0011147534241899848, 0.001357359578832984, 0.0016333831008523703, 0.0019579799845814705, 0.002305411035194993, 0.002704665996134281, 0.0031437978614121675, 0.0036468154285103083, 0.004198525100946426, 0.004805738106369972, 0.00547068752348423, 0.006198714952915907, 0.006982053630053997, 0.007832519710063934, 0.008757369592785835, 0.009755908511579037, 0.01084455568343401, 0.012033672071993351, 0.013259016908705235, 0.014598569832742214, 0.01599651761353016, 0.01744942180812359, 0.019041690975427628, 0.020741449669003487, 0.02254346013069153, 0.024405263364315033, 0.026421938091516495, 0.028549201786518097, 0.030829038470983505, 0.03321258723735809, 0.035665709525346756, 0.038317933678627014, 0.04111829027533531, 0.04364943504333496, 0.0467212088406086, 0.05001476779580116, 0.05336691066622734, 0.056793950498104095]"
100,49,"[0, 8.645364459880511e-07, 3.540899115250795e-06, 8.242260264523793e-06, 1.5230139979394153e-05, 2.51944838964846e-05, 3.855051181744784e-05, 5.605524347629398e-05, 7.906109385658056e-05, 0.00010786803613882512, 0.00014280714094638824, 0.00018578721210360527, 0.0002390458685113117, 0.00030255180899985135, 0.0003787474415730685, 0.00046774890506640077, 0.0005677264998666942, 0.0006885927286930382, 0.0008265599608421326, 0.0009858196135610342, 0.001163543900474906, 0.0013669031905010343, 0.0016015914734452963, 0.0018650224665179849, 0.002156954724341631, 0.0024827499873936176, 0.002844854723662138, 0.003235201584175229, 0.0036745669785887003, 0.00413978286087513, 0.00465394277125597, 0.005223638378083706, 0.005838081240653992, 0.0065094465389847755, 0.007230892777442932, 0.008004903793334961, 0.008814516477286816, 0.00963892973959446, 0.010603453032672405, 0.011635194532573223, 0.012761828489601612, 0.013911575078964233, 0.01512793730944395, 0.016453973948955536, 0.017840733751654625, 0.019321637228131294, 0.020861461758613586, 0.022527720779180527, 0.02431289292871952, 0.026191147044301033, 0.028102833777666092]"
500,0,"[0, 2.094751749837087e-08, 1.584666051712702e-07, 6.339351443784835e-07, 1.7988585341299768e-06, 4.0989166336657945e-06, 8.056399565248284e-06, 1.42664612212684e-05, 2.3387668989016674e-05, 3.608333645388484e-05, 5.304459045873955e-05, 7.49263126635924e-05, 0.00010241428390145302, 0.00013637117808684707, 0.0001773247349774465, 0.00022608575818594545, 0.00028298574034124613, 0.0003489498340059072, 0.00042438667151145637, 0.0005100230919197202, 0.0006049635703675449, 0.0007117916829884052, 0.0008303658105432987, 0.0009610139532014728, 0.0011032623006030917, 0.0012574890861287713, 0.001424025627784431, 0.0016044010408222675, 0.0017979437252506614, 0.0020040548406541348, 0.0022245340514928102, 0.002457172144204378, 0.0027052743826061487, 0.002964853309094906, 0.0032379096373915672, 0.0035243278834968805, 0.0038233587983995676, 0.004138054791837931, 0.004464973695576191, 0.004804534371942282, 0.00515632564201951, 0.005524821113795042, 0.005901757627725601, 0.006289870012551546, 0.006691650953143835, 0.007105762138962746, 0.007529884576797485, 0.007966358214616776, 0.00841643288731575, 0.00887442845851183, 0.009339499287307262]"
500,1,"[0, 4.7892115162539994e-08, 3.077073813528841e-07, 1.0438113804411842e-06, 2.637617853906704e-06, 5.5289874580921605e-06, 1.0252991160086822e-05, 1.738388709782157e-05, 2.7548025173018686e-05, 4.1205781599273905e-05, 5.923297430854291e-05, 8.206021448131651e-05, 0.00011047500447602943, 0.00014492572518065572, 0.00018600157636683434, 0.00023420588695444167, 0.000290463533019647, 0.000354830757714808, 0.00042801242670975626, 0.0005103278672322631, 0.0006023607566021383, 0.0007042457000352442, 0.0008165198960341513, 0.0009392864885739982, 0.0010717142140492797, 0.001215910306200385, 0.0013716411776840687, 0.0015385727165266871, 0.001717188861221075, 0.0019058582838624716, 0.002106549683958292, 0.0023197110276669264, 0.0025447660591453314, 0.0027815664652734995, 0.003030964406207204, 0.0032889251597225666, 0.003559119999408722, 0.0038391544949263334, 0.004131259396672249, 0.0044320086017251015, 0.004743893165141344, 0.005064846016466618, 0.005396891850978136, 0.005736347753554583, 0.006089185364544392, 0.006451061461120844, 0.006817452609539032, 0.007195178419351578, 0.007579895202070475, 0.007974592968821526, 0.008379110135138035]"
500,2,"[0, 3.059409081629383e-08, 1.6382193734898465e-07, 5.697617666555743e-07, 1.545605641695147e-06, 3.4530041830294067e-06, 6.80626590110478e-06, 1.2110267562093213e-05, 1.993667865463067e-05, 3.093320628977381e-05, 4.571428144117817e-05, 6.489999941550195e-05, 8.911169425118715e-05, 0.00011911852197954431, 0.00015536151477135718, 0.00019842218898702413, 0.00024903015582822263, 0.000307677430100739, 0.00037478847661986947, 0.0004510409780777991, 0.0005367166013456881, 0.0006321342079900205, 0.0007380508468486369, 0.0008545761229470372, 0.0009806359885260463, 0.0011178256245329976, 0.001267674146220088, 0.0014289175160229206, 0.0016016425797715783, 0.0017864740220829844, 0.0019823885522782803, 0.0021901093423366547, 0.0024107350036501884, 0.0026409600395709276, 0.0028854694683104753, 0.0031395391561090946, 0.0034079784527420998, 0.0036832247860729694, 0.003971998114138842, 0.004273016471415758, 0.004581770859658718, 0.004903693217784166, 0.005237482022494078, 0.005574818700551987, 0.0059267436154186726, 0.006289616692811251, 0.006664143409579992, 0.007044920697808266, 0.007434475235641003, 0.007836360484361649, 0.008244692347943783]"
500,3,"[0, 5.059563790155153e-08, 3.146463996017701e-07, 1.0672124517441262e-06, 2.702314986890997e-06, 5.707429409085307e-06, 1.0658494829840492e-05, 1.816199983295519e-05, 2.890653740905691e-05, 4.355117562226951e-05, 6.276422936934978e-05, 8.730008994461969e-05, 0.00011769220873247832, 0.0001546563144074753, 0.00019916443852707744, 0.0002515098312869668, 0.0003122602356597781, 0.00038253964157775044, 0.00046174999442882836, 0.0005518763791769743, 0.0006518291775137186, 0.0007627306622453034, 0.0008850786834955215, 0.0010187617735937238, 0.0011649145744740963, 0.0013233592035248876, 0.001493799383752048, 0.001675287145189941, 0.0018699108622968197, 0.0020791939459741116, 0.002300465479493141, 0.0025339163839817047, 0.0027812933549284935, 0.003040129318833351, 0.003311978420242667, 0.0035908170975744724, 0.0038854407612234354, 0.004193670116364956, 0.00451393099501729, 0.004844355396926403, 0.005189099349081516, 0.005545034073293209, 0.005909061525017023, 0.006285774055868387, 0.0066731395199894905, 0.007071095518767834, 0.007479943335056305, 0.007895970717072487, 0.008322224952280521, 0.008757154457271099, 0.009200526401400566]"
500,4,"[0, 1.0789360516127999e-07, 6.370601681737753e-07, 1.9641538528958336e-06, 4.552931841317331e-06, 8.938414794101845e-06, 1.566256833029911e-05, 2.5334979000035673e-05, 3.851147630484775e-05, 5.5869448260637e-05, 7.805405039107427e-05, 0.0001055762404575944, 0.00013920226774644107, 0.00017925217980518937, 0.00022634842025581747, 0.0002807463170029223, 0.0003433141973800957, 0.0004145698039792478, 0.0004945130785927176, 0.0005837142234668136, 0.000682549609337002, 0.0007907971739768982, 0.0009090941748581827, 0.0010372927645221353, 0.0011758439941331744, 0.001324712997302413, 0.0014849562430754304, 0.0016557550989091396, 0.0018369867466390133, 0.002029039664193988, 0.002232057275250554, 0.0024443063884973526, 0.002666952321305871, 0.0029002800583839417, 0.003144645830616355, 0.0033963306341320276, 0.003660399466753006, 0.003931990824639797, 0.004215190187096596, 0.004507169127464294, 0.00480776559561491, 0.00511538702994585, 0.005433003883808851, 0.005755139049142599, 0.006087470334023237, 0.006428429391235113, 0.006776346359401941, 0.007130333222448826, 0.007489820010960102, 0.007852430455386639, 0.008226822130382061]"
500,5,"[0, 1.1203712801943766e-07, 2.7200127306059585e-07, 3.684149874061404e-07, 4.7291561600104615e-07, 8.079332474153489e-07, 1.7216062815350597e-06, 3.664066525743692e-06, 7.187152277765563e-06, 1.2818929462810047e-05, 2.129065069311764e-05, 3.3252890716539696e-05, 4.939601421938278e-05, 7.049963460303843e-05, 9.716131899040192e-05, 0.00013022097118664533, 0.00017012191528920084, 0.00021793310588691384, 0.00027425511507317424, 0.0003393939696252346, 0.00041404220974072814, 0.0004989763256162405, 0.0005944627337157726, 0.0007015179144218564, 0.0008196848211809993, 0.0009505322086624801, 0.0010934957535937428, 0.0012486630585044622, 0.0014174387324601412, 0.001600346527993679, 0.0017964490689337254, 0.0020045076962560415, 0.0022265848238021135, 0.0024636411108076572, 0.002716501010581851, 0.002981381956487894, 0.003260215977206826, 0.003553900169208646, 0.003861908335238695, 0.004181145690381527, 0.004517081659287214, 0.004864463582634926, 0.005224461667239666, 0.005601077806204557, 0.005989923141896725, 0.006393479183316231, 0.006809947546571493, 0.007239542435854673, 0.007685503922402859, 0.008140780963003635, 0.008607654832303524]"
500,6,"[0, 3.547640403667174e-08, 2.3238577284701023e-07, 8.284528689728177e-07, 2.16814760278794e-06, 4.692517904913984e-06, 8.878536391421221e-06, 1.5306231944123283e-05, 2.4480928914272226e-05, 3.70730267604813e-05, 5.3714826208306476e-05, 7.48553138691932e-05, 0.0001013293513096869, 0.00013354288239497691, 0.000172175801708363, 0.00021756997739430517, 0.00027017848333343863, 0.00033042137511074543, 0.0003989652614109218, 0.0004754708206746727, 0.000561351072974503, 0.000655749870929867, 0.0007604925194755197, 0.0008748978143557906, 0.0009987965459004045, 0.001132833189330995, 0.0012777210213243961, 0.001431122305803001, 0.0015967192593961954, 0.0017722233897075057, 0.001958778826519847, 0.0021541796158999205, 0.002359798876568675, 0.002575227292254567, 0.002802133560180664, 0.0030377970542758703, 0.003284662263467908, 0.0035399822518229485, 0.003803581465035677, 0.004076589364558458, 0.0043618278577923775, 0.0046511488035321236, 0.004952315706759691, 0.005259502679109573, 0.005576083902269602, 0.005900992546230555, 0.006229316350072622, 0.006566574331372976, 0.006911595817655325, 0.007262030616402626, 0.007620608434081078]"
500,7,"[0, 1.221488190594755e-07, 6.910592560416262e-07, 2.075361635434092e-06, 4.7100438678171486e-06, 9.141055670625065e-06, 1.5866044122958556e-05, 2.5538594854879193e-05, 3.87685613532085e-05, 5.5986463848967105e-05, 7.808274676790461e-05, 0.00010549374565016478, 0.00013883516658097506, 0.00017852011660579592, 0.00022558652563020587, 0.0002797157794702798, 0.0003422112204134464, 0.0004133876645937562, 0.000493642408400774, 0.0005832861643284559, 0.0006822272553108633, 0.0007914932211861014, 0.0009106171783059835, 0.001040975097566843, 0.0011824556859210134, 0.0013342449674382806, 0.0014966243179515004, 0.0016719847917556763, 0.001856882474385202, 0.0020530964247882366, 0.0022628726437687874, 0.0024818405508995056, 0.002712904941290617, 0.0029559850227087736, 0.0032090123277157545, 0.0034740627743303776, 0.0037515314761549234, 0.004038348328322172, 0.004336927086114883, 0.004644990898668766, 0.004965773783624172, 0.005295267794281244, 0.005637392867356539, 0.005984919611364603, 0.006343585904687643, 0.0067041595466434956, 0.007083115633577108, 0.007462914567440748, 0.007860066369175911, 0.00825989805161953, 0.008668212220072746]"
500,8,"[0, 1.269270626380603e-07, 7.054160278130439e-07, 2.1048633698228514e-06, 4.7913022171997e-06, 9.321208381152246e-06, 1.627664823899977e-05, 2.6281606551492587e-05, 4.002623609267175e-05, 5.8070727391168475e-05, 8.117405377561226e-05, 0.00011014044866897166, 0.00014556758105754852, 0.00018796807853505015, 0.00023777777096256614, 0.0002960450074169785, 0.00036271847784519196, 0.0004392112896312028, 0.0005257924785837531, 0.0006219630013220012, 0.0007294425740838051, 0.0008472714107483625, 0.0009770573815330863, 0.0011181283043697476, 0.0012717002537101507, 0.0014373775338754058, 0.0016160964732989669, 0.001807195134460926, 0.002012259094044566, 0.0022304411977529526, 0.002460293471813202, 0.0027035593520849943, 0.0029587261378765106, 0.003227605251595378, 0.0035110022872686386, 0.0038057996425777674, 0.004115749150514603, 0.0044330996461212635, 0.004766708239912987, 0.0051124366000294685, 0.005467566195875406, 0.005833550821989775, 0.0062154745683074, 0.006605955772101879, 0.007010201923549175, 0.007424541283398867, 0.007849954068660736, 0.008280010893940926, 0.008723851293325424, 0.009177504107356071, 0.009640391916036606]"
