hidden_dim,iteration,rel_norms
64,13,"[0, 2.0591940028680256e-06, 8.047314622672275e-06, 1.7921207472682e-05, 3.1676219805376604e-05, 4.9279344239039347e-05, 7.06069913576357e-05, 9.57034426392056e-05, 0.0001246816391358152, 0.00015709349827375263, 0.00019373343093320727, 0.00023358796897809952, 0.0002773060114122927, 0.00032414167071692646, 0.000375020201317966, 0.0004290191864129156, 0.00048672230332158506, 0.0005472769262269139, 0.0006116606527939439, 0.0006792499334551394, 0.0007503085071220994, 0.000824931135866791, 0.0009023243328556418, 0.000982759753242135, 0.0010664897272363305, 0.0011541208950802684, 0.0012437696568667889, 0.0013371952809393406, 0.0014332580612972379, 0.0015328254085034132, 0.0016347600612789392, 0.0017400759970769286, 0.0018481798470020294, 0.0019595883786678314, 0.0020737559534609318, 0.002190815284848213, 0.002310721203684807, 0.002434495138004422, 0.002559119137004018, 0.002686364110559225, 0.002819659421220422, 0.002953608287498355, 0.0030903092119842768, 0.0032289084047079086, 0.0033710815478116274, 0.0035155771765857935, 0.0036620257887989283, 0.0038110886234790087, 0.003961707465350628, 0.004115482326596975, 0.00427177082747221]"
64,14,"[0, 4.964139748153684e-07, 1.8144646674045362e-06, 3.981184818258043e-06, 6.734244379913434e-06, 9.939757546817418e-06, 1.3865524124412332e-05, 1.8852482753572986e-05, 2.4210186893469654e-05, 3.0475313906208612e-05, 3.772538184421137e-05, 4.519688445725478e-05, 5.36155239387881e-05, 6.15265525993891e-05, 7.073160668369383e-05, 8.109500049613416e-05, 9.279785444959998e-05, 0.00010418894089525566, 0.00011580432328628376, 0.00012866273755207658, 0.00014276105503086, 0.00015758382505737245, 0.00017195148393511772, 0.00018564493802841753, 0.00019987609994132072, 0.00021583648049272597, 0.00023482619144488126, 0.0002527295146137476, 0.00027132147806696594, 0.00029156325035728514, 0.00031204172410070896, 0.0003324829740449786, 0.0003539191384334117, 0.0003755554498638958, 0.00039877486415207386, 0.00042165047489106655, 0.0004422921047080308, 0.00046509853564202785, 0.0004914240562357008, 0.0005168325733393431, 0.0005432027974165976, 0.0005675627617165446, 0.0005946206510998309, 0.0006203404045663774, 0.0006459362921305001, 0.0006745097925886512, 0.0007019485346972942, 0.0007309347274713218, 0.0007616736693307757, 0.0007915475871413946, 0.0008239826420322061]"
64,15,"[0, 3.0414562388614286e-06, 1.1456098036433104e-05, 2.495057378837373e-05, 4.417934178491123e-05, 6.844046583864838e-05, 9.78857497102581e-05, 0.0001307941711274907, 0.0001706916227703914, 0.0002140604774467647, 0.00026256474666297436, 0.0003152153512928635, 0.00037557227187789977, 0.000440004572737962, 0.000507362128701061, 0.0005796559853479266, 0.0006584095535799861, 0.0007378304144367576, 0.0008220945601351559, 0.00090984528651461, 0.0010022239293903112, 0.0010985814733430743, 0.0011985599994659424, 0.0013044613879173994, 0.0014115319354459643, 0.00152606051415205, 0.0016450081020593643, 0.0017688964726403356, 0.0018944714684039354, 0.0020227886270731688, 0.0021550983656197786, 0.0022919699549674988, 0.0024298254866153, 0.002575179096311331, 0.0027260114438831806, 0.0028726081363856792, 0.003030752995982766, 0.003188478294759989, 0.0033467304892838, 0.003510746406391263, 0.003676613559946418, 0.0038440371863543987, 0.004018404055386782, 0.004201006144285202, 0.004379680845886469, 0.004558171611279249, 0.004735061898827553, 0.004916823003441095, 0.0051126363687217236, 0.005305829457938671, 0.005498168524354696]"
64,16,"[0, 6.313808142976995e-08, 3.433171400502033e-07, 6.376510555128334e-07, 9.957493602996692e-07, 1.4443836562350043e-06, 1.9450228592177154e-06, 2.588895085864351e-06, 3.3126816560979933e-06, 4.135443305131048e-06, 5.2566178965207655e-06, 6.2699114096176345e-06, 7.350304258579854e-06, 8.523707037966233e-06, 9.825334927882068e-06, 1.1160178473801352e-05, 1.2614092156582046e-05, 1.4074370483285747e-05, 1.59020783030428e-05, 1.758038160915021e-05, 1.9347473426023498e-05, 2.1246223695925437e-05, 2.3266677089850418e-05, 2.5346927941427566e-05, 2.7579861125559546e-05, 2.9871049264329486e-05, 3.21652005368378e-05, 3.460767038632184e-05, 3.667959390440956e-05, 3.912536340067163e-05, 4.168595842202194e-05, 4.436321614775807e-05, 4.721131699625403e-05, 4.9969650717685e-05, 5.328889164957218e-05, 5.6436238082824275e-05, 5.964420051896013e-05, 6.281709647737443e-05, 6.615903112106025e-05, 6.944173946976662e-05, 7.301480218302459e-05, 7.643862045370042e-05, 8.056034130277112e-05, 8.430047455476597e-05, 8.797334157861769e-05, 9.186990064335987e-05, 9.582161146681756e-05, 0.00010013503197114915, 0.0001041751165757887, 0.00010840325558092445, 0.00011274345160927624]"
64,17,"[0, 0.00013386594946496189, 0.00034336099633947015, 0.0006143938517197967, 0.0009831312345340848, 0.0014836693881079555, 0.002080507343634963, 0.0028420565649867058, 0.003557181917130947, 0.004518296103924513, 0.005636276211589575, 0.006705768406391144, 0.007918516173958778, 0.009245394729077816, 0.0106916269287467, 0.012004119344055653, 0.013599014841020107, 0.015253747813403606, 0.016957933083176613, 0.018781691789627075, 0.020863957703113556, 0.022706976160407066, 0.024725541472434998, 0.02683764323592186, 0.0289770420640707, 0.03142240270972252, 0.033705245703458786, 0.03618880361318588, 0.03871887922286987, 0.041516125202178955, 0.04429367929697037, 0.04732433706521988, 0.050105489790439606, 0.05331547558307648, 0.056171342730522156, 0.059325721114873886, 0.06264732033014297, 0.0657905638217926, 0.06921835988759995, 0.0723227933049202, 0.07559432834386826, 0.07872611284255981, 0.08256332576274872, 0.08547483384609222, 0.08922908455133438, 0.09277456253767014, 0.09656257927417755, 0.10044898837804794, 0.10414315015077591, 0.10730357468128204, 0.11130688339471817]"
64,18,"[0, 1.0020842637459282e-05, 3.95667739212513e-05, 8.876987703843042e-05, 0.00015755061758682132, 0.00024584849597886205, 0.00035447831032797694, 0.00048217663425020874, 0.0006265189731493592, 0.0007910187123343349, 0.0009748880984261632, 0.0011763032525777817, 0.0013964426470920444, 0.0016369613585993648, 0.0019013263517990708, 0.0021789425518363714, 0.00247520231641829, 0.0027908580377697945, 0.0031205997802317142, 0.0034730208572000265, 0.0038449859712272882, 0.004230741877108812, 0.0046328045427799225, 0.005053735338151455, 0.005496320314705372, 0.005956830456852913, 0.0064353179186582565, 0.006933180149644613, 0.007445130962878466, 0.007979555986821651, 0.008524342440068722, 0.009087189100682735, 0.009669743478298187, 0.01025246363133192, 0.010863611474633217, 0.011502985842525959, 0.0121483588591218, 0.01281799003481865, 0.013491421937942505, 0.014193778857588768, 0.014905226416885853, 0.01563790813088417, 0.016384534537792206, 0.017140239477157593, 0.01792154088616371, 0.018716802820563316, 0.019535502418875694, 0.020355720072984695, 0.02120104990899563, 0.022058065980672836, 0.022933028638362885]"
64,19,"[0, 3.298741262369731e-07, 1.2386842627165606e-06, 2.200087919845828e-06, 3.799633304879535e-06, 7.479031410184689e-06, 9.57621250563534e-06, 1.2689993127423804e-05, 1.564862031955272e-05, 1.9063025320065208e-05, 2.238645902252756e-05, 2.6343815989093855e-05, 3.055580964428373e-05, 3.5320266761118546e-05, 4.134271512157284e-05, 4.685520616476424e-05, 5.225431959843263e-05, 5.8917536080116406e-05, 6.541146285599098e-05, 7.284290040843189e-05, 8.035130304051563e-05, 8.81687446963042e-05, 9.727085853228346e-05, 0.00010527816630201414, 0.00011411293235141784, 0.0001222510327352211, 0.00013166057760827243, 0.00014170391659718007, 0.0001522704551462084, 0.00016276288079097867, 0.00017424396355636418, 0.00018956275016535074, 0.0002032742922892794, 0.0002154543763026595, 0.00022813372197560966, 0.00024068790662568063, 0.00025305143208242953, 0.0002675724681466818, 0.00028172554448246956, 0.00029908123542554677, 0.000313383323373273, 0.00032810764969326556, 0.00034224477712996304, 0.0003562309721019119, 0.00037060907925479114, 0.0003869752399623394, 0.0004051077994517982, 0.00042236066656187177, 0.00043994575389660895, 0.0004566035349853337, 0.00047380884643644094]"
64,20,"[0, 9.92825448520307e-08, 3.9920445260577253e-07, 8.959371484706935e-07, 1.5865476825638325e-06, 2.47433877120784e-06, 3.5499274417816196e-06, 4.824210918741301e-06, 6.286787083809031e-06, 7.987009666976519e-06, 9.949976629286539e-06, 1.1943322533625178e-05, 1.4164215826895088e-05, 1.6552048691664822e-05, 1.917215922730975e-05, 2.1947325876681134e-05, 2.4854462026269175e-05, 2.796751505229622e-05, 3.124810245935805e-05, 3.473758260952309e-05, 3.8442041841335595e-05, 4.226425880915485e-05, 4.6213601308409125e-05, 5.034679270465858e-05, 5.4755491873947904e-05, 5.922148557147011e-05, 6.390187627403066e-05, 6.871946970932186e-05, 7.373794505838305e-05, 7.884280057623982e-05, 8.414296462433413e-05, 8.964152220869437e-05, 9.524725464871153e-05, 0.00010106587433256209, 0.00010697355173761025, 0.0001131158642238006, 0.00011941585398744792, 0.00012585666263476014, 0.0001324511831626296, 0.00013927806867286563, 0.0001462487707613036, 0.0001532344176666811, 0.00016033038264140487, 0.00016757234698161483, 0.00017504477000329643, 0.00018268378335051239, 0.0001905537792481482, 0.00019847611838486046, 0.00020674712141044438, 0.0002149725187337026, 0.00022326817270368338]"
64,21,"[0, 5.40663404535735e-06, 1.963055183296092e-05, 4.047402762807906e-05, 6.961589679121971e-05, 0.00010591106547508389, 0.0001513832830823958, 0.00019968923879787326, 0.000257181643974036, 0.000323494867188856, 0.00039659655885770917, 0.00048010851605795324, 0.0005705304793082178, 0.0006714020855724812, 0.0007683655712753534, 0.0008813308668322861, 0.0009976400760933757, 0.0011288115056231618, 0.0012610103003680706, 0.001391471130773425, 0.0015307319117709994, 0.0016835802234709263, 0.0018339712405577302, 0.001987781375646591, 0.0021619931794703007, 0.0023338671308010817, 0.002513405866920948, 0.0026952314656227827, 0.002885313704609871, 0.003075316548347473, 0.0032952693291008472, 0.0035039950162172318, 0.0037184362299740314, 0.003941329661756754, 0.004173422697931528, 0.004421780351549387, 0.004654039163142443, 0.004902441054582596, 0.005155182909220457, 0.005409312434494495, 0.00566880963742733, 0.005927328951656818, 0.006189154926687479, 0.006473810411989689, 0.006753119640052319, 0.007027141284197569, 0.007317130453884602, 0.007614400703459978, 0.007918878458440304, 0.008234585635364056, 0.008555964566767216]"
64,22,"[0, 2.2371735042270302e-07, 9.172319437311671e-07, 1.6441783827758627e-06, 2.5017347979883198e-06, 3.99566488340497e-06, 5.933086868026294e-06, 7.686814569751732e-06, 9.420803507964592e-06, 1.1371178516128566e-05, 1.443948258383898e-05, 1.4936398656573147e-05, 1.8855163943953812e-05, 2.2131331206765026e-05, 2.6238760256092064e-05, 2.8866379579994828e-05, 3.0180801331880502e-05, 3.169817864545621e-05, 3.774158903979696e-05, 4.183794590062462e-05, 4.5363402023212984e-05, 5.0899438065243885e-05, 5.561699435929768e-05, 5.966737444396131e-05, 6.697339995298535e-05, 7.11125394445844e-05, 7.521673978772014e-05, 8.029237505979836e-05, 8.579176210332662e-05, 9.269864676753059e-05, 0.00010011723497882485, 0.00010590766032692045, 0.00011583777813939378, 0.00012095631245756522, 0.00012657741899602115, 0.00013524990936275572, 0.00014156597899273038, 0.0001482381485402584, 0.0001585031277500093, 0.00016569122090004385, 0.00017262992332689464, 0.0001807202206691727, 0.00018967274809256196, 0.0001988704752875492, 0.00020724194473586977, 0.00021370519243646413, 0.00021979951998218894, 0.00023074094497133046, 0.0002403837424935773, 0.00024900457356125116, 0.0002601031737867743]"
64,23,"[0, 3.7168186395319935e-07, 1.0408623438706854e-06, 1.6227961623371812e-06, 2.2034118956071325e-06, 3.3223834634554805e-06, 4.671217538998462e-06, 6.130760993983131e-06, 7.565333362435922e-06, 9.32392413233174e-06, 1.0984203981934115e-05, 1.3767681593890302e-05, 1.4556143469235394e-05, 1.698888991086278e-05, 1.943429197126534e-05, 2.216684697486926e-05, 2.5000535970320925e-05, 2.809914258250501e-05, 3.0834864446660504e-05, 3.3929180062841624e-05, 3.710167948156595e-05, 4.0591952711110935e-05, 4.403986531542614e-05, 4.798089503310621e-05, 5.191258605918847e-05, 5.5864737078081816e-05, 6.0107868193881586e-05, 6.452209345297888e-05, 6.87823339831084e-05, 7.365062629105523e-05, 7.817075675120577e-05, 8.300603803945705e-05, 8.830976003082469e-05, 9.329989552497864e-05, 9.839665290201083e-05, 0.00010378855949966237, 0.0001099858054658398, 0.00011562872532522306, 0.00012154964497312903, 0.0001270449865842238, 0.00013361831952352077, 0.00014046351134311408, 0.00014734448632225394, 0.00015400676056742668, 0.00016032489656936377, 0.00016746918845456094, 0.00017456879140809178, 0.00018187123350799084, 0.0001899419876281172, 0.0001974728802451864, 0.00020507967565208673]"
