hidden_dim,iteration,rel_norms
250,10,"[0, 6.36369776318979e-11, 2.5485075161313375e-10, 5.669354430359874e-10, 1.0014917783962574e-09, 1.5583063728286106e-09, 2.2473434224679067e-09, 3.057614161861011e-09, 1.3567364476330113e-05, 1.3569590009865351e-05, 1.3572065654443577e-05, 1.357451947114896e-05, 1.357721248496091e-05, 1.3579994629253633e-05, 1.3583089639723767e-05, 1.3586099157691933e-05, 1.3589179616246838e-05, 1.3592332834377885e-05, 1.3595678865385707e-05, 1.3599238627648447e-05, 1.3602808394352905e-05]"
250,11,"[0, 5.952477399873146e-11, 2.308065821798877e-10, 5.160452065666732e-10, 9.115799781689304e-10, 1.4247694135605116e-09, 2.035302149039353e-09, 2.7710882477549603e-09, 3.6266682990060417e-09, 4.580771317819199e-09, 5.636408229037215e-09, 6.821094800102401e-09, 1.9219389741920168e-06, 1.924029447764042e-06, 1.9262915884610265e-06, 1.9286169390397845e-06, 1.931068254634738e-06, 1.9336339391884394e-06, 1.936327862495091e-06, 1.9391388832445955e-06, 1.941988784892601e-06]"
250,12,"[0, 1.0065016528559845e-11, 3.792679018066458e-11, 8.326662970237209e-11, 1.4812197302038754e-10, 2.292778605861301e-10, 3.2948932471299486e-10, 4.472687775702866e-10, 5.836329752817448e-10, 7.370960508623625e-10, 9.089326513667118e-10, 1.1008708389326216e-09, 1.311867392495003e-09, 1.5377430440111084e-09, 1.7852928024808534e-09, 2.0479242746063164e-09, 2.3269521864932585e-09, 2.629368944795374e-09, 1.6328639276252943e-06, 1.6332994619006058e-06, 1.6337538681909791e-06]"
250,13,"[0, 2.5992666352614435e-11, 3.0386906928470125e-06, 3.0385701847990276e-06, 3.038537442989764e-06, 3.0385260743059916e-06, 3.0386256639758358e-06, 3.038768454644014e-06, 3.0388891900656745e-06, 3.0390795018320205e-06, 3.0392907319765072e-06, 3.0396643069252605e-06, 3.040099045392708e-06, 3.04045670418418e-06, 3.0409221380978124e-06, 3.0414173579629278e-06, 3.0419953418459045e-06, 3.042633352379198e-06, 3.0432629500865005e-06, 3.044023515030858e-06, 3.04478635371197e-06]"
250,14,"[0, 9.85048709267744e-11, 3.9121930694996365e-10, 8.684032382078044e-10, 1.5494496796719659e-09, 2.410095012450597e-09, 3.4553084837796177e-09, 4.6945154430488856e-09, 6.138563435342803e-09, 7.752720243558997e-09, 9.575049197962926e-09, 2.2872387489769608e-05, 2.2882613848196343e-05, 2.289334952365607e-05, 2.290401425852906e-05, 2.291490454808809e-05, 2.2925951270735823e-05, 2.293703619216103e-05, 2.294852129125502e-05, 2.2960070054978132e-05, 2.2971931684878655e-05]"
250,15,"[0, 6.241470534851246e-11, 2.493767692346438e-10, 5.584217532828006e-10, 1.000576399512454e-09, 1.5631328453835636e-09, 2.249815445054537e-09, 3.0532825157081334e-09, 3.994292452347281e-09, 5.055522667163359e-09, 6.219528003725827e-09, 7.526651302214304e-09, 8.959226249771746e-09, 1.0510726511370194e-08, 1.2165415341769403e-08, 1.3958740829878025e-08, 1.588862019730186e-08, 1.7915752437147603e-08, 2.0108533504981096e-08, 2.2399481380830366e-08, 2.4829697409245455e-08]"
250,16,"[0, 3.082955418731714e-11, 1.2200616905655437e-10, 2.765864204334889e-10, 4.90893770077605e-10, 7.75828068455553e-10, 1.1038724379019982e-09, 1.5006348386137347e-09, 1.9636119397148377e-09, 2.4716164670479657e-09, 3.062895048699943e-09, 3.685439065037599e-09, 4.394130836971044e-09, 5.142428260995757e-09, 5.975544059566573e-09, 4.138626081839902e-06, 4.140322289458709e-06, 4.1420362322242e-06, 4.143855221627746e-06, 4.145691491430625e-06, 4.147592335357331e-06]"
250,17,"[0, 9.181348736841954e-11, 3.678126969663964e-10, 8.30430002540794e-10, 1.477217792533736e-09, 4.40850380982738e-05, 9.880667494144291e-05, 9.880642755888402e-05, 9.88062092801556e-05, 9.88062602118589e-05, 9.880607831291854e-05, 9.880618017632514e-05, 9.880685684038326e-05, 9.88075917121023e-05, 9.880858124233782e-05, 9.880946163320914e-05, 9.88105166470632e-05, 9.881200094241649e-05, 9.881321602733806e-05, 9.881545702228323e-05, 9.881747246254236e-05]"
250,18,"[0, 5.064109201424749e-11, 1.9900470160649775e-10, 4.4873840754355854e-10, 8.041546872838978e-10, 1.24726418082588e-09, 1.7984576050622536e-09, 2.449025648942893e-09, 3.1965852187454402e-09, 4.041819323674645e-09, 4.988600643685004e-09, 6.041966926773057e-09, 7.172189508963811e-09, 8.430323994446098e-09, 9.75171143835496e-09, 1.1214279282967254e-08, 1.2777298330490794e-08, 1.44129206347543e-08, 2.025075264100451e-05, 2.0255545678082854e-05, 2.0260302335373126e-05]"
250,19,"[0, 7.143020116368026e-12, 2.6138370981532155e-11, 5.602373773228031e-11, 9.809770357138703e-11, 1.527776377630019e-10, 2.1946983119747188e-10, 2.9912586296809707e-10, 3.884809141041501e-10, 4.904719963505499e-10, 6.087210180361069e-10, 7.318163852687576e-10, 8.685245855843959e-10, 1.018548245745876e-09, 1.1836520652508398e-09, 1.357716938876763e-09, 1.5477457093737712e-09, 1.7521342154935837e-09, 1.9600314704604216e-09, 2.185567948842504e-09, 2.419173528167562e-09]"
250,20,"[0, 2.7708451852404004e-11, 1.0856410909143577e-10, 2.4462082359733017e-10, 4.323950086870809e-10, 6.780874195477793e-10, 9.726619509820011e-10, 1.31645960799176e-09, 1.717434305881227e-09, 2.17630957699555e-09, 2.674986898654197e-09, 3.244256863155215e-09, 1.7215255638802773e-06, 2.8420129183359677e-06, 2.8430511065380415e-06, 2.8441211270546773e-06, 2.845272547347122e-06, 2.8464460228860844e-06, 5.129671535542002e-06, 5.1307106332387775e-06, 5.131894795340486e-06]"
250,21,"[0, 5.1054015182128154e-11, 2.0306996362240426e-10, 4.5481238220013154e-10, 8.078891999829807e-10, 1.2607598298686185e-09, 1.8133951007470728e-09, 2.459125125753303e-09, 3.2182974063488246e-09, 4.0662162525961776e-09, 5.0275263951959914e-09, 6.08831074444538e-09, 7.226183651454221e-09, 8.48215098159244e-09, 9.839363990238326e-09, 1.1292587309696955e-08, 5.986252290313132e-05, 5.986258838674985e-05, 5.986269025015645e-05, 5.986292671877891e-05, 5.986311225569807e-05]"
250,22,"[0, 1.796200861658992e-11, 7.008842117794956e-11, 1.5632137251309075e-10, 2.7597699125969655e-10, 4.305437950602453e-10, 6.196808066682991e-10, 8.421326413987629e-10, 1.0970224728623634e-09, 1.395875637300037e-09, 1.7186073675290459e-09, 2.083733852131786e-09, 2.470217363992333e-09, 2.8966098408744756e-09, 3.3450338055018847e-09, 3.8488745524034584e-09, 9.933417459251359e-06, 9.933456567523535e-06, 9.933523870131467e-06, 9.933553883456625e-06, 9.933714864018839e-06]"
250,23,"[0, 3.5249535929038345e-11, 1.3818200750304044e-10, 3.074977494854636e-10, 5.468138164488323e-10, 8.614365887282815e-10, 1.240736069441084e-09, 1.686631168063002e-09, 2.1930071092413073e-09, 2.771811891122411e-09, 3.4319522779213685e-09, 4.151918364669882e-09, 4.942076525793482e-09, 5.7881588411135e-09, 6.720532130799484e-09, 3.058472429984249e-05, 1.0921047532974626e-06, 3.058377842535265e-05, 1.0956241567328107e-06, 1.097434392249852e-06, 3.058364745811559e-05]"
250,24,"[0, 1.0904411922030288e-11, 4.009808457494657e-11, 8.966877934613038e-11, 1.5985013313013496e-10, 2.490867512250361e-10, 3.587163344143107e-10, 4.858574653709979e-10, 6.319568757184868e-10, 7.968281034997915e-10, 9.825700253429659e-10, 1.188836251664327e-09, 2.884985769924242e-05, 2.885017602238804e-05, 2.885035064537078e-05, 2.8850487069576047e-05, 3.0426816010731272e-05, 3.042684511456173e-05, 3.0427263482124545e-05, 3.0427849196712486e-05, 3.0428393074544147e-05]"
250,25,"[0, 1.4897702516059041e-10, 5.916362955105114e-10, 1.3343279814392872e-09, 2.3784756386646677e-09, 3.7171088429488464e-09, 5.345036413473281e-09, 7.284562286713481e-09, 9.483087204387175e-09, 1.2021043716003987e-08, 1.4828748895467925e-08, 1.7942014096661296e-08, 2.139434052139677e-08, 2.5106338341629453e-08, 2.9122666944658704e-08, 3.337388321256185e-08, 3.796765568608862e-08, 4.2863987914643076e-08, 4.8002771535493594e-08, 5.3526616028420904e-08, 5.9290602649753055e-08]"
250,26,"[0, 2.8151043995894298e-11, 1.1157719886911721e-10, 2.497076434515577e-10, 4.4342796101659587e-10, 6.892695303406526e-10, 9.874591144765077e-10, 1.3455055958289108e-09, 1.75561776227795e-09, 2.2108783692686984e-09, 2.739358961889593e-09, 3.306413587367274e-09, 3.940848980477085e-09, 4.632498828982534e-09, 5.384128698437962e-09, 6.14734041448628e-09, 6.986550449283868e-09, 7.904987775475547e-09, 8.856222422082283e-09, 9.871243378256622e-09, 1.0914861903188466e-08]"
250,27,"[0, 4.874698908419184e-11, 1.922574044410652e-10, 4.3290157569764176e-10, 7.699372250868919e-10, 1.2023521067661136e-09, 1.729162923957972e-09, 2.3577850782885434e-09, 3.0833628983373274e-09, 3.9022705067282004e-09, 4.8094466187365015e-09, 5.813151293665442e-09, 6.905058747008752e-09, 8.096420422987194e-09, 9.393501976262542e-09, 1.076646505282497e-08, 1.2256370141017214e-08, 1.3826890743473541e-08, 1.5492345184497935e-08, 1.7283959152791795e-08, 1.9122893490930437e-08]"
250,28,"[0, 7.650712008366867e-11, 3.0320437827136004e-10, 6.879433134265867e-10, 1.2186709419381714e-09, 1.8861643358292213e-09, 2.730823567276275e-09, 3.714737184523642e-09, 4.8304014121924865e-09, 6.116366968456077e-09, 7.572123372767692e-09, 9.144549117934275e-09, 1.0873319133963832e-08, 1.0090415344166104e-05, 1.009563038678607e-05, 1.0101046427735128e-05, 1.0106505214935169e-05, 1.011223594105104e-05, 1.0118274985870812e-05, 1.0124200343852863e-05, 1.0130310329259373e-05]"
250,29,"[0, 4.873640727098838e-11, 1.908927738103472e-10, 4.256599794860705e-10, 7.591287043418049e-10, 1.1852405723544734e-09, 2.907620000769384e-06, 2.9075254133204e-06, 1.1659972187771928e-05, 4.272706792107783e-05, 4.273070953786373e-05, 4.2734758608276024e-05, 4.273870581528172e-05, 4.274279126548208e-05, 4.274684761185199e-05, 8.405371772823855e-05, 8.406216511502862e-05, 8.407117275055498e-05, 8.407977293245494e-05, 8.408849680563435e-05, 8.409716247115284e-05]"
250,30,"[0, 4.0682936186531293e-11, 1.5877786585516418e-10, 3.5370689710489955e-10, 6.299826771360983e-10, 9.839420389567977e-10, 1.4180792096141204e-09, 1.92353155625824e-09, 2.509982666154542e-09, 3.1716482773447296e-09, 3.928065428482341e-09, 4.749224569167154e-09, 5.638553624010001e-09, 6.601097890523988e-09, 7.663464529628072e-09, 8.793076489155283e-09, 9.99650495714377e-09, 1.1287295542672382e-08, 1.2630470891394907e-08, 1.4057582653492773e-08, 1.5598619285128734e-08]"
250,31,"[0, 3.258884134771378e-11, 1.294306051224936e-10, 2.9035279736078223e-10, 5.168059868942976e-10, 8.083343994158554e-10, 2.965714520541951e-05, 2.9662001907126978e-05, 2.9667247872566804e-05, 2.9672408345504664e-05, 2.967766886285972e-05, 2.9683145839953795e-05, 3.555973307811655e-05, 3.556587398634292e-05, 3.557180389179848e-05, 3.5577890230342746e-05, 3.5584045690484345e-05, 3.558999742381275e-05, 3.5596131056081504e-05, 3.560226468835026e-05, 3.560866753105074e-05]"
250,32,"[0, 4.8182333123314436e-11, 1.934490206911832e-10, 4.352218863079571e-10, 7.690283410077825e-10, 1.2078579247898347e-09, 1.7352591585861887e-09, 2.3680573058015852e-09, 3.0703950493204957e-09, 3.878862120387794e-09, 4.795898789211606e-09, 5.794114521506799e-09, 6.8962906496494725e-09, 8.093721248769725e-09, 9.369555797889006e-09, 1.0756344259732487e-08, 6.070948074921034e-06, 6.07275660513551e-06, 6.074598786653951e-06, 6.076679255784256e-06, 6.078761089156615e-06]"
250,33,"[0, 1.0541770928407246e-10, 4.197085734514161e-10, 9.45789668804764e-10, 1.6759125198717584e-09, 2.620355932236862e-09, 3.760276534592322e-09, 5.124177082649339e-09, 6.670829222343855e-09, 8.441340071385639e-09, 1.0430185604093367e-08, 1.2605311461300062e-08, 1.4999358199929702e-08, 3.987691798101878e-06, 3.992912752437405e-06, 3.998438387498027e-06, 4.00399585487321e-06, 4.009865278931102e-06, 4.015905687992927e-06, 4.022215307486476e-06, 6.371567451424198e-06]"
250,34,"[0, 7.155121634072614e-11, 2.9175398208458603e-10, 6.582163702972821e-10, 1.1612145689454678e-09, 1.8101136145531882e-09, 2.5983426521491992e-09, 3.521392288874381e-09, 4.620043903003079e-09, 5.840394390332904e-09, 1.1252774129388854e-05, 1.1258200174779631e-05, 1.1263682608841918e-05, 1.1269145943515468e-05, 1.1274720236542635e-05, 1.1280484613962471e-05, 1.1286573680990841e-05, 1.1292439012322575e-05, 1.1298659046588e-05, 1.1305164662189782e-05, 1.1311579328321386e-05]"
250,35,"[0, 8.090410286154537e-11, 3.197836717649949e-10, 8.225754572777078e-05, 8.224880002671853e-05, 8.224029443226755e-05, 9.730387682793662e-05, 9.729680459713563e-05, 9.729016164783388e-05, 9.728353325044736e-05, 9.72769848885946e-05, 9.727117867441848e-05, 9.726485586725175e-05, 9.725891868583858e-05, 9.725370910018682e-05, 9.72481575445272e-05, 9.724272968014702e-05, 9.723705443320796e-05, 9.723182301968336e-05, 9.722707909531891e-05, 9.722182585392147e-05]"
250,36,"[0, 1.9387446509311346e-11, 7.510546351507941e-11, 1.6724266416190403e-10, 2.9357133390917056e-10, 4.538353859384614e-10, 6.537261287853369e-10, 8.86929196752817e-10, 1.159019213936574e-09, 1.478044242553267e-09, 1.827165529988406e-09, 2.203175641923849e-09, 2.619627403888103e-09, 3.074517529455534e-09, 3.566539730215368e-09, 4.082783000569634e-09, 4.641496520463306e-09, 5.244349399191606e-09, 5.877129893860911e-09, 6.548449782428634e-09, 7.24828197462557e-09]"
250,37,"[0, 4.295075753391053e-11, 1.682312622541815e-10, 3.752091692899029e-10, 6.656742379540503e-10, 1.029476281999564e-09, 1.4900769507164568e-09, 2.0208947848487924e-09, 1.99806581804296e-05, 1.9984207028755918e-05, 1.9987741325167008e-05, 1.9991417502751574e-05, 1.9995097318314947e-05, 1.9999024516437203e-05, 2.00029735424323e-05, 2.0006942577310838e-05, 2.001120628847275e-05, 2.00153353944188e-05, 2.001971188292373e-05, 2.0023768229293637e-05, 2.002817564061843e-05]"
250,38,"[0, 8.205891521839703e-11, 3.235301748727437e-10, 7.189545070396264e-10, 1.2735004162323094e-09, 1.9912733684179784e-09, 2.8728237566610915e-09, 3.901647005477571e-09, 5.101004951768573e-09, 6.4595568893821564e-09, 7.966355575206308e-09, 9.62074064858598e-09, 1.1440795866235476e-08, 1.3412495114550893e-08, 1.5541433029397922e-08, 1.784668768323172e-08, 2.028012779931032e-08, 9.670624422142282e-06, 9.671151019574609e-06, 9.671855877968483e-06, 9.672605301602744e-06]"
250,39,"[0, 6.71719138645166e-11, 2.6182955803477626e-10, 5.901252264628454e-10, 1.0467984257189755e-09, 1.6383803203012803e-09, 2.3510879909593996e-09, 3.199435161249653e-09, 4.174348866570199e-09, 5.284843229702574e-09, 6.518641626485078e-09, 7.881186370184423e-09, 9.368108067064895e-09, 1.0970420127875968e-08, 1.2726859566214443e-08, 1.4627087097096592e-08, 1.6640788302879628e-08, 1.8739040541504437e-08, 2.1017028117853442e-08, 2.3407460858493323e-08, 2.5929777436317636e-08]"
250,40,"[0, 6.744690916882234e-11, 2.6343513481741354e-10, 5.894594812261289e-10, 1.0498044655804506e-09, 1.6305389261006553e-09, 2.3473540888829802e-09, 3.193558528735707e-09, 4.172846956862486e-09, 5.29131138904404e-09, 6.511092998096046e-09, 7.877382302012848e-09, 9.377555620915246e-09, 1.0999551491863713e-08, 1.2771390167642949e-08, 1.4667950409830155e-08, 1.668541571575588e-08, 1.8817514657598622e-08, 2.109893060264767e-08, 2.34697896672742e-08, 2.602066828671923e-08]"
250,41,"[0, 1.956164223659851e-11, 7.473816010516998e-11, 3.819965058937669e-06, 3.821567588602193e-06, 3.823164661298506e-06, 3.824742179858731e-06, 3.826448846666608e-06, 3.828174158115871e-06, 3.830000878224382e-06, 3.831767571682576e-06, 3.833533355646068e-06, 3.835375082417158e-06, 3.837260919681285e-06, 3.83930546377087e-06, 3.84123404728598e-06, 3.843242211587494e-06, 3.845390438073082e-06, 3.847349489660701e-06, 3.849422682833392e-06, 3.851653673336841e-06]"
250,42,"[0, 6.222080489726167e-11, 2.5009855297852823e-10, 5.598759234004547e-10, 9.909377762795657e-10, 1.5524193042182333e-09, 2.244188834765737e-09, 3.051337182924385e-09, 3.988651187114556e-09, 5.033041539093119e-09, 6.197562463228223e-09, 1.839285687310621e-05, 1.83929023478413e-05, 1.8392714991932735e-05, 6.877117266412824e-05, 6.876587576698512e-05, 6.876140832901001e-05, 6.875678081996739e-05, 1.839496508182492e-05, 6.874773680465296e-05, 8.468501619063318e-05]"
250,43,"[0, 4.479892845576927e-11, 1.7682623421055865e-10, 3.9659517336865235e-10, 6.984045564095709e-10, 1.087990142423223e-09, 1.5575197798156637e-09, 2.1175099451653523e-09, 2.7734656793398926e-09, 3.501677614536902e-09, 4.319908875061174e-09, 5.230388566701549e-09, 6.195035151534967e-09, 7.283542657887665e-09, 8.425504738340805e-09, 9.668226219616827e-09, 1.0984790854706716e-08, 1.2402527005406228e-08, 1.3930895548242006e-08, 1.5475412951104772e-08, 1.8567217921372503e-05]"
250,44,"[0, 2.710889152046647e-11, 1.0498610314435552e-10, 2.364821949374374e-10, 4.190218172439586e-10, 6.465470936412032e-10, 9.34222144088892e-10, 1.2659876480469734e-09, 1.1602779522945639e-05, 1.1604634892137256e-05, 1.160652027465403e-05, 1.1608502063609194e-05, 1.161044383479748e-05, 1.1612545677053276e-05, 1.1614732102316339e-05, 2.6174451704719104e-05, 3.132439815090038e-05, 8.153535600285977e-05, 8.153303497238085e-05, 9.521462925476953e-05, 8.152888040058315e-05]"
250,45,"[0, 4.905048242576093e-11, 8.722461643628776e-06, 8.723567589186132e-06, 8.724993676878512e-06, 8.72638247528812e-06, 8.727904969418887e-06, 8.729592991585378e-06, 8.731464731681626e-06, 8.73321096150903e-06, 8.734943548915908e-06, 8.737053576624021e-06, 8.73901262821164e-06, 8.74123361427337e-06, 8.743433681956958e-06, 9.116467481362633e-06, 9.1192714535282e-06, 9.122213668888435e-06, 9.124978532781824e-06, 9.128099009103607e-06, 9.131184924626723e-06]"
250,46,"[0, 1.2127351206592252e-11, 4.738884978872093e-11, 1.0593791816004838e-10, 1.8673836088556328e-10, 2.9164304304885036e-10, 4.199126324433422e-10, 5.708780670410363e-10, 7.44058759050148e-10, 9.402977285688507e-10, 1.1571132940702e-09, 1.3992008662810917e-09, 1.6683644465942393e-09, 1.959138629104018e-09, 2.2696993173809688e-09, 2.604376714288037e-09, 2.9651416877385373e-09, 3.353542554762612e-09, 3.753092059355367e-09, 4.180821910892973e-09, 4.627059624340291e-09]"
250,47,"[0, 6.800385254912555e-11, 2.678338384409784e-10, 6.033460953069891e-10, 1.0785441428851072e-09, 1.675328653583108e-09, 2.414789701532527e-09, 3.2844942321474946e-09, 4.304425704759751e-09, 5.424745097570849e-09, 6.695612508877957e-09, 8.100820458878388e-09, 9.635506614813494e-09, 1.1289663426339303e-08, 3.953411123802653e-06, 3.955484316975344e-06, 3.957587523473194e-06, 3.9599158299097326e-06, 3.962388291256502e-06, 3.9649385144002736e-06, 3.967585598729784e-06]"
250,48,"[0, 1.1495302626451931e-10, 4.5315248775601447e-10, 1.0111990134120674e-09, 1.7901279347753984e-09, 3.035147813079675e-07, 3.0441185572271934e-07, 3.055304773624812e-07, 3.068555827212549e-07, 3.084126660723996e-07, 3.1019885682326276e-07, 3.1218885965245136e-07, 3.144108120523015e-07, 3.168156297306268e-07, 3.194592466115864e-07, 3.2236502534033207e-07, 3.254838247812586e-07, 3.2878719480322616e-07, 5.3716184993390925e-06, 5.373533440433675e-06, 5.3757680689159315e-06]"
250,49,"[0, 6.452986062166488e-11, 2.56241361462628e-10, 5.780771972219156e-10, 1.0245406745212904e-09, 1.598272181269067e-09, 2.3071884402980913e-09, 3.129616121810841e-09, 4.083058335879741e-09, 5.173566908212024e-09, 6.371657867987324e-09, 7.720632133612071e-09, 9.168108050516821e-09, 1.0736767031005456e-08, 1.246445080482772e-08, 1.4307476092767502e-08, 1.4363049558596686e-05, 1.4367773474077694e-05, 1.4372518307936843e-05, 1.4377274055732414e-05, 1.4382113477040548e-05]"
500,0,"[0, 5.168985031667184e-11, 2.046685182444108e-10, 4.558532162857176e-10, 8.086440961285746e-10, 1.267865146203917e-09, 1.8242869437301579e-09, 2.482017258387259e-09, 3.2370524039038173e-09, 1.0500468761165394e-06, 1.0507091019462678e-06, 1.0514596624489059e-06, 1.0522807087909314e-06, 1.053255687111232e-06, 1.0542773907218361e-06, 1.0554410891927546e-06, 1.0566831178948632e-06, 1.0580391744952067e-06, 1.0594662853691261e-06, 1.0610197023197543e-06, 1.0626437187966076e-06]"
500,1,"[0, 6.729289868390165e-12, 2.5153769692143335e-11, 2.5176111648761434e-06, 2.5178455871355254e-06, 2.5181743694702163e-06, 2.5184278911183355e-06, 2.5187187020492274e-06, 2.5190197447955143e-06, 2.519280769774923e-06, 2.5196281967510004e-06, 2.5198608000209788e-06, 2.520230736990925e-06, 2.520584303056239e-06, 2.5209785690094577e-06, 2.5213596472895006e-06, 2.5217432266799733e-06, 2.5221600026270607e-06, 2.5226015623047715e-06, 2.5230083338101394e-06, 2.5235751763830194e-06]"
500,2,"[0, 1.5267294373177975e-11, 5.901271832309263e-11, 1.260104113498528e-06, 1.2597465683938935e-06, 1.2594796316989232e-06, 1.2592691973623005e-06, 1.259075816051336e-06, 1.2588661775225773e-06, 1.258679276361363e-06, 1.2585446711455006e-06, 1.2584328032971825e-06, 1.258370957657462e-06, 1.2583612942762556e-06, 1.258367319678655e-06, 1.258350948774023e-06, 1.2583752777572954e-06, 1.2584692967720912e-06, 1.258564907402615e-06, 1.2586557431859546e-06, 1.2588444633365725e-06]"
500,3,"[0, 1.1428218158471282e-06, 1.1436654858698603e-06, 4.26020869781496e-06, 4.257747150404612e-06, 4.2555448089842685e-06, 4.253503448126139e-06, 4.251792233844753e-06, 4.250244728609687e-06, 1.27026105474215e-05, 1.2705557310255244e-05, 1.270884877158096e-05, 1.3081854376650881e-05, 1.308537775912555e-05, 1.3089222193229944e-05, 1.3093272173136938e-05, 1.3097523151373025e-05, 1.3102016964694485e-05, 1.3107009181112517e-05, 1.383602648274973e-05, 1.3840347492077854e-05]"
