out_channels,iteration,rel_norms
256,7,"[0, 4.6369437178839235e-09, 1.307941577266547e-08, 4.189621805039678e-08, 4.821147925326841e-08, 9.13351527742634e-08, 1.4390374758477265e-07, 1.5541698417109728e-07, 2.1384663284607086e-07, 2.643686798364797e-07, 2.7202764840694726e-07]"
256,8,"[0, 7.809226332256003e-08, 8.546453500457574e-08, 2.3595735854087252e-07, 2.389074893471843e-07, 2.3817251815216878e-07, 3.727593593794154e-07, 4.069867145517492e-07, 4.3575337826951e-07, 5.764997581536591e-07, 6.01503757025057e-07]"
256,9,"[0, 3.021219541210485e-08, 1.3953055599813524e-07, 1.7484147463164845e-07, 2.6729054525276297e-07, 3.9808250562600733e-07, 4.2128971244892455e-07, 4.9939330892812e-07, 6.047482088433753e-07, 7.505566941290454e-07, 7.541078730355366e-07]"
256,10,"[0, 8.15676912679919e-08, 1.6580302997226681e-07, 1.7200603963374306e-07, 2.2648036690497975e-07, 2.0092166153062863e-07, 2.095785447409071e-07, 2.628852087127598e-07, 3.131461312477768e-07, 3.377118673597579e-07, 4.263164896656235e-07]"
256,11,"[0, 2.0275719236906298e-07, 2.862933001779311e-07, 3.790527216551709e-07, 4.212591875329963e-07, 4.312900045988499e-07, 4.634101173905947e-07, 4.77980620416929e-07, 6.134546879366098e-07, 7.546358347099158e-07, 8.815723617772164e-07]"
256,12,"[0, 1.0545267770112332e-08, 3.437121876004312e-08, 4.292319033538661e-08, 7.055513862042062e-08, 9.148225643684782e-08, 1.3002799903460982e-07, 1.8039990834495256e-07, 2.0664352007315756e-07, 2.2420508116738347e-07, 2.546093185173959e-07]"
256,13,"[0, 1.171669410382492e-07, 1.2646916047742707e-07, 1.2363247492430673e-07, 1.2947512573191489e-07, 1.7997864176777512e-07, 2.300369601471175e-07, 3.2104330216498056e-07, 3.255848639582837e-07, 4.264784649876674e-07, 5.578003197115322e-07]"
256,14,"[0, 3.051853880720046e-08, 1.1507401609378576e-07, 1.9188577482509572e-07, 2.707108421873272e-07, 3.7453852996804926e-07, 4.5040371787763434e-07, 5.289517162054835e-07, 5.910668505748617e-07, 6.722105467815709e-07, 7.047915460134391e-07]"
256,15,"[0, 1.0323679333623659e-07, 1.0961927188191112e-07, 1.8892578168561158e-07, 2.034950483675857e-07, 2.812787442962872e-07, 3.6554450844050734e-07, 5.610539233202871e-07, 6.036115678398346e-07, 7.173424023676489e-07, 7.544705340478686e-07]"
256,16,"[0, 1.1307042058206207e-07, 1.8210569407983712e-07, 2.1479355893916363e-07, 2.3703213969383796e-07, 2.5346454890495806e-07, 3.2046042974798183e-07, 3.4951716543218936e-07, 3.9602588230991387e-07, 5.032672447669029e-07, 5.239949132374022e-07]"
256,17,"[0, 5.887784926272843e-09, 8.351520364158205e-08, 7.620483444270576e-08, 9.596929828603606e-08, 1.979929038498085e-07, 2.9452505145854957e-07, 3.4423936767780106e-07, 4.4117351194472576e-07, 4.49423737336474e-07, 5.167708536646387e-07]"
256,18,"[0, 1.3038806478959941e-08, 6.183984879726268e-08, 8.115620886428587e-08, 1.5618218185409205e-07, 1.4214994337180542e-07, 2.1398165017672e-07, 2.363206164091025e-07, 2.5760047606127046e-07, 3.6051665119885e-07, 3.762584128708113e-07]"
256,19,"[0, 3.169001843161823e-07, 4.438780365489947e-07, 6.27165604782931e-07, 6.869336743875465e-07, 7.192176099124481e-07, 7.458775712620991e-07, 9.079943197320972e-07, 9.5901839358703e-07, 9.259555326934787e-07, 1.0902529083978152e-06]"
256,20,"[0, 3.995409869617106e-08, 1.0535764261021541e-07, 1.296387210913963e-07, 1.4432515627049725e-07, 3.193846396243316e-07, 3.625669364737405e-07, 4.452994062376092e-07, 4.959304646945384e-07, 6.870874926789838e-07, 6.068176503504219e-07]"
256,21,"[0, 3.2240752290135788e-09, 5.369403055510702e-08, 5.232515931652415e-08, 7.276381808196675e-08, 7.708214155854876e-08, 1.1191644944119616e-07, 2.1514769343866647e-07, 2.3917021962915896e-07, 2.871704509743722e-07, 4.0331892137146497e-07]"
256,22,"[0, 4.2830194502130325e-08, 1.7349121606002882e-07, 2.0879549822439003e-07, 2.76060518444865e-07, 3.2103778835335106e-07, 3.946141760025057e-07, 4.0424777125736e-07, 4.6840651179991255e-07, 5.008694756725163e-07, 5.12961776166776e-07]"
256,23,"[0, 5.35775122045834e-08, 1.5426081745317788e-07, 1.729950014350834e-07, 2.016551690076085e-07, 2.1004713346428616e-07, 3.0010011187187047e-07, 3.233041354633315e-07, 3.2998860888255876e-07, 4.237841153553745e-07, 4.891109597338072e-07]"
256,24,"[0, 2.526992837204034e-08, 2.3270031235256283e-08, 3.4469596954522785e-08, 9.691030555813995e-08, 1.5596876323797915e-07, 2.622797410367639e-07, 3.282021339146013e-07, 3.652039026746934e-07, 3.895993359037675e-07, 5.255452606434119e-07]"
256,25,"[0, 1.2311608088566572e-07, 1.7890228320993629e-07, 1.8349855679389293e-07, 2.9195871320553124e-07, 3.0144630613904155e-07, 3.380896487215068e-07, 3.7548088016592374e-07, 5.495829782375949e-07, 6.225388347047556e-07, 5.574173087552481e-07]"
256,26,"[0, 4.82117989974995e-08, 6.349164038965682e-08, 8.078926327925728e-08, 1.9803877648882917e-07, 2.787264463677275e-07, 3.870454747811891e-07, 3.990117534158344e-07, 5.740401434195519e-07, 6.34866466953099e-07, 8.431669584751944e-07]"
256,27,"[0, 5.274260672649689e-08, 1.416119488339973e-07, 1.518097008101904e-07, 1.8278539926086523e-07, 2.7847579531226074e-07, 3.1966811775419046e-07, 3.877537437801948e-07, 4.800727992915199e-07, 5.432311240838317e-07, 6.049101557437098e-07]"
256,28,"[0, 2.5384574442455232e-08, 7.571303228814941e-08, 1.5196043534615455e-07, 2.109478458578451e-07, 3.954809244532953e-07, 4.134543587497319e-07, 4.359604304227105e-07, 4.869932581641478e-07, 5.141876044945093e-07, 5.369483915274031e-07]"
256,29,"[0, 4.6092154093457793e-08, 6.338496660873716e-08, 6.765392868146591e-08, 1.2991294795483554e-07, 1.4483204324733379e-07, 2.355133972287149e-07, 2.8194165224704193e-07, 2.9024110403952363e-07, 3.298376896054833e-07, 3.3811639355008083e-07]"
256,30,"[0, 1.7343429803418076e-08, 7.982999505884436e-08, 1.244396514721302e-07, 1.275366514619236e-07, 2.688939559902792e-07, 3.368345460330602e-07, 4.11945137557268e-07, 4.520271374985896e-07, 4.5530180159403244e-07, 4.828526698474889e-07]"
256,31,"[0, 4.132763820052787e-08, 7.313446559464865e-08, 1.5338672199050052e-07, 2.5691807081784646e-07, 2.931734570665867e-07, 3.29571349766411e-07, 3.4791602843142755e-07, 3.7067496805320843e-07, 3.9182233990686655e-07, 4.380982261409372e-07]"
256,32,"[0, 5.4708443997242284e-08, 6.979558975217515e-08, 1.0097306812895113e-07, 1.3621540517760877e-07, 1.490003427306874e-07, 1.560894133945112e-07, 2.805120118409832e-07, 3.3723668479979096e-07, 4.0175612525672477e-07, 4.104881270450278e-07]"
256,33,"[0, 1.2070564991972788e-07, 2.6574821276881266e-07, 3.5664808706314943e-07, 4.381249709695112e-07, 4.985650434718991e-07, 6.306202067207778e-07, 6.883706191729289e-07, 7.430465984725743e-07, 1.091917511075735e-06, 1.14542490337044e-06]"
256,34,"[0, 1.1450898007581145e-08, 5.773718925183857e-08, 7.163233561868765e-08, 9.069970019481843e-08, 1.6837891791965376e-07, 2.793080966512207e-07, 3.6388169633028156e-07, 4.798206418854534e-07, 4.915323188470211e-07, 5.111116934131132e-07]"
256,35,"[0, 7.02147104902906e-08, 1.2451326369955495e-07, 2.5854058094409993e-07, 2.9840668958058814e-07, 3.64542074748897e-07, 4.105742164028925e-07, 5.051333573646843e-07, 5.903167448195745e-07, 6.65819754885888e-07, 7.605743235217233e-07]"
256,36,"[0, 9.204637763104984e-08, 1.5519196949753677e-07, 2.5305732265223924e-07, 3.0303593234748405e-07, 3.0730171829418396e-07, 3.213619947928237e-07, 3.4274899007868953e-07, 3.78360482500284e-07, 4.513626095103973e-07, 5.154215614311397e-07]"
256,37,"[0, 1.2828071760395687e-07, 1.456016747169997e-07, 2.761989321697911e-07, 2.8590130796146696e-07, 2.922911619407387e-07, 3.873957439282094e-07, 4.304159517687367e-07, 4.406874722917564e-07, 4.4704526658279065e-07, 4.638576456272858e-07]"
256,38,"[0, 2.8167610466312e-08, 1.7053963574653608e-07, 2.2220994821964268e-07, 2.7947857006438426e-07, 3.2849973763404705e-07, 5.217556235947995e-07, 6.782742048017099e-07, 8.43103407532908e-07, 1.0120083970832638e-06, 1.1143938536406495e-06]"
256,39,"[0, 9.214387830525084e-08, 2.162211671929981e-07, 2.9942199830657046e-07, 3.935204517802049e-07, 4.4339859073261323e-07, 4.544799878658523e-07, 6.907829401825438e-07, 7.315579182431975e-07, 7.784074114169925e-07, 7.876025733821734e-07]"
256,40,"[0, 1.5777192885479963e-08, 3.1893009122541116e-08, 6.638050109586402e-08, 8.590870237412673e-08, 1.5870081426783145e-07, 2.978018471821997e-07, 3.258133745021041e-07, 3.618364701196697e-07, 4.097317685136659e-07, 4.917112619295949e-07]"
256,41,"[0, 7.279070501908791e-08, 9.536834255641224e-08, 1.8068266172122094e-07, 1.874003885404818e-07, 2.9867891271351255e-07, 3.63665066061003e-07, 4.466671157388191e-07, 5.051676907896763e-07, 5.877744229110249e-07, 5.819190960210108e-07]"
256,42,"[0, 1.141371264168356e-08, 5.376288925162953e-08, 1.1739295757706714e-07, 1.6053851936703722e-07, 2.1079588918837544e-07, 2.479434613178455e-07, 2.545460517922038e-07, 3.026472938927327e-07, 2.997036006036069e-07, 3.8118335510262114e-07]"
256,43,"[0, 3.708707652094745e-08, 6.838824617716455e-08, 1.0388515647719032e-07, 1.0447445220052032e-07, 1.194076020283319e-07, 2.55012139405153e-07, 2.981285547321022e-07, 3.341888827890216e-07, 4.064689562710555e-07, 4.913716793453204e-07]"
256,44,"[0, 2.527051812251102e-08, 4.2964277469081935e-08, 8.379686278203735e-08, 1.3679176902314794e-07, 1.5895555804945616e-07, 2.504179690276942e-07, 2.327334840401818e-07, 2.5987566232288373e-07, 3.3958059475480695e-07, 3.458006005985226e-07]"
256,45,"[0, 3.0384903482172376e-08, 1.1093144536289401e-07, 9.543736467776398e-08, 1.116708645554354e-07, 1.5760326732561225e-07, 2.1143139861123927e-07, 2.840527599801135e-07, 2.963011240808555e-07, 3.3067200888581283e-07, 3.906496885974775e-07]"
256,46,"[0, 5.026419813702887e-08, 7.292183568097244e-08, 1.0564473029717192e-07, 3.667760779535456e-07, 4.3057417542513576e-07, 5.197382506594295e-07, 7.606502094859025e-07, 8.834704203763977e-07, 9.364766810904257e-07, 9.781819017007365e-07]"
256,47,"[0, 8.335430123906917e-09, 7.962185577525815e-08, 1.224280481437745e-07, 1.379973610937668e-07, 2.627702713198232e-07, 3.886883916948136e-07, 3.9593825817973993e-07, 4.902786940874648e-07, 5.254757411421451e-07, 5.550069204218744e-07]"
256,48,"[0, 4.268268583018653e-08, 8.160588294003901e-08, 1.0712691533854013e-07, 2.8509981575552956e-07, 3.086326501033909e-07, 4.240237956310011e-07, 4.5954814709148195e-07, 4.594287474901648e-07, 5.118608896736987e-07, 5.224613914833753e-07]"
256,49,"[0, 3.115509628059954e-08, 4.34724505282702e-08, 7.274027069570366e-08, 1.2451606323793385e-07, 1.3901430406804138e-07, 1.479359639233735e-07, 1.5469562697489891e-07, 2.0175093595753424e-07, 2.3609509014477226e-07, 2.4657862240928807e-07]"
512,0,"[0, 4.370389916630302e-08, 5.639667222112621e-08, 9.754095486869119e-08, 1.2684897399140027e-07, 1.5275909959200362e-07, 1.8002663182414835e-07, 2.2283735745531885e-07, 2.619924259761319e-07, 3.1053997417984647e-07, 3.485888555587735e-07]"
512,1,"[0, 4.2163343039192114e-08, 7.755161846034753e-08, 1.4035103390597214e-07, 1.758684078367878e-07, 2.1801947980293335e-07, 2.3265256743343343e-07, 2.689019709123386e-07, 3.334457971959637e-07, 3.9779462213118677e-07, 4.4600773208003375e-07]"
512,2,"[0, 3.746650278912966e-08, 8.391860006895513e-08, 1.1012217271400004e-07, 1.3842702628608095e-07, 2.1801652394515258e-07, 2.3515319469424867e-07, 2.718512632782222e-07, 3.043905110189371e-07, 3.6471701037044113e-07, 3.9930731077220116e-07]"
512,3,"[0, 2.7430244742276955e-08, 6.951310638214636e-08, 1.0890877888414252e-07, 1.6081470732842718e-07, 2.5860705932245764e-07, 3.0391808536478493e-07, 3.8165694604685996e-07, 4.910505140287569e-07, 5.624501682177652e-07, 6.608077569580928e-07]"
512,4,"[0, 1.049693487686909e-08, 5.177993855909335e-08, 9.649119192545186e-08, 1.888070784161755e-07, 2.340194100725057e-07, 2.5732180120030534e-07, 2.988836627082492e-07, 4.190690674477082e-07, 4.5324694042392366e-07, 4.940504823025549e-07]"
512,5,"[0, 7.633875043211447e-08, 9.280014978685358e-08, 1.694206162028422e-07, 2.3435057983078877e-07, 3.1475198625230405e-07, 4.248985874255595e-07, 5.202635975365411e-07, 5.878288220628747e-07, 6.710362185913255e-07, 7.552210377070878e-07]"
512,6,"[0, 2.6729184199325573e-08, 1.0903647762461333e-07, 1.2453757847197267e-07, 1.3486943828411313e-07, 1.895272419005778e-07, 2.2855070369587338e-07, 2.582594618161238e-07, 2.866626687136886e-07, 3.318681649489008e-07, 3.5330441505720955e-07]"
512,7,"[0, 4.558521382591607e-08, 1.240879612396384e-07, 1.4636702871939633e-07, 1.6921731571528653e-07, 1.8683799396512768e-07, 2.3268447080226906e-07, 2.4532221232220763e-07, 2.3713025143479172e-07, 3.070368279622926e-07, 3.518500761856558e-07]"
512,8,"[0, 3.163506079317813e-08, 8.786987848452554e-08, 1.0760496138573217e-07, 1.7331738888515247e-07, 2.422674185709184e-07, 3.008511839652783e-07, 3.303750872873934e-07, 3.7280952369656006e-07, 4.087066827196395e-07, 4.662918513531622e-07]"
512,9,"[0, 1.5714132217681254e-08, 3.747473797943712e-08, 1.4590141006465274e-07, 2.0796993283056509e-07, 2.4862947611836717e-07, 3.040668730136531e-07, 3.4550163263702416e-07, 3.6520481216939515e-07, 4.154222210672742e-07, 4.7145846338025876e-07]"
512,10,"[0, 6.500699356593032e-08, 1.1855191672793808e-07, 1.7791263928756962e-07, 2.5806636472225364e-07, 2.996316368353291e-07, 3.6597123198589543e-07, 4.159118418556318e-07, 5.193115271140414e-07, 6.821940701229323e-07, 8.561644335713936e-07]"
512,11,"[0, 3.007636095730959e-08, 7.476070607026486e-08, 1.1951439660151664e-07, 1.5428378219439765e-07, 1.938216342978194e-07, 2.4580242552474374e-07, 2.699401591144124e-07, 3.206672829492163e-07, 3.3803033261392557e-07, 3.8294012938422384e-07]"
512,12,"[0, 5.4871279075996426e-08, 9.370605624781092e-08, 1.0773353409376796e-07, 1.643670657358598e-07, 2.0956950663730822e-07, 2.6469393787920126e-07, 3.194056716893101e-07, 3.5167366263522126e-07, 3.7344375414249953e-07, 4.552367158794368e-07]"
512,13,"[0, 8.311572941011036e-08, 1.3061492154520238e-07, 1.9262306238942983e-07, 2.2432973878494522e-07, 2.8991644285270013e-07, 3.7393687080111704e-07, 3.931693584036111e-07, 4.4418578681870713e-07, 4.994740834263212e-07, 5.853451057191705e-07]"
512,14,"[0, 2.1788498116848132e-08, 4.507304751655283e-08, 6.867646362707092e-08, 1.077433466889488e-07, 1.3317308855675947e-07, 1.82209987542592e-07, 2.660586062575021e-07, 3.3961921985792287e-07, 3.668580745852523e-07, 3.67936138445657e-07]"
512,15,"[0, 4.5147981353466093e-08, 1.140583947289997e-07, 1.7141225328032306e-07, 2.2080872952301434e-07, 2.5503985057184764e-07, 2.856729963696125e-07, 3.8984796901786467e-07, 4.6042379153732327e-07, 5.307309720592457e-07, 5.908063940296415e-07]"
512,16,"[0, 2.7163775229155362e-08, 5.1028990810664254e-08, 1.5211516313229367e-07, 1.6005796510398795e-07, 2.1580520126462943e-07, 2.456565368902375e-07, 3.29493360595734e-07, 4.101027286651515e-07, 4.768178882841312e-07, 5.580424158324604e-07]"
512,17,"[0, 2.3383137204291415e-08, 4.555026578145771e-08, 5.970073857497482e-08, 8.891748848327552e-08, 1.1633939323019149e-07, 1.5626399374468747e-07, 2.399556535692682e-07, 3.2528413385080057e-07, 3.736049905000982e-07, 3.938406223369384e-07]"
512,18,"[0, 3.27180984527331e-08, 5.530336366632582e-08, 1.0102579750537188e-07, 1.2864981613347481e-07, 1.790613026741994e-07, 2.38661556295483e-07, 2.920957911101141e-07, 3.376204631422297e-07, 3.758554214527976e-07, 4.415213084030256e-07]"
512,19,"[0, 3.116282698556461e-08, 5.2382105764081643e-08, 7.365316889718088e-08, 1.2989623598969047e-07, 1.4622673916164786e-07, 1.549906443187865e-07, 1.713096509092793e-07, 2.1001497430006566e-07, 2.552574187575374e-07, 3.050476777843869e-07]"
512,20,"[0, 2.5765181987935648e-08, 6.251976003568416e-08, 1.5781269269155018e-07, 2.509327714506071e-07, 3.171383866629185e-07, 3.8713105254828406e-07, 4.473349406453053e-07, 5.036835659666394e-07, 5.49366518498573e-07, 6.38140875253157e-07]"
512,21,"[0, 4.7368938993486154e-08, 1.388579278227553e-07, 2.2502001684188144e-07, 2.893142152515793e-07, 3.528067793467926e-07, 4.1986169208030333e-07, 4.985187160855276e-07, 5.961205147286819e-07, 6.369254492710752e-07, 7.169665536821412e-07]"
512,22,"[0, 3.092824130135341e-08, 1.0785674930957612e-07, 1.9977844090135477e-07, 2.9705040560656926e-07, 3.423536156788032e-07, 4.1874002931763243e-07, 4.898730026070552e-07, 5.705385319743073e-07, 6.792467388549994e-07, 7.729540243417432e-07]"
512,23,"[0, 3.1055524374323795e-08, 6.885984760174324e-08, 9.848128001976875e-08, 1.3261664832953102e-07, 1.5172338407865027e-07, 2.2373221497673512e-07, 3.209114254332235e-07, 3.75894671833521e-07, 4.040499561597244e-07, 4.257520345163357e-07]"
512,24,"[0, 1.1604626592998102e-08, 5.194539198782877e-08, 1.2449206110431987e-07, 1.3723190761538717e-07, 2.0076055307072238e-07, 2.3779229252340883e-07, 2.8252890160729294e-07, 3.7077137449159636e-07, 4.386341458939569e-07, 4.947802949573088e-07]"
512,25,"[0, 6.498421356582185e-08, 9.684018209554779e-08, 1.264888283003529e-07, 1.6803181779323495e-07, 2.032304990962075e-07, 2.2127296972485055e-07, 2.34684236488647e-07, 3.1273177114599093e-07, 3.732283460067265e-07, 4.370100157302659e-07]"
512,26,"[0, 4.315841195534631e-08, 7.666117340932033e-08, 1.0400210470606908e-07, 1.2528964532521059e-07, 1.4468928100086487e-07, 1.5298124367291166e-07, 1.6802192703835317e-07, 2.174742519400752e-07, 2.5320588292743196e-07, 3.072092340516974e-07]"
512,27,"[0, 9.881718199267198e-08, 2.0822376711748802e-07, 2.752236980541056e-07, 3.2394501658927766e-07, 4.0276006529893493e-07, 5.297181360219838e-07, 6.022585239406908e-07, 6.565215358023124e-07, 7.503999768232461e-07, 8.387136745113821e-07]"
512,28,"[0, 1.1266999777603814e-08, 3.249049029818707e-08, 4.757349358897045e-08, 7.137539626000944e-08, 1.0160614749565866e-07, 1.47904103187102e-07, 1.6761592291913985e-07, 2.4669279241607e-07, 2.796109583869111e-07, 2.984210425438505e-07]"
512,29,"[0, 3.115638946837862e-08, 6.475404035199972e-08, 1.0510518677619984e-07, 1.395058291109308e-07, 1.889565623969247e-07, 2.267369154651533e-07, 2.3674316196320433e-07, 3.1874432693257404e-07, 4.24012824851161e-07, 5.046322826274263e-07]"
512,30,"[0, 5.5747062077671217e-08, 1.023858118287535e-07, 1.4657179292498768e-07, 1.9254584060490743e-07, 2.3547353578123875e-07, 2.802380549837835e-07, 3.0621922064710816e-07, 3.311141654194216e-07, 3.6405182868293195e-07, 4.103317223780323e-07]"
512,31,"[0, 5.3684892975525145e-08, 1.0416677298508148e-07, 1.6403826919031417e-07, 2.2120499920674774e-07, 2.794885176626849e-07, 3.154790988446621e-07, 3.8471861785183137e-07, 4.6599640768363315e-07, 5.972729582026659e-07, 6.657770654783235e-07]"
512,32,"[0, 9.445061976975921e-08, 1.5493593252813298e-07, 2.0262949362859217e-07, 2.5619002030907723e-07, 2.624819614993612e-07, 2.923670763266273e-07, 3.51182478652845e-07, 3.4708759244495013e-07, 4.09015825653114e-07, 4.19605981960558e-07]"
512,33,"[0, 2.1598067334593907e-08, 8.927418093662709e-08, 1.554234501099927e-07, 2.2147494860291772e-07, 2.3374310842427803e-07, 3.242521415813826e-07, 3.701805439959571e-07, 3.932216259272536e-07, 4.2747305428747495e-07, 4.819050900550792e-07]"
512,34,"[0, 2.4727215830466776e-08, 4.350951599008113e-08, 7.214512720565835e-08, 9.491236596659292e-08, 1.1181184333963756e-07, 1.697838740710722e-07, 2.0169606784747884e-07, 2.266280176854707e-07, 2.599827553240175e-07, 3.0723487043360365e-07]"
512,35,"[0, 1.6135041391862615e-07, 2.052015304343513e-07, 2.707336363982904e-07, 2.760437780580105e-07, 1.7788156014830747e-07, 3.1656841770200117e-07, 3.2904341651374125e-07, 3.8569893945350486e-07, 4.245756031195924e-07, 4.770815280608076e-07]"
512,36,"[0, 4.763916550132308e-08, 8.03964752549291e-08, 1.2615699063189822e-07, 1.773392028781018e-07, 2.069262308168618e-07, 2.479484351169958e-07, 3.4950789995491505e-07, 4.0634589026922185e-07, 4.38551808201737e-07, 4.779542450705776e-07]"
512,37,"[0, 3.1038343450973116e-08, 5.483741816192378e-08, 7.091303189099563e-08, 1.0744074785407065e-07, 1.3412031307780126e-07, 1.6863778284914588e-07, 1.7994538836774154e-07, 2.0877830309018464e-07, 2.3663622528147243e-07, 2.577289706096053e-07]"
512,38,"[0, 1.6530549373783288e-08, 8.575211296601992e-08, 1.3800989506762562e-07, 1.9869638379077514e-07, 2.2728576709596382e-07, 2.4850328372849617e-07, 3.413119884498883e-07, 3.699733781559189e-07, 4.067395593665424e-07, 4.290377830784564e-07]"
512,39,"[0, 4.0647147869776745e-08, 6.588064138668415e-08, 9.716476512267036e-08, 1.3932185538578779e-07, 1.9064819412051293e-07, 2.1514206594019925e-07, 3.0802263495388615e-07, 3.5746847970585804e-07, 4.0915813315223204e-07, 4.620691527179588e-07]"
512,40,"[0, 6.87336125793081e-08, 1.1651319198335841e-07, 1.8234990761811787e-07, 1.8946980162581895e-07, 2.4590096359133895e-07, 3.1539531164526124e-07, 3.415967171349621e-07, 3.710070757279027e-07, 4.10591354693679e-07, 4.4862358095087984e-07]"
512,41,"[0, 1.945810446102314e-08, 5.558018045803692e-08, 9.831011027472414e-08, 1.2125578052746278e-07, 1.72665295394836e-07, 2.0478029227888328e-07, 2.8304353349994926e-07, 3.379816746473807e-07, 4.120512926419906e-07, 4.6355967242561746e-07]"
512,42,"[0, 3.5806920095637906e-08, 7.512225863592903e-08, 1.1884127104622166e-07, 1.4845537066321413e-07, 2.1142999173662247e-07, 2.543310699820722e-07, 3.5868524150828307e-07, 3.974963362907147e-07, 4.4583759972738335e-07, 5.101583155919798e-07]"
512,43,"[0, 7.898273679529666e-08, 1.1853318682142344e-07, 1.640983953166142e-07, 1.709309600528286e-07, 2.0356752372663323e-07, 2.1168006014704588e-07, 2.466495061526075e-07, 2.767127966762928e-07, 2.9881098839723563e-07, 3.447733547545795e-07]"
512,44,"[0, 8.80230572875007e-08, 1.3104180140999233e-07, 2.0751379281591653e-07, 2.28042011940488e-07, 2.546962036831246e-07, 2.5881610099531827e-07, 2.9604382234538207e-07, 3.3989076086982095e-07, 4.0561366176916636e-07, 4.2624034790605947e-07]"
512,45,"[0, 3.6885005272324634e-08, 8.615367619313474e-08, 1.6376414180285792e-07, 1.92455146930115e-07, 3.551359952780331e-07, 3.967361692502891e-07, 4.548135166260181e-07, 4.391146717352967e-07, 5.066258950137126e-07, 5.440235781861702e-07]"
512,46,"[0, 7.610572794192194e-08, 1.1559905033209361e-07, 1.4712058771237935e-07, 1.557569930810132e-07, 1.8096123710620304e-07, 2.2685523504151206e-07, 2.3689361228207417e-07, 2.5182376361954084e-07, 2.6084171622642316e-07, 2.741426783359202e-07]"
512,47,"[0, 5.5122860942447005e-08, 9.956389845910962e-08, 1.380436316367195e-07, 1.9013998553418787e-07, 2.2825618373190082e-07, 2.716591041007632e-07, 3.0985316357146075e-07, 3.6226728639121575e-07, 4.022534767500474e-07, 4.4227246576156176e-07]"
512,48,"[0, 1.702948893012035e-08, 9.21714189416889e-08, 1.611158353398423e-07, 1.8514678856718092e-07, 2.064481918750971e-07, 2.21341906581074e-07, 2.4396780418101116e-07, 2.584504557034961e-07, 3.231756977584155e-07, 3.9532824303023517e-07]"
512,49,"[0, 7.458625361778104e-08, 1.1470137195601637e-07, 1.5663265173770924e-07, 1.912734575171271e-07, 2.2649020081644267e-07, 2.477491136687604e-07, 3.024861996436812e-07, 3.344969172758283e-07, 3.881356178681017e-07, 4.20064992567859e-07]"
