index,accuracy,score
0,0.7688799998779297,20.475805282592773
1,0.8005599997314454,22.607763290405273
2,0.8183199997802734,28.00314712524414
3,0.8245199997314454,26.17493438720703
4,0.8324400000488281,19.397268295288086
5,0.8381200000976563,18.30294418334961
6,0.8402400001953124,21.9664363861084
7,0.8380800000488281,26.598865509033203
8,0.7920799997558593,21.94211769104004
9,0.816040000048828,16.91529083251953
10,0.8268399997802734,35.091121673583984
11,0.8372400000976563,31.438499450683594
12,0.8418399997802735,31.746850967407227
13,0.8384000001464844,35.16444396972656
14,0.8435600001708984,37.13656997680664
15,0.8461999997070312,44.27068328857422
16,0.8058800001953125,24.09469223022461
17,0.8231200000732422,19.703006744384766
18,0.8341600000732421,23.33517837524414
19,0.8355200001708983,44.379825592041016
20,0.8409600001953125,35.58500289916992
21,0.8432399997070312,33.85784912109375
22,0.8441199997802734,38.432674407958984
23,0.8495200000244141,43.66461181640625
24,0.8152400000976563,29.116966247558594
25,0.8303600001953124,22.09145736694336
26,0.8383199998046875,41.597755432128906
27,0.84052,24.515430450439453
28,0.8460799997070312,38.92935562133789
29,0.8488400001220703,41.44738006591797
30,0.8518800001220703,48.20091247558594
31,0.8481199997558594,38.980464935302734
32,0.8229199999511719,25.180091857910156
33,0.8343200001220703,39.84914016723633
34,0.8416000000976562,28.4334774017334
35,0.8488799999511718,27.143924713134766
36,0.8454000000488281,43.69990539550781
37,0.8486,47.34343719482422
38,0.849880000048828,35.95762634277344
39,0.8532000000732423,36.12691879272461
40,0.8248399997314454,28.253358840942383
41,0.8442399999511718,31.812522888183594
42,0.8487200000732422,38.92279052734375
43,0.8459600000976564,57.29948425292969
44,0.8522800001464844,53.66497802734375
45,0.8526799998535156,39.2097282409668
46,0.8537600000976562,45.14350509643555
47,0.8559200001464844,60.83157730102539
48,0.8343599999023438,41.46950912475586
49,0.8445199999755859,27.01315689086914
50,0.8440400001953126,43.68598937988281
51,0.8490799998046874,46.91562271118164
52,0.8525600001220702,46.775733947753906
53,0.8552800000976561,55.669395446777344
54,0.8598400001708985,56.09265899658203
55,0.8581200000488282,45.805362701416016
56,0.8335200000732422,26.113407135009766
57,0.8485600000976562,54.36142349243164
58,0.8527199997558594,34.39422607421875
59,0.8556399999755859,40.78120040893555
60,0.8522399999511718,43.862693786621094
61,0.8573200000732422,52.91551971435547
62,0.8559600000976563,41.67677307128906
63,0.8629999997070312,41.936363220214844
64,0.8002799997070312,19.79227638244629
65,0.8199599997314454,38.225914001464844
66,0.826480000024414,39.941001892089844
67,0.8337200001708984,18.50690269470215
68,0.8429600000732422,46.45465850830078
69,0.8422400001464844,35.660972595214844
70,0.8429599997070312,48.23590850830078
71,0.844480000024414,55.70982360839844
72,0.8131200001953125,32.27645492553711
73,0.8296800000732422,36.7440299987793
74,0.8378399999511719,57.944732666015625
75,0.8471999997070313,41.86143112182617
76,0.8478000001220702,44.69786071777344
77,0.8491600001953126,44.00990295410156
78,0.8512799997314453,46.22002410888672
79,0.8540000000000001,57.9898796081543
80,0.8238000001464844,34.457183837890625
81,0.8380399999755859,41.35026931762695
82,0.8416000001220704,47.77679443359375
83,0.8463600001953125,38.96237564086914
84,0.8504399997802734,60.57617950439453
85,0.8527599998046875,70.70936584472656
86,0.8524400000976563,62.444583892822266
87,0.8537599999267579,69.02568817138672
88,0.8290800001708984,27.8680419921875
89,0.8420000000732422,51.24614334106445
90,0.8466800001953125,35.48122787475586
91,0.8529200001708985,57.35985565185547
92,0.8520000000488281,55.8506965637207
93,0.854480000024414,51.24369812011719
94,0.8537600000488281,64.7724838256836
95,0.8586399997802734,76.70536804199219
96,0.8388000000732422,49.97734832763672
97,0.8458799999267578,32.66041564941406
98,0.8557600000488281,76.18610382080078
99,0.8522000001464843,56.280757904052734
100,0.853480000024414,59.558021545410156
101,0.8570399997558594,55.368900299072266
102,0.8600799998291015,65.00662994384766
103,0.8591200001464844,89.25785827636719
104,0.8359199998779298,46.235809326171875
105,0.8507199999511719,50.95702362060547
106,0.8525999997558594,46.54912567138672
107,0.8583599999023437,39.355621337890625
108,0.8564400001708984,72.5513687133789
109,0.8622399998046875,57.52397155761719
110,0.8617999999511718,65.23827362060547
111,0.8621199998291016,69.22344207763672
112,0.8458400001464844,40.589656829833984
113,0.84836,54.1834716796875
114,0.8538800001708984,65.61412811279297
115,0.8613199999511718,52.13459014892578
116,0.8589999999511718,56.917015075683594
117,0.86312,76.17194366455078
118,0.8613600000976562,61.60404968261719
119,0.8632799999755859,74.80809783935547
