out_channels,iteration,losses,borne_timesteps,borne_lambda0
12,0,"[0.8211290836334229, 0.8207528177897135, 0.820378163655599, 0.8200054931640625, 0.8196340942382813, 0.8192649841308594, 0.8188976033528645, 0.8185325113932291, 0.8181694030761719, 0.817807871500651, 0.817448018391927, 0.8170897420247396, 0.8167327880859375, 0.8163774617513021, 0.8160237630208333, 0.8156714884440104, 0.815320790608724, 0.8149713643391927, 0.8146232604980469, 0.8142767333984375, 0.8139314270019531, 0.8135875447591145, 0.8132449340820312, 0.8129035441080729, 0.8125633748372396, 0.8122242736816406, 0.8118861389160156, 0.8115491739908854, 0.8112129720052084, 0.8108775329589843, 0.8105430603027344, 0.8102095540364583, 0.8098770141601562, 0.809545389811198, 0.8092145792643229, 0.8088849385579427, 0.8085564676920572, 0.808228759765625, 0.8079014587402343, 0.8075748697916667, 0.8072488403320313, 0.8069235229492188, 0.8065985616048177, 0.8062740580240886, 0.8059500630696614, 0.805626475016276, 0.8053031921386719, 0.80498046875, 0.8046577453613282, 0.8043354797363281, 0.8040135701497396]","[0.8211290836334229, 0.8211265802383423, 0.8211188316345215, 0.8210843205451965, 0.8210790753364563, 0.8210762143135071, 0.8211027979850769, 0.8208292722702026, 0.8210741281509399, 0.8209962248802185, 0.8211098313331604, 0.8210864663124084, 0.820480227470398, 0.8211256861686707, 0.8209311962127686, 0.8210396766662598, 0.8209404349327087, 0.8210087418556213, 0.8209352493286133, 0.821020245552063, 0.8209989666938782, 0.8200185894966125, 0.8207489252090454, 0.8209853172302246, 0.820748507976532, 0.8209513425827026, 0.8211053609848022, 0.8200383186340332, 0.8210541009902954, 0.821025550365448, 0.8208261728286743, 0.820594847202301, 0.8208782076835632, 0.8203595876693726, 0.8209301233291626, 0.8206539750099182, 0.8210234045982361, 0.8208838105201721, 0.8211243152618408, 0.8207070231437683, 0.820943295955658, 0.8208028078079224, 0.8204603791236877, 0.8209810853004456, 0.820693850517273, 0.8207163214683533, 0.8205896615982056, 0.8209365010261536, 0.820368230342865, 0.8207099437713623, 0.8210346102714539]","[0.8211290836334229, 0.8211143612861633, 0.821099579334259, 0.8210848569869995, 0.82107013463974, 0.8210553526878357, 0.8210405707359314, 0.8210258483886719, 0.8210111260414124, 0.8209963440895081, 0.8209816217422485, 0.820966899394989, 0.8209521174430847, 0.8209373950958252, 0.8209226131439209, 0.8209078907966614, 0.8208931088447571, 0.8208783864974976, 0.820863664150238, 0.8208489418029785, 0.8208341598510742, 0.8208194375038147, 0.8208047151565552, 0.8207899332046509, 0.8207752108573914, 0.8207604289054871, 0.8207457065582275, 0.820730984210968, 0.8207162618637085, 0.820701539516449, 0.8206867575645447, 0.8206719756126404, 0.8206572532653809, 0.8206425309181213, 0.8206278085708618, 0.8206130862236023, 0.8205983638763428, 0.8205835819244385, 0.820568859577179, 0.8205540776252747, 0.8205393552780151, 0.8205246329307556, 0.8205099105834961, 0.8204951882362366, 0.820480465888977, 0.8204656839370728, 0.8204509019851685, 0.8204361796379089, 0.8204214572906494, 0.8204067349433899, 0.8203920125961304]"
12,1,"[0.8136160373687744, 0.8127555847167969, 0.8119048055013021, 0.8110628255208333, 0.8102290344238281, 0.8094032287597657, 0.8085846455891927, 0.8077721150716146, 0.8069644165039063, 0.8061616516113281, 0.8053636169433593, 0.8045704142252604, 0.8037799072265625, 0.8029938252766927, 0.8022115580240885, 0.8014324442545573, 0.8006571451822917, 0.7998846435546875, 0.7991141764322917, 0.7983444213867188, 0.7975775146484375, 0.7968119812011719, 0.7960484822591146, 0.7952857971191406, 0.7945242309570313, 0.7937641906738281, 0.7930049133300782, 0.7922461954752604, 0.7914885457356771, 0.7907311503092448, 0.7899736022949219, 0.7892168680826823, 0.7884595235188802, 0.7877019755045573, 0.7869447326660156, 0.7861866251627604, 0.7854280598958333, 0.7846687316894532, 0.7839087422688802, 0.7831480916341146, 0.7823863728841146, 0.7816238403320312, 0.7808612060546875, 0.7800978088378906, 0.7793332926432291, 0.7785676066080729, 0.777800801595052, 0.7770331319173177, 0.776263427734375, 0.7754915364583334, 0.7747189331054688]","[0.8136160373687744, 0.8135993480682373, 0.8135951161384583, 0.8136041164398193, 0.8135692477226257, 0.8133305311203003, 0.8134534955024719, 0.8134402632713318, 0.8132355213165283, 0.8136090040206909, 0.8135232925415039, 0.8131757974624634, 0.8133971691131592, 0.8134433627128601, 0.8135417699813843, 0.8135583996772766, 0.81358802318573, 0.8135475516319275, 0.8134830594062805, 0.8134150505065918, 0.8135613203048706, 0.813390851020813, 0.8135799765586853, 0.8132473230361938, 0.8114907741546631, 0.8130071759223938, 0.8114528059959412, 0.813551127910614, 0.81336510181427, 0.8135629892349243, 0.812879204750061, 0.8135396838188171, 0.8135893940925598, 0.8101889491081238, 0.8126941919326782, 0.8130514025688171, 0.8122929930686951, 0.8132966756820679, 0.8135471343994141, 0.8131207823753357, 0.8131414651870728, 0.8132216930389404, 0.813481330871582, 0.8129991292953491, 0.8134391903877258, 0.8118191361427307, 0.8127208948135376, 0.8131004571914673, 0.8108828067779541, 0.813107430934906, 0.8132401704788208]","[0.8136160373687744, 0.8136134147644043, 0.8136107921600342, 0.8136081099510193, 0.8136054873466492, 0.8136029243469238, 0.8136003017425537, 0.8135976195335388, 0.8135949969291687, 0.8135923743247986, 0.8135897517204285, 0.8135870695114136, 0.8135844469070435, 0.8135818243026733, 0.8135792016983032, 0.8135765790939331, 0.813573956489563, 0.8135713338851929, 0.8135687112808228, 0.8135660886764526, 0.8135634064674377, 0.8135607838630676, 0.8135581612586975, 0.8135555386543274, 0.8135529160499573, 0.8135502934455872, 0.813547670841217, 0.8135450482368469, 0.813542366027832, 0.8135397434234619, 0.8135371208190918, 0.8135344982147217, 0.8135318756103516, 0.8135292530059814, 0.8135266304016113, 0.8135240077972412, 0.8135213851928711, 0.8135187029838562, 0.8135160803794861, 0.813513457775116, 0.8135108351707458, 0.8135082125663757, 0.8135055899620056, 0.8135029673576355, 0.8135003447532654, 0.8134976625442505, 0.8134950399398804, 0.8134924173355103, 0.8134897947311401, 0.81348717212677, 0.8134844899177551]"
12,2,"[0.8130547404289246, 0.8123859151204427, 0.8117232767740885, 0.8110653686523438, 0.8104124959309896, 0.8097636922200521, 0.80911865234375, 0.8084762064615886, 0.807835693359375, 0.8071957397460937, 0.8065576680501302, 0.8059220377604167, 0.8052872721354166, 0.8046531677246094, 0.8040203348795573, 0.8033888244628906, 0.8027579243977865, 0.8021277872721354, 0.8014990743001302, 0.8008712259928386, 0.8002434794108073, 0.7996166483561198, 0.7989900716145834, 0.7983645629882813, 0.7977394612630209, 0.7971140034993489, 0.7964874267578125, 0.7958596801757812, 0.7952318827311198, 0.7946046956380208, 0.7939769999186198, 0.7933490498860677, 0.7927202351888021, 0.7920907592773437, 0.7914613342285156, 0.7908303833007813, 0.79019775390625, 0.789563242594401, 0.7889275105794271, 0.7882908630371094, 0.7876531982421875, 0.7870150248209635, 0.7863760375976563, 0.7857366943359375, 0.7850958251953125, 0.7844541422526041, 0.7838117472330729, 0.7831686401367187, 0.7825234985351562, 0.7818770345052083, 0.781229248046875]","[0.8130547404289246, 0.8130262494087219, 0.8130235075950623, 0.8129988312721252, 0.8130331635475159, 0.8130093216896057, 0.812805712223053, 0.813052773475647, 0.812745213508606, 0.8130270838737488, 0.8130279779434204, 0.8130022287368774, 0.8130015730857849, 0.8129271268844604, 0.8129540681838989, 0.812890350818634, 0.8129252195358276, 0.8130227327346802, 0.8128868937492371, 0.8129360675811768, 0.8130464553833008, 0.8129364252090454, 0.8120349049568176, 0.8125067353248596, 0.8127151131629944, 0.8116745948791504, 0.8124575614929199, 0.8130022883415222, 0.812909722328186, 0.812602698802948, 0.8125808238983154, 0.8125265836715698, 0.8128869533538818, 0.8130273818969727, 0.811118483543396, 0.8116101622581482, 0.8124825358390808, 0.8112987875938416, 0.8120211362838745, 0.8122847676277161, 0.8128946423530579, 0.8130545020103455, 0.8128439784049988, 0.8111192584037781, 0.8122846484184265, 0.8126140832901001, 0.8129026889801025, 0.8123577237129211, 0.8120514750480652, 0.8127734065055847, 0.8112668991088867]","[0.8130547404289246, 0.8130492568016052, 0.8130437731742859, 0.8130382895469666, 0.8130328059196472, 0.8130273818969727, 0.8130219578742981, 0.8130164742469788, 0.8130109906196594, 0.8130055069923401, 0.8130000233650208, 0.8129945397377014, 0.8129890561103821, 0.8129836320877075, 0.8129781484603882, 0.8129726648330688, 0.8129672408103943, 0.812961757183075, 0.8129562735557556, 0.8129507899284363, 0.8129453659057617, 0.8129398822784424, 0.812934398651123, 0.8129289150238037, 0.8129234313964844, 0.8129180073738098, 0.8129125237464905, 0.8129070997238159, 0.8129016160964966, 0.8128961324691772, 0.8128906488418579, 0.8128851652145386, 0.8128796815872192, 0.8128741979598999, 0.8128687739372253, 0.812863290309906, 0.8128578662872314, 0.8128523826599121, 0.8128468990325928, 0.8128414154052734, 0.8128359317779541, 0.8128305077552795, 0.8128250241279602, 0.8128195405006409, 0.8128140568733215, 0.8128085732460022, 0.8128031492233276, 0.8127976655960083, 0.8127922415733337, 0.8127867579460144, 0.8127812743186951]"
12,3,"[0.816125214099884, 0.8158338419596354, 0.815542704264323, 0.8152524312337239, 0.8149624633789062, 0.8146726989746094, 0.8143832906087239, 0.8140937296549479, 0.8138044738769531, 0.8135155741373697, 0.8132267761230468, 0.812939198811849, 0.8126521301269531, 0.8123652648925781, 0.8120786539713541, 0.8117921956380209, 0.811506093343099, 0.8112200419108073, 0.8109346008300782, 0.8106494140625, 0.8103643798828125, 0.810080057779948, 0.8097960917154948, 0.8095125325520833, 0.8092294311523438, 0.8089463806152344, 0.8086631266276042, 0.808380126953125, 0.8080971272786458, 0.8078144327799479, 0.8075321960449219, 0.8072500610351563, 0.8069680786132812, 0.8066865030924479, 0.8064051310221354, 0.8061237080891928, 0.8058423360188802, 0.8055607096354167, 0.8052793375651042, 0.80499755859375, 0.8047156778971354, 0.8044334411621094, 0.8041513061523438, 0.8038690694173177, 0.803586680094401, 0.8033037821451823, 0.8030206807454427, 0.802738037109375, 0.8024556477864583, 0.8021734619140625, 0.8018910725911458]","[0.816125214099884, 0.8161249160766602, 0.8161170482635498, 0.8161057829856873, 0.8161002993583679, 0.8160666227340698, 0.8160736560821533, 0.8161006569862366, 0.81607586145401, 0.8160988688468933, 0.816118597984314, 0.8161104321479797, 0.8159557580947876, 0.8160695433616638, 0.8159052729606628, 0.816110372543335, 0.8160131573677063, 0.8158971071243286, 0.8160628080368042, 0.8160693645477295, 0.8160471320152283, 0.815818190574646, 0.8159769177436829, 0.8159666061401367, 0.816121518611908, 0.8160715699195862, 0.8160874247550964, 0.8160631656646729, 0.8161115050315857, 0.8161211013793945, 0.8161198496818542, 0.8161137700080872, 0.8158732056617737, 0.8156659007072449, 0.8152814507484436, 0.8159528970718384, 0.8159279823303223, 0.8157224059104919, 0.8155173063278198, 0.8158382177352905, 0.8160001039505005, 0.815104603767395, 0.8160552382469177, 0.8157907128334045, 0.8156383037567139, 0.8159447908401489, 0.8158478736877441, 0.8152642250061035, 0.8157257437705994, 0.8159900903701782, 0.8149123787879944]","[0.816125214099884, 0.8161187767982483, 0.8161123991012573, 0.8161059617996216, 0.8160995244979858, 0.8160930871963501, 0.8160867094993591, 0.8160802721977234, 0.8160738348960876, 0.8160674571990967, 0.8160610795021057, 0.81605464220047, 0.8160482048988342, 0.8160417675971985, 0.8160353899002075, 0.8160289525985718, 0.816022515296936, 0.8160160779953003, 0.8160097002983093, 0.8160032629966736, 0.8159968256950378, 0.8159904479980469, 0.8159840703010559, 0.8159776329994202, 0.8159711956977844, 0.8159647583961487, 0.8159583806991577, 0.815951943397522, 0.8159455060958862, 0.8159391283988953, 0.8159326910972595, 0.8159262537956238, 0.815919816493988, 0.8159134387969971, 0.8159070611000061, 0.8159006237983704, 0.8158941864967346, 0.8158877491950989, 0.8158813714981079, 0.8158749341964722, 0.8158684968948364, 0.8158621191978455, 0.8158556818962097, 0.815849244594574, 0.815842866897583, 0.8158364295959473, 0.8158300518989563, 0.8158236145973206, 0.8158171772956848, 0.8158107995986938, 0.8158043622970581]"
12,4,"[0.8100058436393738, 0.8097517903645833, 0.8095005289713542, 0.8092521158854167, 0.8090062459309896, 0.8087630208333333, 0.8085220845540365, 0.8082832845052084, 0.8080465189615885, 0.8078114318847657, 0.8075780232747396, 0.8073463439941406, 0.8071158854166667, 0.8068868001302083, 0.8066587320963542, 0.8064322408040364, 0.8062063598632813, 0.805981699625651, 0.805758056640625, 0.8055354817708333, 0.8053135681152344, 0.805092519124349, 0.8048724365234375, 0.8046530151367187, 0.8044342549641927, 0.8042158508300781, 0.8039983113606771, 0.8037817891438802, 0.8035657246907552, 0.803350321451823, 0.803135274251302, 0.8029208374023438, 0.8027066040039063, 0.80249267578125, 0.802279052734375, 0.8020655822753906, 0.8018525187174479, 0.801639912923177, 0.8014273071289062, 0.8012150065104167, 0.8010029093424479, 0.800791015625, 0.8005789693196614, 0.8003672281901042, 0.8001556905110677, 0.7999443562825521, 0.7997328694661459, 0.7995216369628906, 0.7993106587727865, 0.7990997823079428, 0.7988886006673177]","[0.8100058436393738, 0.8099741339683533, 0.8098207116127014, 0.8099189400672913, 0.8099601864814758, 0.8099380135536194, 0.809651255607605, 0.8094773292541504, 0.8099198341369629, 0.8099176287651062, 0.8094931244850159, 0.809769332408905, 0.8099417090415955, 0.8098633885383606, 0.8095709085464478, 0.8099669218063354, 0.8098220825195312, 0.8097704648971558, 0.8095191121101379, 0.8092241287231445, 0.8092853426933289, 0.8095518946647644, 0.809447169303894, 0.8091160655021667, 0.8097489476203918, 0.8099273443222046, 0.8094847798347473, 0.8078502416610718, 0.8096194863319397, 0.8085700869560242, 0.8097533583641052, 0.8094054460525513, 0.8081464171409607, 0.8086556196212769, 0.8097670078277588, 0.8088228106498718, 0.8091315031051636, 0.808731198310852, 0.8096416592597961, 0.8058108687400818, 0.8094151616096497, 0.808129608631134, 0.8099848031997681, 0.8063635230064392, 0.8096856474876404, 0.8099570274353027, 0.8099973201751709, 0.807134211063385, 0.8081089854240417, 0.807478666305542, 0.809431254863739]","[0.8100058436393738, 0.8099974393844604, 0.8099889755249023, 0.809980571269989, 0.8099721670150757, 0.8099637627601624, 0.809955358505249, 0.8099469542503357, 0.8099385499954224, 0.8099300861358643, 0.8099216818809509, 0.8099132776260376, 0.8099048137664795, 0.8098964691162109, 0.8098880648612976, 0.8098796606063843, 0.8098711967468262, 0.8098627924919128, 0.8098543882369995, 0.8098459243774414, 0.8098375201225281, 0.8098291158676147, 0.8098207116127014, 0.8098123073577881, 0.8098039031028748, 0.8097954988479614, 0.8097870945930481, 0.80977863073349, 0.8097702264785767, 0.8097618222236633, 0.80975341796875, 0.8097450137138367, 0.8097366094589233, 0.80972820520401, 0.8097198009490967, 0.8097113370895386, 0.8097029328346252, 0.8096945285797119, 0.8096861243247986, 0.8096776604652405, 0.8096692562103271, 0.8096609115600586, 0.8096525073051453, 0.8096440434455872, 0.8096356391906738, 0.8096272349357605, 0.8096188306808472, 0.8096104264259338, 0.8096019625663757, 0.8095935583114624, 0.8095851540565491]"
12,5,"[0.8486960530281067, 0.8478343709309896, 0.8469809468587239, 0.8461353047688802, 0.8452967325846354, 0.8444644165039062, 0.8436382039388021, 0.8428179931640625, 0.8420036315917969, 0.8411946614583333, 0.840391591389974, 0.8395940653483073, 0.8388018290201823, 0.8380158996582031, 0.8372363789876303, 0.8364625040690105, 0.8356947835286458, 0.8349315897623698, 0.8341731262207032, 0.833418223063151, 0.8326668802897136, 0.8319188435872396, 0.8311758422851563, 0.8304376220703125, 0.8297029113769532, 0.82897216796875, 0.82824462890625, 0.8275209554036458, 0.8268017069498698, 0.8260856119791666, 0.8253724161783854, 0.8246620178222657, 0.8239539591471354, 0.8232498677571615, 0.8225479634602865, 0.8218485514322916, 0.8211522420247396, 0.8204581705729167, 0.8197663370768229, 0.8190774536132812, 0.8183915710449219, 0.8177088928222657, 0.8170276896158855, 0.8163491821289063, 0.815673116048177, 0.8149984232584635, 0.814325459798177, 0.8136544799804688, 0.8129856363932292, 0.8123184712727864, 0.811652577718099]","[0.8486960530281067, 0.8486908674240112, 0.8486574292182922, 0.8486343622207642, 0.8486873507499695, 0.8485384583473206, 0.8486412167549133, 0.848625898361206, 0.8486422896385193, 0.8486242890357971, 0.8485383987426758, 0.848646342754364, 0.8486726880073547, 0.848500669002533, 0.8486454486846924, 0.8486835956573486, 0.8486176133155823, 0.8486694693565369, 0.8486160039901733, 0.8483130931854248, 0.8486599326133728, 0.8484728932380676, 0.84865802526474, 0.848633348941803, 0.8480542898178101, 0.8485947847366333, 0.8486593961715698, 0.8478282690048218, 0.8479058742523193, 0.8484757542610168, 0.848476767539978, 0.8486889600753784, 0.8480784296989441, 0.8482061624526978, 0.847553551197052, 0.8485761284828186, 0.8479772210121155, 0.8483197689056396, 0.8479920625686646, 0.8484634160995483, 0.8483104705810547, 0.8482991456985474, 0.8486759066581726, 0.8483343124389648, 0.8485767841339111, 0.848484456539154, 0.8458711504936218, 0.8465096950531006, 0.8475720286369324, 0.847351610660553, 0.8485144972801208]","[0.8486960530281067, 0.8486810326576233, 0.8486660718917847, 0.8486510515213013, 0.8486360311508179, 0.8486210107803345, 0.8486059904098511, 0.8485909700393677, 0.8485759496688843, 0.8485609292984009, 0.8485459685325623, 0.8485309481620789, 0.8485159277915955, 0.8485009670257568, 0.8484859466552734, 0.8484708666801453, 0.8484559059143066, 0.8484408855438232, 0.8484258651733398, 0.8484109044075012, 0.8483958840370178, 0.8483808636665344, 0.8483659029006958, 0.8483508229255676, 0.8483358025550842, 0.8483208417892456, 0.8483058214187622, 0.8482908606529236, 0.8482758402824402, 0.8482608199119568, 0.8482458591461182, 0.8482308387756348, 0.8482158184051514, 0.848200798034668, 0.8481857776641846, 0.848170816898346, 0.8481557965278625, 0.8481408357620239, 0.8481258153915405, 0.8481107950210571, 0.8480957746505737, 0.8480807542800903, 0.8480657935142517, 0.8480507731437683, 0.8480358123779297, 0.8480207920074463, 0.8480058312416077, 0.8479907512664795, 0.8479757905006409, 0.8479607701301575, 0.8479458093643188]"
12,6,"[0.8151272535324097, 0.8150781758626302, 0.8150291442871094, 0.814980214436849, 0.8149313863118489, 0.8148825073242187, 0.8148336283365886, 0.8147848510742187, 0.8147361246744792, 0.8146875508626302, 0.8146390787760417, 0.8145906575520834, 0.8145424397786458, 0.8144941711425782, 0.814446055094401, 0.8143979899088541, 0.8143499247233073, 0.8143019104003906, 0.8142540486653645, 0.8142061360677083, 0.8141583251953125, 0.8141106669108072, 0.8140629069010417, 0.8140151977539063, 0.8139677937825521, 0.8139202880859375, 0.8138728841145834, 0.8138255310058594, 0.8137782287597656, 0.8137309773763021, 0.8136837768554688, 0.813636728922526, 0.8135897318522135, 0.8135427856445312, 0.8134960428873698, 0.8134493001302083, 0.8134026590983073, 0.813355967203776, 0.8133096313476562, 0.8132633463541666, 0.8132170104980468, 0.8131707255045573, 0.8131246439615886, 0.81307861328125, 0.8130325826009115, 0.8129865010579427, 0.8129405721028646, 0.8128946940104167, 0.8128488159179688, 0.8128030395507813, 0.8127574157714844]","[0.8151272535324097, 0.8151246905326843, 0.8150985240936279, 0.8151236772537231, 0.8150898218154907, 0.8150785565376282, 0.815098762512207, 0.8151081204414368, 0.8151191473007202, 0.8150879740715027, 0.8150098919868469, 0.8149192333221436, 0.8150694966316223, 0.8150553703308105, 0.8149810433387756, 0.8151127696037292, 0.8149689435958862, 0.8150156140327454, 0.8151182532310486, 0.8150736093521118, 0.8150599598884583, 0.8149455785751343, 0.815100908279419, 0.8149484992027283, 0.8149175643920898, 0.8149672150611877, 0.8149987459182739, 0.8150370717048645, 0.8150652050971985, 0.8142013549804688, 0.8150337934494019, 0.8150101900100708, 0.815098762512207, 0.8151045441627502, 0.8150420784950256, 0.8147600889205933, 0.8150876760482788, 0.8150984644889832, 0.814905047416687, 0.8150535225868225, 0.8151133060455322, 0.81502765417099, 0.8149844408035278, 0.8150877356529236, 0.813739538192749, 0.8151247501373291, 0.8150943517684937, 0.8144569993019104, 0.8150677680969238, 0.8144761323928833, 0.8147168159484863]","[0.8151272535324097, 0.8151248097419739, 0.8151223659515381, 0.8151199221611023, 0.8151174187660217, 0.8151150345802307, 0.8151125311851501, 0.8151100873947144, 0.8151076436042786, 0.8151051998138428, 0.8151026964187622, 0.8151003122329712, 0.8150978088378906, 0.8150953650474548, 0.815092921257019, 0.8150904774665833, 0.8150879740715027, 0.8150855898857117, 0.8150830864906311, 0.8150806427001953, 0.8150781989097595, 0.8150757551193237, 0.8150732517242432, 0.8150708675384521, 0.8150683641433716, 0.8150659203529358, 0.8150634765625, 0.8150610327720642, 0.8150585293769836, 0.8150561451911926, 0.8150536417961121, 0.8150511980056763, 0.8150487542152405, 0.8150463104248047, 0.8150438070297241, 0.8150414228439331, 0.8150389194488525, 0.8150364756584167, 0.815034031867981, 0.8150315880775452, 0.8150290846824646, 0.8150267004966736, 0.815024197101593, 0.8150217533111572, 0.8150193095207214, 0.8150168657302856, 0.8150143623352051, 0.8150119781494141, 0.8150094747543335, 0.8150070309638977, 0.8150045871734619]"
12,7,"[0.8090971112251282, 0.8089589945475261, 0.8088211059570313, 0.8086832682291667, 0.8085456848144531, 0.8084082539876302, 0.8082708231608073, 0.8081334431966146, 0.8079960123697917, 0.8078586832682292, 0.8077214050292969, 0.8075841267903646, 0.8074469502766927, 0.8073098754882813, 0.8071728006998697, 0.8070358276367188, 0.8068989054361979, 0.8067618306477865, 0.8066249593098959, 0.8064878336588541, 0.8063508097330729, 0.8062137858072916, 0.8060765584309896, 0.8059393310546875, 0.8058020528157552, 0.8056646728515625, 0.80552734375, 0.8053899637858073, 0.8052528381347657, 0.8051156616210937, 0.804978739420573, 0.8048416137695312, 0.8047046915690104, 0.8045675659179687, 0.8044304402669271, 0.8042934163411458, 0.8041562906901042, 0.8040192159016927, 0.8038821411132813, 0.8037450663248698, 0.8036078389485677, 0.8034706624348958, 0.8033334350585938, 0.8031962585449218, 0.8030589803059895, 0.8029217529296875, 0.8027843221028645, 0.8026467895507813, 0.8025093078613281, 0.8023716735839844, 0.8022340393066406]","[0.8090971112251282, 0.8090344071388245, 0.8090929388999939, 0.8090865015983582, 0.8090901374816895, 0.8090820908546448, 0.808992862701416, 0.8090968132019043, 0.8090886473655701, 0.8090176582336426, 0.8090406656265259, 0.8090789914131165, 0.8090112805366516, 0.8090860843658447, 0.8090376257896423, 0.809093177318573, 0.8085165619850159, 0.8085447549819946, 0.8090451955795288, 0.8089015483856201, 0.8088072538375854, 0.8079009652137756, 0.8089419007301331, 0.8086210489273071, 0.8087762594223022, 0.8088893294334412, 0.8090404272079468, 0.808438241481781, 0.8074942231178284, 0.8082330226898193, 0.8086617588996887, 0.8079795241355896, 0.808363676071167, 0.8080270886421204, 0.8086195588111877, 0.8083927631378174, 0.809058427810669, 0.8088442087173462, 0.8090940713882446, 0.8089576363563538, 0.8077194094657898, 0.807669460773468, 0.8085638284683228, 0.8067112565040588, 0.8087088465690613, 0.8089593648910522, 0.8089900016784668, 0.8088763952255249, 0.8082147240638733, 0.8068652153015137, 0.8088690638542175]","[0.8090971112251282, 0.8090920448303223, 0.8090869188308716, 0.8090818524360657, 0.8090767860412598, 0.8090717196464539, 0.809066653251648, 0.809061586856842, 0.8090565204620361, 0.8090514540672302, 0.8090463280677795, 0.8090412616729736, 0.8090361952781677, 0.8090311288833618, 0.8090260028839111, 0.8090209364891052, 0.8090158700942993, 0.8090108633041382, 0.8090057373046875, 0.8090006709098816, 0.8089956045150757, 0.8089905381202698, 0.8089854121208191, 0.8089803457260132, 0.8089752793312073, 0.8089702129364014, 0.8089651465415955, 0.8089600801467896, 0.8089550137519836, 0.8089499473571777, 0.808944821357727, 0.8089397549629211, 0.8089346885681152, 0.8089296221733093, 0.8089244961738586, 0.8089194297790527, 0.8089143633842468, 0.8089092969894409, 0.808904230594635, 0.8088991641998291, 0.8088940978050232, 0.8088890314102173, 0.8088839054107666, 0.8088788390159607, 0.8088737726211548, 0.8088687062263489, 0.808863639831543, 0.8088585138320923, 0.8088534474372864, 0.8088483810424805, 0.8088433742523193]"
12,8,"[0.8120238184928894, 0.8115670776367188, 0.8111113484700521, 0.8106578572591145, 0.8102067057291666, 0.8097571309407552, 0.8093083699544271, 0.8088612874348958, 0.8084161885579427, 0.8079727681477865, 0.8075311279296875, 0.8070909118652344, 0.8066520182291667, 0.8062149556477864, 0.8057803344726563, 0.8053478495279948, 0.8049171956380209, 0.8044883219401041, 0.8040609741210938, 0.8036343892415364, 0.803208974202474, 0.802784423828125, 0.80236083984375, 0.8019390869140625, 0.8015179951985677, 0.8010979207356771, 0.8006786600748698, 0.800260264078776, 0.7998427327473958, 0.7994261678059896, 0.7990104166666666, 0.7985948689778646, 0.798179677327474, 0.7977650960286459, 0.7973508707682292, 0.7969367980957032, 0.7965228271484375, 0.7961090596516928, 0.795696055094401, 0.7952834065755209, 0.7948708089192709, 0.7944581604003906, 0.7940459696451823, 0.793633778889974, 0.7932216389973958, 0.7928094482421875, 0.7923966979980469, 0.791983642578125, 0.7915704854329427, 0.7911574300130209, 0.7907441202799479]","[0.8120238184928894, 0.8120167255401611, 0.8120165467262268, 0.8120171427726746, 0.8120015263557434, 0.8120182752609253, 0.8120154738426208, 0.8119277954101562, 0.8119873404502869, 0.8119783401489258, 0.8120142221450806, 0.8119935393333435, 0.8119806051254272, 0.811874508857727, 0.811974287033081, 0.8120160698890686, 0.8120160698890686, 0.8119071125984192, 0.812006413936615, 0.8119833469390869, 0.8117626309394836, 0.8119762539863586, 0.8115730285644531, 0.8111692070960999, 0.8119181394577026, 0.8117432594299316, 0.8118661046028137, 0.8115350008010864, 0.8113515973091125, 0.8117895126342773, 0.8113110065460205, 0.8118606805801392, 0.8120111227035522, 0.8117507696151733, 0.8108081221580505, 0.8102172017097473, 0.8110630512237549, 0.8117532134056091, 0.8116704225540161, 0.8117396831512451, 0.8116068243980408, 0.8117928504943848, 0.8111353516578674, 0.8116452097892761, 0.8120150566101074, 0.811833381652832, 0.8110141158103943, 0.8118939995765686, 0.8119475841522217, 0.8114436864852905, 0.8115522861480713]","[0.8120238184928894, 0.8120224475860596, 0.8120211362838745, 0.8120198249816895, 0.8120184540748596, 0.8120170831680298, 0.8120157122612, 0.8120144009590149, 0.8120130896568298, 0.81201171875, 0.8120103478431702, 0.8120090365409851, 0.8120077252388, 0.8120063543319702, 0.8120049834251404, 0.8120036721229553, 0.8120023012161255, 0.8120009899139404, 0.8119996190071106, 0.8119983077049255, 0.8119969367980957, 0.8119956254959106, 0.8119942545890808, 0.811992883682251, 0.8119915723800659, 0.8119902014732361, 0.811988890171051, 0.8119875192642212, 0.8119862079620361, 0.8119848370552063, 0.8119835257530212, 0.8119821548461914, 0.8119808435440063, 0.8119794726371765, 0.8119781017303467, 0.8119767904281616, 0.8119754791259766, 0.8119741082191467, 0.8119727373123169, 0.8119714260101318, 0.8119701147079468, 0.8119687438011169, 0.8119673728942871, 0.8119660019874573, 0.811964750289917, 0.8119633793830872, 0.8119620084762573, 0.8119606375694275, 0.8119593262672424, 0.8119580149650574, 0.8119566440582275]"
