hidden_dim,iteration,losses,borne_timesteps,borne_lambda0
100,0,"[0.820139467716217, 0.8189021301269531, 0.8176619720458984, 0.8164208984375, 0.8151775360107422, 0.8139282989501954, 0.8126781463623047, 0.8114261627197266, 0.8101751708984375, 0.8089253234863282, 0.807681884765625, 0.8064360046386718, 0.8051952362060547, 0.8039519500732422, 0.8027133178710938, 0.8014788818359375, 0.8002509307861329, 0.7990233612060547, 0.7977976989746094, 0.796572036743164, 0.7953410339355469, 0.7941080474853516, 0.7928711700439454, 0.7916332244873047, 0.7903962707519532, 0.7891609191894531, 0.7879241180419921, 0.7866829681396484, 0.785442123413086, 0.7841954040527344, 0.7829462432861328, 0.7816960144042969, 0.780445327758789, 0.7791935729980469, 0.7779434967041016, 0.7766921997070313, 0.7754371643066407, 0.7741800689697266, 0.7729225921630859, 0.7716635131835937, 0.7704013061523437, 0.7691371154785156, 0.7678695678710937, 0.7666014099121093, 0.7653321838378906, 0.7640599060058594, 0.7627821350097657, 0.7614989471435547, 0.760208740234375, 0.7589170074462891, 0.7576235961914063, 0.7563272094726563, 0.7550346374511718, 0.7537380218505859, 0.7524408721923828, 0.7511393737792968, 0.7498307037353515, 0.7485238647460938, 0.7472161865234375, 0.7459072875976562, 0.7445987701416016, 0.7432907867431641, 0.741981201171875, 0.7406705474853515, 0.7393601226806641, 0.7380467987060547, 0.7367389678955079, 0.7354273986816406, 0.7341119384765625, 0.732796401977539, 0.7314794921875, 0.7301551818847656, 0.7288313293457032, 0.7275045776367187, 0.7261753082275391, 0.7248452758789062, 0.7235228729248047, 0.7222026062011718, 0.7208783721923828, 0.7195548248291016, 0.7182334899902344, 0.7169097137451171, 0.7155858612060547, 0.7142622375488281, 0.712939453125, 0.7116161346435547, 0.7102918243408203, 0.7089635467529297, 0.7076346588134765, 0.7063057708740235, 0.7049777221679687, 0.7036518096923828, 0.7023268127441407, 0.7010002899169921, 0.6996672058105469, 0.6983290863037109, 0.6969886016845703, 0.6956448364257812, 0.6943013763427734, 0.6929557800292969, 0.6916094970703125]","[0.820139467716217, 0.8201394081115723, 0.8201394081115723, 0.8201394081115723, 0.8201394081115723, 0.8201393485069275, 0.8201393485069275, 0.8201394081115723, 0.8201393485069275, 0.8201394081115723, 0.820139467716217, 0.8201393485069275, 0.8201394081115723, 0.8201393485069275, 0.8201393485069275, 0.8201392889022827, 0.8201388716697693, 0.8201391696929932, 0.8201390504837036, 0.8201391100883484, 0.8201394081115723, 0.8201390504837036, 0.8201387524604797, 0.8201372027397156, 0.8201388120651245, 0.8201318383216858, 0.8201355338096619, 0.8201354146003723, 0.8201351165771484, 0.820130467414856, 0.8201366662979126, 0.8201393485069275, 0.8201302289962769, 0.8201388716697693, 0.8201393485069275, 0.8201393485069275, 0.8201392292976379, 0.8201322555541992, 0.8201393485069275, 0.8201356530189514, 0.820139467716217, 0.8201348185539246, 0.8201393485069275, 0.8201393485069275, 0.8201390504837036, 0.8201387524604797, 0.8201148509979248, 0.8201370239257812, 0.8201393485069275, 0.820131778717041, 0.8201394081115723, 0.8201392889022827, 0.8201394081115723, 0.820139467716217, 0.8201392889022827, 0.8201391696929932, 0.8201394081115723, 0.8201389312744141, 0.8201389908790588, 0.8201389908790588, 0.8201391696929932, 0.8201379776000977, 0.8201391100883484, 0.820138692855835, 0.8201390504837036, 0.8201367855072021, 0.8201385736465454, 0.8201377391815186, 0.8201389312744141, 0.8201382756233215, 0.8201390504837036, 0.8201385140419006, 0.8201373219490051, 0.8201393485069275, 0.8201388716697693, 0.8201393485069275, 0.8201392889022827, 0.820139467716217, 0.820139467716217, 0.820139467716217, 0.820139467716217, 0.8201394081115723, 0.8201390504837036, 0.8201392889022827, 0.8201394081115723, 0.8201392292976379, 0.8201391696929932, 0.8201392889022827, 0.8201387524604797, 0.8201394081115723, 0.820139467716217, 0.8201393485069275, 0.8201393485069275, 0.8201394081115723, 0.8201392889022827, 0.8201394081115723, 0.8201393485069275, 0.8201394081115723, 0.8201394081115723, 0.820139467716217, 0.820139467716217]","[0.820139467716217, 0.8201394081115723, 0.8201393485069275, 0.8201393485069275, 0.8201392889022827, 0.8201392292976379, 0.8201391696929932, 0.8201391100883484, 0.8201391100883484, 0.8201390504837036, 0.8201390504837036, 0.8201389908790588, 0.8201389312744141, 0.8201388716697693, 0.8201388120651245, 0.8201388120651245, 0.8201387524604797, 0.820138692855835, 0.8201386332511902, 0.8201385736465454, 0.8201385140419006, 0.8201385140419006, 0.8201384544372559, 0.8201383948326111, 0.8201383948326111, 0.8201383352279663, 0.8201382756233215, 0.8201382160186768, 0.8201382160186768, 0.820138156414032, 0.8201380968093872, 0.8201380372047424, 0.8201379776000977, 0.8201379776000977, 0.8201379179954529, 0.8201378583908081, 0.8201377987861633, 0.8201377391815186, 0.8201376795768738, 0.8201376795768738, 0.8201376795768738, 0.820137619972229, 0.8201375603675842, 0.8201375007629395, 0.8201374411582947, 0.8201374411582947, 0.8201373815536499, 0.8201373219490051, 0.8201372623443604, 0.8201372027397156, 0.8201371431350708, 0.8201371431350708, 0.820137083530426, 0.8201370239257812, 0.8201369643211365, 0.8201369643211365, 0.8201369047164917, 0.8201369047164917, 0.8201368451118469, 0.8201367855072021, 0.8201367259025574, 0.8201366662979126, 0.8201366066932678, 0.8201366066932678, 0.820136547088623, 0.8201364874839783, 0.8201364278793335, 0.8201363682746887, 0.8201363682746887, 0.820136308670044, 0.8201362490653992, 0.8201362490653992, 0.8201361894607544, 0.8201361298561096, 0.8201360702514648, 0.8201360702514648, 0.8201360106468201, 0.8201359510421753, 0.8201358914375305, 0.8201358318328857, 0.820135772228241, 0.820135772228241, 0.8201357126235962, 0.8201356530189514, 0.8201355934143066, 0.8201355338096619, 0.8201355338096619, 0.8201355338096619, 0.8201354742050171, 0.8201354146003723, 0.8201353549957275, 0.8201352953910828, 0.820135235786438, 0.820135235786438, 0.8201351761817932, 0.8201351165771484, 0.8201350569725037, 0.8201349973678589, 0.8201349973678589, 0.8201349377632141, 0.8201348781585693]"
100,1,"[0.821605384349823, 0.8203871917724609, 0.8191631317138672, 0.8179345703125, 0.8166956329345703, 0.8154506683349609, 0.8142022705078125, 0.812950668334961, 0.8116915893554687, 0.8104286193847656, 0.8091578674316406, 0.8078814697265625, 0.806597900390625, 0.805311050415039, 0.8040162658691407, 0.8027194213867187, 0.8014133453369141, 0.8001024627685547, 0.7987888336181641, 0.7974749755859375, 0.7961592102050781, 0.7948395538330079, 0.7935203552246094, 0.7921959686279297, 0.7908676147460938, 0.789537353515625, 0.7882034301757812, 0.7868677520751953, 0.7855259704589844, 0.784178466796875, 0.7828215026855468, 0.7814594268798828, 0.7800923919677735, 0.7787220001220703, 0.7773483276367188, 0.7759680938720703, 0.7745806121826172, 0.7731897735595703, 0.771791763305664, 0.7703905487060547, 0.7689856719970704, 0.7675801849365235, 0.7661740112304688, 0.7647651672363281, 0.7633534240722656, 0.7619393920898437, 0.7605221557617188, 0.7591011047363281, 0.7576822662353515, 0.7562642669677735, 0.7548410034179688, 0.7534196472167969, 0.7519989013671875, 0.7505754089355469, 0.7491470336914062, 0.7477167510986328, 0.7462815856933593, 0.7448439025878906, 0.7434030151367188, 0.7419583129882813, 0.7405130767822266, 0.7390642547607422, 0.7376163482666016, 0.7361690521240234, 0.7347196960449218, 0.7332656097412109, 0.7318107604980468, 0.7303556060791015, 0.7289015197753906, 0.7274451446533203, 0.7259846496582031, 0.7245196533203125, 0.7230546569824219, 0.7215869140625, 0.7201172637939454, 0.7186494445800782, 0.7171834564208984, 0.7157201385498047, 0.7142589569091797, 0.7127952575683594, 0.7113296508789062, 0.7098658752441406, 0.7083999633789062, 0.7069348907470703, 0.7054679107666015, 0.7039986419677734, 0.702527847290039, 0.7010580444335938, 0.6995901489257812, 0.6981178283691406, 0.6966454315185547, 0.6951686096191406, 0.6936891937255859, 0.6922108459472657, 0.6907319641113281, 0.6892547607421875, 0.687776870727539, 0.686298828125, 0.6848200225830078, 0.6833394622802734, 0.6818606567382812]","[0.821605384349823, 0.8216052651405334, 0.8216047883033752, 0.82160484790802, 0.8216041922569275, 0.8216051459312439, 0.8216049075126648, 0.8216049075126648, 0.821605384349823, 0.821605384349823, 0.821605384349823, 0.821605384349823, 0.821605384349823, 0.8216049075126648, 0.8216050267219543, 0.8216047883033752, 0.8216032385826111, 0.8216049075126648, 0.8216053247451782, 0.8216049671173096, 0.8216052055358887, 0.8216052651405334, 0.8216047286987305, 0.8216034173965454, 0.8216046690940857, 0.8216051459312439, 0.8216009736061096, 0.8216037154197693, 0.821603536605835, 0.8216052651405334, 0.8216031193733215, 0.821604311466217, 0.8216031789779663, 0.8216041922569275, 0.8216052651405334, 0.8216052651405334, 0.8216031789779663, 0.8215907216072083, 0.8216049671173096, 0.8216047883033752, 0.8215964436531067, 0.8216052651405334, 0.8216046690940857, 0.8216049671173096, 0.8216042518615723, 0.8216052651405334, 0.8216053247451782, 0.821605384349823, 0.821605384349823, 0.8216053247451782, 0.821605384349823, 0.8216052651405334, 0.82160484790802, 0.821605384349823, 0.82160484790802, 0.8216052651405334, 0.8216041326522827, 0.8216052651405334, 0.8216040134429932, 0.8216051459312439, 0.8216051459312439, 0.8216049671173096, 0.8216044306755066, 0.8216052651405334, 0.8216052055358887, 0.8216053247451782, 0.821605384349823, 0.821605384349823, 0.821605384349823, 0.8216052055358887, 0.8216050267219543, 0.8216052651405334, 0.8216049671173096, 0.8216049671173096, 0.8216044902801514, 0.8216046690940857, 0.8216027021408081, 0.8216050267219543, 0.8216043710708618, 0.8216052651405334, 0.8216041922569275, 0.8216049075126648, 0.8216044306755066, 0.8216050267219543, 0.8216049671173096, 0.8216038346290588, 0.8216036558151245, 0.8216050863265991, 0.8216050267219543, 0.8216041326522827, 0.8216050267219543, 0.821605384349823, 0.821605384349823, 0.821605384349823, 0.821605384349823, 0.8216053247451782, 0.8216052651405334, 0.8216052651405334, 0.8216052055358887, 0.8216052055358887, 0.8216049075126648]","[0.821605384349823, 0.8216052055358887, 0.8216049671173096, 0.8216047286987305, 0.8216044902801514, 0.821604311466217, 0.8216041326522827, 0.8216038942337036, 0.8216036558151245, 0.8216034770011902, 0.8216032385826111, 0.8216030597686768, 0.8216027617454529, 0.8216025829315186, 0.8216024041175842, 0.8216021656990051, 0.821601927280426, 0.8216017484664917, 0.8216015100479126, 0.8216013312339783, 0.8216010928153992, 0.8216008543968201, 0.8216006755828857, 0.8216004371643066, 0.8216002583503723, 0.8216000199317932, 0.8215997815132141, 0.8215996026992798, 0.8215993642807007, 0.8215991854667664, 0.8215989470481873, 0.8215987086296082, 0.8215985298156738, 0.8215983510017395, 0.8215981125831604, 0.8215978741645813, 0.8215976357460022, 0.8215974569320679, 0.8215972781181335, 0.8215970396995544, 0.8215968012809753, 0.821596622467041, 0.8215963840484619, 0.8215962052345276, 0.8215959072113037, 0.8215957283973694, 0.8215955495834351, 0.821595311164856, 0.8215950727462769, 0.8215948939323425, 0.8215946555137634, 0.8215944766998291, 0.82159423828125, 0.8215939998626709, 0.8215938210487366, 0.8215935826301575, 0.8215934038162231, 0.821593165397644, 0.8215929269790649, 0.8215927481651306, 0.8215925097465515, 0.8215923309326172, 0.8215920925140381, 0.821591854095459, 0.8215916752815247, 0.8215914964675903, 0.8215912580490112, 0.8215910196304321, 0.821590781211853, 0.8215906023979187, 0.8215904235839844, 0.8215901255607605, 0.8215899467468262, 0.8215897679328918, 0.8215895295143127, 0.8215893507003784, 0.8215890526771545, 0.8215888738632202, 0.8215886950492859, 0.8215884566307068, 0.8215882182121277, 0.8215880393981934, 0.8215878009796143, 0.8215876221656799, 0.8215873837471008, 0.8215871453285217, 0.8215869665145874, 0.8215867280960083, 0.821586549282074, 0.8215863108634949, 0.8215860724449158, 0.8215858936309814, 0.8215856552124023, 0.821585476398468, 0.8215852379798889, 0.8215849995613098, 0.8215848207473755, 0.8215846419334412, 0.8215844035148621, 0.821584165096283, 0.8215839266777039]"
100,2,"[0.8241702318191528, 0.8224833679199218, 0.8208074188232422, 0.8191366577148438, 0.8174643707275391, 0.8158028411865235, 0.81415283203125, 0.8125131225585938, 0.8108908081054688, 0.8092782592773438, 0.8076729583740234, 0.8060757446289063, 0.8044859313964844, 0.8028964233398438, 0.8013097381591797, 0.7997288513183594, 0.7981538391113281, 0.796582260131836, 0.7950117492675781, 0.7934443664550781, 0.7918931579589844, 0.790350341796875, 0.7888143920898437, 0.7872858428955078, 0.7857679748535156, 0.7842568206787109, 0.7827473449707031, 0.7812364196777344, 0.7797315979003906, 0.7782365417480469, 0.7767530059814454, 0.7752716827392578, 0.7737887573242187, 0.7723087310791016, 0.7708313751220703, 0.769355697631836, 0.7678848266601562, 0.7664167022705078, 0.7649525451660156, 0.7634879302978516, 0.76202392578125, 0.7605655670166016, 0.7591114807128906, 0.7576601409912109, 0.7562120819091797, 0.7547702026367188, 0.7533275604248046, 0.7518877410888671, 0.7504526519775391, 0.749017333984375, 0.7475881195068359, 0.7461654663085937, 0.7447422027587891, 0.7433206176757813, 0.7419034576416016, 0.7404903411865235, 0.7390769958496094, 0.7376673126220703, 0.7362606811523438, 0.734857177734375, 0.7334555053710937, 0.7320528411865235, 0.730649642944336, 0.729245376586914, 0.7278422546386719, 0.7264375305175781, 0.7250334930419922, 0.7236328125, 0.7222309112548828, 0.7208284759521484, 0.7194273376464844, 0.7180290985107421, 0.7166306304931641, 0.7152313232421875, 0.7138345336914063, 0.7124370574951172, 0.7110398864746094, 0.7096419525146485, 0.7082459259033204, 0.7068474578857422, 0.7054460906982422, 0.7040426635742187, 0.7026412200927734, 0.7012431335449218, 0.6998492431640625, 0.6984553527832031, 0.6970648956298828, 0.6956737518310547, 0.6942826843261719, 0.692891845703125, 0.6915052032470703, 0.6901188659667968, 0.6887330627441406, 0.6873483276367187, 0.6859620666503906, 0.6845769500732422, 0.683189926147461, 0.6818016052246094, 0.6804136657714843, 0.6790253448486329, 0.6776358795166015]","[0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241701722145081, 0.8241701722145081, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241701722145081, 0.8241701722145081, 0.8241698145866394, 0.8241701126098633, 0.8241698145866394, 0.8241701126098633, 0.8241702318191528, 0.8241701722145081, 0.8241701722145081, 0.8241701722145081, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241701722145081, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241701126098633, 0.8241701722145081, 0.8241699934005737, 0.8241699934005737, 0.8241690397262573, 0.8241672515869141, 0.8241698145866394, 0.8241693377494812, 0.8241699934005737, 0.8241701722145081, 0.8241702318191528, 0.8241699934005737, 0.8241698145866394, 0.8241701126098633, 0.8241701126098633, 0.8241701722145081, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241701722145081, 0.8241697549819946, 0.8241696953773499, 0.8241701126098633, 0.8241686224937439, 0.8241695165634155, 0.8241693377494812, 0.8241698145866394, 0.8241702318191528, 0.8241699934005737, 0.8241698145866394, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701722145081, 0.8241701722145081, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241701722145081, 0.8241701722145081, 0.8241701722145081, 0.8241700530052185, 0.8241701126098633, 0.8241699934005737, 0.8241699934005737, 0.824169397354126, 0.8241701126098633, 0.8241687417030334, 0.8241698145866394, 0.8241702318191528, 0.8241700530052185, 0.8241701126098633, 0.8241700530052185, 0.8241701722145081, 0.824169933795929, 0.8241698145866394, 0.8241701126098633, 0.8241668343544006, 0.824169397354126, 0.8241700530052185, 0.8241679668426514, 0.8241691589355469, 0.8241657614707947, 0.8241698145866394, 0.8241698145866394]","[0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241702318191528, 0.8241701722145081, 0.8241701722145081, 0.8241701722145081, 0.8241701722145081, 0.8241701722145081, 0.8241701722145081, 0.8241701722145081, 0.8241701722145081, 0.8241701722145081, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241701126098633, 0.8241700530052185, 0.8241700530052185, 0.8241700530052185, 0.8241700530052185, 0.8241700530052185, 0.8241700530052185, 0.8241700530052185, 0.8241700530052185, 0.8241699934005737, 0.8241699934005737, 0.8241699934005737, 0.8241699934005737, 0.8241699934005737, 0.8241699934005737, 0.8241699934005737, 0.8241699934005737, 0.8241699934005737, 0.824169933795929, 0.824169933795929, 0.824169933795929, 0.824169933795929, 0.824169933795929, 0.824169933795929, 0.824169933795929, 0.824169933795929, 0.824169933795929, 0.8241698741912842, 0.8241698741912842, 0.8241698741912842, 0.8241698741912842, 0.8241698741912842, 0.8241698741912842, 0.8241698741912842, 0.8241698741912842, 0.8241698741912842, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241698145866394, 0.8241697549819946, 0.8241697549819946, 0.8241697549819946, 0.8241697549819946, 0.8241697549819946, 0.8241697549819946, 0.8241697549819946, 0.8241697549819946, 0.8241697549819946, 0.8241696953773499, 0.8241696953773499, 0.8241696953773499, 0.8241696953773499, 0.8241696953773499, 0.8241696953773499, 0.8241696953773499]"
100,3,"[0.8132069110870361, 0.8123772430419922, 0.8115451812744141, 0.8107093048095703, 0.8098696136474609, 0.8090265655517578, 0.8081817626953125, 0.8073329162597657, 0.8064806365966797, 0.8056244659423828, 0.8047637939453125, 0.8038993835449219, 0.80303466796875, 0.8021685791015625, 0.8013011932373046, 0.8004318237304687, 0.7995618438720703, 0.7986900329589843, 0.7978141784667969, 0.7969342041015625, 0.7960519409179687, 0.7951641845703125, 0.7942717742919921, 0.7933786010742188, 0.7924815368652344, 0.7915798950195313, 0.7906726837158203, 0.7897604370117187, 0.7888417053222656, 0.7879138946533203, 0.7869776916503907, 0.7860373687744141, 0.785093765258789, 0.7841477966308594, 0.7832007598876953, 0.782249526977539, 0.7812905883789063, 0.7803269958496094, 0.7793596649169922, 0.7783940124511719, 0.7774269104003906, 0.7764566040039063, 0.7754817199707031, 0.7745030212402344, 0.7735262298583985, 0.7725462341308593, 0.771566162109375, 0.7705836486816406, 0.769598617553711, 0.7686129760742187, 0.767625961303711, 0.766634750366211, 0.7656407928466797, 0.7646438598632812, 0.7636443328857422, 0.7626433563232422, 0.7616416168212891, 0.7606370544433594, 0.7596315002441406, 0.758624267578125, 0.7576129913330079, 0.756598892211914, 0.7555841064453125, 0.7545658111572265, 0.7535443878173829, 0.7525209045410156, 0.7515000152587891, 0.7504793548583985, 0.7494549560546875, 0.7484297180175781, 0.7474032592773437, 0.7463738250732422, 0.7453379821777344, 0.7442984771728516, 0.7432560729980469, 0.7422076416015625, 0.7411603546142578, 0.7401114654541016, 0.7390606689453125, 0.7380078125, 0.7369538116455078, 0.7358988189697265, 0.73484130859375, 0.7337818145751953, 0.7327210235595704, 0.7316606140136719, 0.7305982971191406, 0.7295276641845703, 0.728458251953125, 0.727387924194336, 0.7263130950927734, 0.7252342987060547, 0.7241539001464844, 0.723072280883789, 0.7219899749755859, 0.7209028625488281, 0.7198118591308593, 0.7187197875976562, 0.717627944946289, 0.7165361022949219, 0.7154421997070313]","[0.8132069110870361, 0.8132069110870361, 0.813206672668457, 0.8132067918777466, 0.8132068514823914, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132067918777466, 0.8132068514823914, 0.8132067918777466, 0.8132068514823914, 0.8132067918777466, 0.8132067918777466, 0.8132067918777466, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132068514823914, 0.813206672668457, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132067918777466, 0.8132068514823914, 0.8132069110870361, 0.8132067322731018, 0.8132067918777466, 0.813206672668457, 0.8132065534591675, 0.8132068514823914, 0.8132067322731018, 0.8132069110870361, 0.8132069110870361, 0.8132067918777466, 0.8132067322731018, 0.8132068514823914, 0.8132064342498779, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132068514823914, 0.8132067918777466, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132068514823914, 0.8132068514823914, 0.8132068514823914, 0.8132068514823914, 0.8132067918777466, 0.8132067918777466, 0.8132066130638123, 0.8132065534591675, 0.8132062554359436, 0.8132065534591675, 0.813206672668457, 0.8132068514823914, 0.8132051825523376, 0.8132068514823914, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132067918777466, 0.813206672668457, 0.8132035136222839, 0.813206136226654, 0.8132048845291138, 0.813206136226654, 0.8132067322731018, 0.8132067918777466, 0.8132057189941406, 0.8132055401802063, 0.813206136226654, 0.8132056593894958, 0.8132064938545227, 0.813206672668457, 0.813206672668457, 0.8132067918777466, 0.8132069110870361, 0.8132069110870361, 0.8132069110870361, 0.8132068514823914, 0.8132068514823914, 0.8132052421569824, 0.8132065534591675, 0.8132055997848511, 0.8132041692733765, 0.8132049441337585, 0.8132064342498779, 0.8132047057151794, 0.8132021427154541]","[0.8132069110870361, 0.8132068514823914, 0.8132067918777466, 0.8132067918777466, 0.8132067322731018, 0.813206672668457, 0.8132066130638123, 0.8132066130638123, 0.8132065534591675, 0.8132064938545227, 0.8132064938545227, 0.8132064342498779, 0.8132063746452332, 0.8132063150405884, 0.8132062554359436, 0.8132062554359436, 0.8132061958312988, 0.813206136226654, 0.8132060766220093, 0.8132060766220093, 0.8132060170173645, 0.8132060170173645, 0.8132059574127197, 0.813205897808075, 0.8132058382034302, 0.8132057785987854, 0.8132057189941406, 0.8132057189941406, 0.8132056593894958, 0.8132055997848511, 0.8132055401802063, 0.8132055401802063, 0.8132054805755615, 0.8132054805755615, 0.8132054209709167, 0.813205361366272, 0.8132053017616272, 0.8132052421569824, 0.8132052421569824, 0.8132051825523376, 0.8132051229476929, 0.8132050633430481, 0.8132050037384033, 0.8132050037384033, 0.8132049441337585, 0.8132049441337585, 0.8132048845291138, 0.813204824924469, 0.8132047653198242, 0.8132047057151794, 0.8132047057151794, 0.8132046461105347, 0.8132045865058899, 0.8132045269012451, 0.8132044672966003, 0.8132044672966003, 0.8132044672966003, 0.8132044076919556, 0.8132043480873108, 0.813204288482666, 0.8132042288780212, 0.8132041692733765, 0.8132041692733765, 0.8132041096687317, 0.8132040500640869, 0.8132039904594421, 0.8132039308547974, 0.8132039308547974, 0.8132039308547974, 0.8132038712501526, 0.8132038116455078, 0.813203752040863, 0.8132036924362183, 0.8132036924362183, 0.8132036328315735, 0.8132035732269287, 0.8132035136222839, 0.8132034540176392, 0.8132033944129944, 0.8132033944129944, 0.8132033944129944, 0.8132033348083496, 0.8132032752037048, 0.8132032155990601, 0.8132031559944153, 0.8132031559944153, 0.8132030963897705, 0.8132030367851257, 0.813202977180481, 0.8132029175758362, 0.8132029175758362, 0.8132029175758362, 0.8132028579711914, 0.8132027983665466, 0.8132027387619019, 0.8132026791572571, 0.8132026195526123, 0.8132026195526123, 0.8132025599479675, 0.8132025003433228, 0.813202440738678]"
