hidden_dim,iteration,losses,borne_finie,borne_infinie
64,0,"[0.13120020925998688, 0.08871855586767197, 0.06537067145109177, 0.05122186616063118, 0.0420784130692482, 0.03591667488217354, 0.03166874498128891, 0.028710249811410904, 0.026643099263310432, 0.025186214596033096, 0.024148203432559967, 0.023398280143737793, 0.022846665233373642, 0.022426988929510117, 0.022096693515777588, 0.02182777412235737, 0.02159970998764038, 0.02139991708099842, 0.02121901512145996, 0.021051516756415367, 0.02089410461485386, 0.02074418030679226, 0.020600909367203712, 0.020462851971387863, 0.020328626036643982, 0.020197726786136627, 0.02007059007883072, 0.01994597539305687, 0.01982339285314083, 0.019703030586242676, 0.019584953784942627, 0.019468868151307106, 0.019354628399014473, 0.0192426647990942, 0.01913183368742466, 0.019022807478904724, 0.018915556371212006, 0.01881084218621254, 0.018708663061261177, 0.018608348444104195, 0.018509676679968834, 0.018412621691823006, 0.018317054957151413, 0.01822253316640854, 0.018129726871848106, 0.018039101734757423, 0.01794927380979061, 0.017860572785139084, 0.017773013561964035, 0.017686432227492332, 0.017600512132048607]","[0.13120020925998688, 0.1302085865562629, 0.12934228082085264, 0.12839953617273703, 0.12749073273648412, 0.12662650109271764, 0.12577008456874023, 0.12494281416448187, 0.12407738602605849, 0.1233901243175063, 0.12271981183772823, 0.12176257312870213, 0.12091865604637941, 0.11984533577911462, 0.11886609069044939, 0.11787072086733669, 0.11639833640043178, 0.11581843902567564, 0.11531699958014699, 0.11421393332922197, 0.11282900173934379, 0.11200036915166688, 0.11145541714669172, 0.11080472948913417, 0.10949939936754638, 0.10865735174769699, 0.10740028678968669, 0.10663464876956723, 0.10583917880031614, 0.10615230842479248, 0.10582376084887667, 0.10539594993823213, 0.10317326243178283, 0.10183259038386265, 0.10170160877366337, 0.10132865318714059, 0.10071416180719464, 0.10037454553161794, 0.09979316766392557, 0.0991817522046304, 0.09862004988696363, 0.09831740433697553, 0.09750117329778883, 0.09726589948150878, 0.09620005496338876, 0.09580779126629656, 0.09569012791071961, 0.09589073924432895, 0.09512459493788865, 0.09418972437261795, 0.09325848103665078]","[0.13120020925998688, 0.1302285702121156, 0.12926412690306724, 0.12830682604282911, 0.12735661473604226, 0.12641344047907882, 0.12547725115714087, 0.12454799504138091, 0.12362562078604357, 0.1227100774256285, 0.12180131437207437, 0.12089928141196349, 0.12000392870374745, 0.119115206774993, 0.1182330665196486, 0.11735745919533093, 0.11648833642063183, 0.1156256501724448, 0.11476935278331163, 0.11391939693878854, 0.11307573567483176, 0.11223832237520263, 0.1114071107688918, 0.11058205492756251, 0.10976310926301291, 0.10895022852465704, 0.10814336779702448, 0.1073424824972787, 0.10654752837275351, 0.10575846149850796, 0.10497523827489927, 0.10419781542517374, 0.10342614999307555, 0.10266019934047309, 0.10189992114500322, 0.10114527339773255, 0.10039621440083639, 0.09965270276529466, 0.09891469740860503, 0.09818215755251289, 0.09745504272075806, 0.09673331273683851, 0.09601692772179021, 0.09530584809198372, 0.09460003455693701, 0.09389944811714446, 0.09320405006192195, 0.09251380196726794, 0.09182866569374036, 0.09114860338434914, 0.09047357746246461]"
64,1,"[0.045081138610839844, 0.037273108959198, 0.03190768510103226, 0.028173668310046196, 0.0255731251090765, 0.023755140602588654, 0.022483937442302704, 0.02157639153301716, 0.020916815847158432, 0.020424064248800278, 0.020042719319462776, 0.01973596215248108, 0.01947842352092266, 0.019254807382822037, 0.019055034965276718, 0.018872985616326332, 0.0187038816511631, 0.018545277416706085, 0.018395017832517624, 0.018252087756991386, 0.018114926293492317, 0.017983075231313705, 0.01785578951239586, 0.01773293875157833, 0.01761404238641262, 0.017498504370450974, 0.017386361956596375, 0.017277484759688377, 0.017171330749988556, 0.01706767827272415, 0.016966648399829865, 0.016868023201823235, 0.01677161641418934, 0.016677498817443848, 0.01658545434474945, 0.016495702788233757, 0.016408083960413933, 0.016322465613484383, 0.016238616779446602, 0.016156485304236412, 0.016075793653726578, 0.015996616333723068, 0.015919046476483345, 0.015842847526073456, 0.015768026933073997, 0.015694506466388702, 0.015622313134372234, 0.015551397576928139, 0.01548184733837843, 0.01541337464004755, 0.015346009284257889]","[0.045081138610839844, 0.04459080206791542, 0.044095445390162975, 0.04364744074654558, 0.04320999821372669, 0.042641096249555865, 0.04205987499383152, 0.041438667692606526, 0.04111264472939357, 0.04069403195518149, 0.04002791405530402, 0.03966856417105755, 0.03918773786305004, 0.03885959574272638, 0.03819607110938352, 0.037873116560805366, 0.0372502662472799, 0.036547892776782234, 0.03578359712216782, 0.03597970562950469, 0.036123121725245205, 0.03536411133660383, 0.03482083055087211, 0.034570148093195724, 0.03427669351176098, 0.033217791661000175, 0.033375039062283215, 0.033302941744331925, 0.0332262176918251, 0.032840382014875706, 0.03282578857225464, 0.03187358935933707, 0.03100286355580502, 0.030276717989240445, 0.029915161051765053, 0.029171243759712147, 0.028647731622253796, 0.02864108273456824, 0.02868891317623302, 0.02852572243461987, 0.028305985992331646, 0.027188442247362214, 0.027377292079314528, 0.027822721871852637, 0.02743165176897889, 0.027086968184488133, 0.02639691141453265, 0.025467379918161247, 0.024295892537771438, 0.023939431116642696, 0.023341256809201502]","[0.045081138610839844, 0.044620045709297465, 0.04416366889679818, 0.04371195993686776, 0.043264871086397864, 0.042822355090599847, 0.04238436517801022, 0.04195085505554713, 0.04152177890361749, 0.041097091371274055, 0.040676747571422096, 0.04026070307607512, 0.03984891391165904, 0.039441336554364395, 0.039037927925546216, 0.03863864538717075, 0.03824344673730892, 0.03785229020567583, 0.037465134449215794, 0.03708193854773272, 0.03670266199956499, 0.03632726471730471, 0.03595570702356064, 0.035587949646764594, 0.0352239537170206, 0.03486368076199656, 0.03450709270285799, 0.034154151850243265, 0.03380482090028005, 0.03345906293064256, 0.03311684139664898, 0.03277812012739896, 0.03244286332195055, 0.03211103554553622, 0.03178260172581763, 0.03145752714917862, 0.031135777457056268, 0.0308173186423093, 0.03050211704562377, 0.030190139351955442, 0.02988135258700859, 0.02957572411375078, 0.029273221628963335, 0.028973813159827066, 0.028677467060542892, 0.028384152008987112, 0.02809383700340079, 0.027806491359113047, 0.02752208470529789, 0.027240586981764132, 0.026961968435778274]"
64,2,"[0.07492321729660034, 0.04060067981481552, 0.029399199411273003, 0.02482556365430355, 0.022498130798339844, 0.02108813263475895, 0.020138006657361984, 0.019458765164017677, 0.018954629078507423, 0.018567223101854324, 0.01825871877372265, 0.01800631545484066, 0.0177924707531929, 0.017604835331439972, 0.01743732951581478, 0.017284667119383812, 0.017142388969659805, 0.0170078556984663, 0.01688067801296711, 0.01676001586019993, 0.016645243391394615, 0.01653515361249447, 0.01643005758523941, 0.016329282894730568, 0.016231156885623932, 0.016135921701788902, 0.01604410447180271, 0.01595478691160679, 0.015868857502937317, 0.01578644849359989, 0.01570688746869564, 0.01562952809035778, 0.015554140321910381, 0.015480868518352509, 0.015409871935844421, 0.015340865589678288, 0.015273668803274632, 0.01520813163369894, 0.015144230797886848, 0.015081994235515594, 0.015021167695522308, 0.014961856417357922, 0.014904126524925232, 0.014847850427031517, 0.014792460948228836, 0.014737945050001144, 0.014684385620057583, 0.014631533063948154, 0.014579462818801403, 0.01452822145074606, 0.014477753080427647]","[0.07492321729660034, 0.07441862288548189, 0.07386981874058178, 0.07349689478069049, 0.07292821819494093, 0.07236200953552306, 0.07182143678522139, 0.07137835868782665, 0.07096962790382694, 0.07045842697615265, 0.06979615364073985, 0.06943241675051326, 0.06898350185309021, 0.06858834422968309, 0.06825306048340939, 0.06783561087637363, 0.06771534192798472, 0.06716504495431352, 0.06682706458259743, 0.06629074874628937, 0.06577148313883388, 0.06534033273465016, 0.06464953450097809, 0.06435190706436762, 0.06363064157943775, 0.06294702102502088, 0.06266137333664042, 0.06197203302777946, 0.06161427311723334, 0.060805468736757275, 0.060724935666230065, 0.06039373781949219, 0.05977424585902217, 0.05921081792683767, 0.05886735590412146, 0.05817628435019054, 0.058077216203123054, 0.05734427479175834, 0.05742377490512112, 0.05706834440518978, 0.056009605954055575, 0.056099375660229656, 0.055987135820893826, 0.054860666010700186, 0.05539456127187943, 0.055301746101735605, 0.05558880333755996, 0.0552534102244658, 0.05454651113420962, 0.05362370827041772, 0.053269716438523344]","[0.07492321729660034, 0.07442047865810529, 0.07392111342171116, 0.07342509895171649, 0.07293241276430652, 0.07244303252653408, 0.0719569360553072, 0.0714741013163836, 0.07099450642337189, 0.07051812963673951, 0.07004494936282726, 0.06957494415287054, 0.069108092702027, 0.06864437384841095, 0.06818376657213396, 0.06772624999435221, 0.06727180337631997, 0.0668204061184495, 0.06637203775937746, 0.06592667797503719, 0.0654843065777377, 0.0650449035152483, 0.06460844886988991, 0.06417492285763203, 0.06374430582719606, 0.06331657825916448, 0.06289172076509605, 0.062469714086647005, 0.062050539094697994, 0.06163417678848711, 0.06122060829474848, 0.06080981486685684, 0.06040177788397774, 0.0599964788502235, 0.05959389939381477, 0.05919402126624781, 0.058796826341467254, 0.058402296615044515, 0.05801041420336165, 0.05762116134280068, 0.057234520388938476, 0.05685047381574683, 0.056469004214798134, 0.05609009429447619, 0.05571372687919244, 0.05533988490860743, 0.05496855143685743, 0.05459970963178635, 0.05423334277418272, 0.05386943425702185, 0.05350796758471302]"
64,3,"[0.03646693378686905, 0.03084811568260193, 0.027401350438594818, 0.02514108270406723, 0.023599661886692047, 0.022520141676068306, 0.021730486303567886, 0.021125243976712227, 0.02063935063779354, 0.020235886797308922, 0.019888559356331825, 0.019578374922275543, 0.01929434947669506, 0.019031617790460587, 0.018786652013659477, 0.018555637449026108, 0.018336448818445206, 0.018128348514437675, 0.01793142780661583, 0.017742542549967766, 0.01756107620894909, 0.017388125881552696, 0.017222760245203972, 0.017063429579138756, 0.01690983586013317, 0.01676085591316223, 0.0166169423609972, 0.016477400436997414, 0.016341740265488625, 0.01621081493794918, 0.016084441915154457, 0.015962203964591026, 0.015843918547034264, 0.01572921685874462, 0.015617568977177143, 0.01550842635333538, 0.015402497723698616, 0.01530010811984539, 0.015200461260974407, 0.015103514306247234, 0.015008518472313881, 0.01491599902510643, 0.014825848862528801, 0.014737563207745552, 0.014651226811110973, 0.014567222446203232, 0.014485127292573452, 0.014405010268092155, 0.014326777309179306, 0.014250149019062519, 0.014175394549965858]","[0.03646693378686905, 0.03585858254900224, 0.03522825741166633, 0.034690977924021094, 0.03401371564133389, 0.03370041038126681, 0.03318249129639455, 0.03255302155479713, 0.03189536732046072, 0.0314258014361073, 0.030663683588196298, 0.030378199293359227, 0.029686852018264574, 0.029023653531561396, 0.028444741594083955, 0.027551575140478755, 0.027286650503207922, 0.026751685986170424, 0.026418483050607323, 0.02547067424743676, 0.024733778085915717, 0.024850218745798992, 0.023824711685128695, 0.022773841460765314, 0.022646690618952445, 0.022567097490020078, 0.02215390849599228, 0.02128703805047771, 0.020786590551482773, 0.020028546830736207, 0.01961607177857465, 0.019005194531999416, 0.01912286999734477, 0.01881408997559289, 0.01891252141804743, 0.01843466608173736, 0.01806937699349087, 0.017846561592928183, 0.01761544488214081, 0.01747596630180185, 0.016719968491344106, 0.01656724659522724, 0.016205371592907757, 0.015455938886442642, 0.015753218221831518, 0.015377407883895638, 0.014779571295178586, 0.014737806176961025, 0.014239177721993153, 0.014015997958808233, 0.013531317393938733]","[0.03646693378686905, 0.0358218160857035, 0.035188110828775494, 0.034565616124425214, 0.03395413365255396, 0.033353468601441526, 0.03276342960568128, 0.03218382868521324, 0.0316144811854356, 0.031055205718375802, 0.030505824104902286, 0.02996616131795853, 0.029436045426801307, 0.028915307542225425, 0.028403781762757443, 0.027901305121801247, 0.027407717535718638, 0.02692286175282843, 0.02644658330330777, 0.02597873044997968, 0.02551915413997127, 0.025067707957227067, 0.024624248075862464, 0.024188633214342333, 0.02376072459047026, 0.02334038587717401, 0.02292748315907323, 0.022521884889815418, 0.022123461850166705, 0.02173208710684396, 0.021347635972075264, 0.020969985963875695, 0.0205990167670259, 0.020234610194740973, 0.019876650151017396, 0.01952502259364614, 0.019179615497879998, 0.01884031882074377, 0.018507024465975703, 0.01817962624958922, 0.017858019866043837, 0.017542102855014542, 0.017231774568749036, 0.016926936140002465, 0.016627490450539358, 0.016333342100192817, 0.016044397376471047, 0.015760564224701575, 0.015481752218703623, 0.015207872531979286, 0.014938837909414394]"
64,4,"[0.11386255919933319, 0.06484391540288925, 0.04516436532139778, 0.03604619950056076, 0.031004127115011215, 0.027747170999646187, 0.025444835424423218, 0.02374468743801117, 0.022463062778115273, 0.02148631028831005, 0.020730478689074516, 0.02013758383691311, 0.01966453529894352, 0.01927947625517845, 0.018958937376737595, 0.018686233088374138, 0.018448639661073685, 0.018237190321087837, 0.01804584078490734, 0.017870191484689713, 0.01770707406103611, 0.017553962767124176, 0.017408858984708786, 0.017270557582378387, 0.017137853428721428, 0.017010604962706566, 0.016887597739696503, 0.016768284142017365, 0.016652489081025124, 0.016540393233299255, 0.016431989148259163, 0.01632692478597164, 0.01622457429766655, 0.016124650835990906, 0.016027051955461502, 0.015931496396660805, 0.015838203951716423, 0.015747172757983208, 0.015658633783459663, 0.015572880394756794, 0.015489286743104458, 0.015407617203891277, 0.015327556058764458, 0.015249429270625114, 0.015172806568443775, 0.01509794220328331, 0.015024568885564804, 0.014952588826417923, 0.014882050454616547, 0.01481242012232542, 0.014744026586413383]","[0.11386255919933319, 0.11332674392091181, 0.11278510513904827, 0.11228647313359834, 0.11167409469442532, 0.11107207423485528, 0.11044297237486271, 0.11004127051949508, 0.10948167608405818, 0.1088782139383321, 0.10799166200957598, 0.10776325190585638, 0.1070930719323663, 0.10662730211686533, 0.10606286499928809, 0.10529410571040793, 0.10477661465315048, 0.10417364171856076, 0.10314045353805455, 0.10272697716350872, 0.10227961909645579, 0.10159377624881345, 0.10139805519961041, 0.10071061782201178, 0.10002832056840294, 0.09954953632449796, 0.09819426695288351, 0.09768699774179895, 0.09708275911673753, 0.09661978479823186, 0.09634362214722486, 0.09633720378564596, 0.09559016723122692, 0.09545205228662174, 0.09422633430074952, 0.09376715920723039, 0.09354768495495007, 0.09359772509805188, 0.09315606449936904, 0.09325568920170675, 0.09364563430194894, 0.09308148644157674, 0.09328331990000566, 0.09315598272966398, 0.0925288938903118, 0.09139780370445054, 0.09045706331221087, 0.08929398335862035, 0.08949452510706754, 0.08903152024657499, 0.08823726595354829]","[0.11386255919933319, 0.11329899632952414, 0.11273822281479776, 0.1121802248492378, 0.11162498869526041, 0.11107250068327595, 0.11052274721135241, 0.10997571474488055, 0.1094313898162407, 0.10888975902447125, 0.10835080903493854, 0.10781452657900883, 0.10728089845372141, 0.10674991152146363, 0.10622155270964756, 0.10569580901038797, 0.10517266748018221, 0.10465211523959152, 0.1041341394729239, 0.10361872742791868, 0.1031058664154325, 0.1025955438091269, 0.10208774704515754, 0.10158246362186482, 0.10107968109946613, 0.10057938709974956, 0.10008156930576921, 0.09958621546154188, 0.09909331337174539, 0.09860285090141832, 0.09811481597566125, 0.0976291965793395, 0.0971459807567873, 0.09666515661151348, 0.09618671230590856, 0.09571063606095329, 0.09523691615592875, 0.09476554092812768, 0.09429649877256742, 0.0938297781417042, 0.09336536754514882, 0.09290325554938376, 0.09244343077748175, 0.09198588190882559, 0.0915305976788295, 0.09107756687866177, 0.09062677835496886, 0.09017822100960074, 0.08973188379933766, 0.08928775573561833, 0.08884582588426937]"
64,5,"[0.09733311086893082, 0.0765630230307579, 0.062479227781295776, 0.0524132177233696, 0.04495702683925629, 0.039307933300733566, 0.03496549278497696, 0.03159476816654205, 0.02896285057067871, 0.02690235711634159, 0.02528538554906845, 0.024010805413126945, 0.023000478744506836, 0.022193526849150658, 0.021541723981499672, 0.02100892923772335, 0.02056674286723137, 0.02019321918487549, 0.019871782511472702, 0.019590141251683235, 0.01933891512453556, 0.019111374393105507, 0.018902521580457687, 0.018708474934101105, 0.018526660278439522, 0.01835503801703453, 0.018191182985901833, 0.018034033477306366, 0.01788322627544403, 0.017737822607159615, 0.01759747602045536, 0.01746196858584881, 0.017330989241600037, 0.01720413751900196, 0.017081424593925476, 0.016962429508566856, 0.016846971586346626, 0.016734832897782326, 0.01662551797926426, 0.01651891879737377, 0.01641508936882019, 0.016313621774315834, 0.016214212402701378, 0.016117099672555923, 0.01602211594581604, 0.015929028391838074, 0.015838244929909706, 0.015749560669064522, 0.01566278003156185, 0.01557791419327259, 0.015495123341679573]","[0.09733311086893082, 0.09628629147413816, 0.09532711908060691, 0.09438845824317153, 0.09341863527949143, 0.09272158935867038, 0.09179580252575034, 0.09095683339954207, 0.08966262080174749, 0.08887289512448804, 0.08822893078018496, 0.08800681414755365, 0.08687285157152179, 0.08629300817946685, 0.0854667133124377, 0.08444762938286521, 0.08334528576116809, 0.08254097157037593, 0.0817685918685676, 0.08045534310282788, 0.08003777692823894, 0.07939093292731228, 0.07795341993651674, 0.07717731260789887, 0.07604398109224642, 0.0747248498221058, 0.07425487466400241, 0.07335974466206234, 0.07275564410892085, 0.07189583846729862, 0.07226480108352053, 0.0711971519753592, 0.06973230715466884, 0.06915536558809844, 0.06773856424387487, 0.06653179748778922, 0.06545845966072822, 0.06500107451886684, 0.06465286225865999, 0.06424557093504409, 0.06373817986317629, 0.061921436955483564, 0.06085678017973503, 0.06075731440541405, 0.06080932884855475, 0.05983230513527694, 0.05997092602656832, 0.05974901661118819, 0.05881335039072234, 0.058245048328058116, 0.05732051279181323]","[0.09733311086893082, 0.09638954478622465, 0.09545512581640211, 0.09452976528557419, 0.09361337537947376, 0.09270586913512226, 0.09180716043257713, 0.09091716398675928, 0.09003579533935971, 0.08916297085082474, 0.08829860769241867, 0.08744262383836372, 0.08659493805805593, 0.08575546990835659, 0.08492413972595837, 0.08410086861982553, 0.0832855784637074, 0.0824781918887243, 0.0816786322760255, 0.08088682374951833, 0.08010269116866768, 0.07932616012136537, 0.0785571569168687, 0.07779560857880727, 0.07704144283825783, 0.07629458812688611, 0.07555497357015518, 0.07482252898059963, 0.07409718485116497, 0.07337887234861157, 0.07266752330698266, 0.07196307022113542, 0.07126544624033507, 0.07057458516191079, 0.06989042142497331, 0.06921289010419339, 0.06854192690364051, 0.0678774681506814, 0.06721945078993766, 0.066567812377302, 0.0659224910740124, 0.06528342564078382, 0.06465055543199677, 0.06402382038994214, 0.06340316103912194, 0.06278851848060521, 0.06217983438643865, 0.06157705099411148, 0.06098011110107393, 0.06038895805930884, 0.05980353576995595]"
64,6,"[0.08746954053640366, 0.04804385080933571, 0.03505782410502434, 0.02863701805472374, 0.024877270683646202, 0.02250226028263569, 0.02093472145497799, 0.01984182745218277, 0.019039899110794067, 0.018418902531266212, 0.01791629195213318, 0.017491094768047333, 0.017121540382504463, 0.01679454743862152, 0.016497578471899033, 0.016223175451159477, 0.01596834324300289, 0.01573186181485653, 0.015510602854192257, 0.015302494168281555, 0.015106999315321445, 0.014922565780580044, 0.014747826382517815, 0.01458220649510622, 0.01442544162273407, 0.014276537112891674, 0.014133713208138943, 0.013997333124279976, 0.013866872526705265, 0.013741971924901009, 0.01362250093370676, 0.013508453033864498, 0.013398942537605762, 0.013293948024511337, 0.013192540034651756, 0.013094725087285042, 0.013000012375414371, 0.012908230535686016, 0.012819342315196991, 0.01273267436772585, 0.012648345902562141, 0.012566059827804565, 0.01248610857874155, 0.012408165261149406, 0.012332158163189888, 0.012257934547960758, 0.012185309082269669, 0.01211417093873024, 0.012044827453792095, 0.011977044865489006, 0.011910910718142986]","[0.08746954053640366, 0.08632998424060269, 0.08528582465112056, 0.08413223900142174, 0.08303882691598206, 0.08169821160439653, 0.0809860788280432, 0.07986593840238419, 0.07913770562795046, 0.07762270666113323, 0.07697667955327626, 0.07583344877104711, 0.07529971700156612, 0.07448273404330703, 0.07384193975530656, 0.0734693884270744, 0.07264027260647991, 0.0716711974615149, 0.07074244517729504, 0.06964960089267422, 0.068612079371158, 0.06725359140285167, 0.06617898620439158, 0.06540764737614473, 0.06429961710932514, 0.06345198641555992, 0.06299261901771111, 0.062182973547298265, 0.06133866417524632, 0.06054236604521697, 0.060033562285513785, 0.05898892420056665, 0.05737238137928742, 0.05608201543052866, 0.05563043853574623, 0.055595927076471166, 0.05474800316782332, 0.05389313446694591, 0.052526683174135246, 0.05218917216054027, 0.05163711840200123, 0.051304879075056646, 0.05026497235608371, 0.0497643712504909, 0.04965079313494568, 0.04872580892335198, 0.04744188359275451, 0.04725176612538087, 0.046729010004991134, 0.04614433781928758, 0.04553235454337741]","[0.08746954053640366, 0.08645102010659035, 0.08544435962093118, 0.08444942097883308, 0.08346606768778604, 0.08249416484463794, 0.08153357911708765, 0.0805841787253937, 0.07964583342429565, 0.07871841448514631, 0.07780179467825177, 0.07689584825541719, 0.0760004509326958, 0.07511547987333878, 0.07424081367094362, 0.07337633233279886, 0.07252191726342254, 0.07167745124829258, 0.0708428184377664, 0.0700179043311879, 0.06920259576117949, 0.068396780878117, 0.06760034913478535, 0.066813191271213, 0.06603519929968284, 0.06526626648991773, 0.06450628735443852, 0.06375515763409251, 0.06301277428375052, 0.062279035458170394, 0.061553840498025224, 0.06083708991609419, 0.0601286853836142, 0.05942852971679052, 0.05873652686346438, 0.05805258188993593, 0.05737660096794056, 0.05670849136177691, 0.0560481614155847, 0.05539552054077082, 0.054750479203581726, 0.0541129489128206, 0.053482842207707486, 0.05286007264588088, 0.05224455479153891, 0.05163620420371873, 0.05103493742471227, 0.050440671968616964, 0.04985332631001978, 0.04927281987281297, 0.04869907301914012]"
64,7,"[0.15979717671871185, 0.06183084473013878, 0.03853553161025047, 0.03056854009628296, 0.026910709217190742, 0.02477158047258854, 0.023330718278884888, 0.02228676900267601, 0.021493762731552124, 0.020871561020612717, 0.020365893840789795, 0.019939962774515152, 0.019571609795093536, 0.019249171018600464, 0.01895982027053833, 0.018696822226047516, 0.018456943333148956, 0.01823294721543789, 0.018022160977125168, 0.017826154828071594, 0.017642386257648468, 0.017469771206378937, 0.017306983470916748, 0.017152447253465652, 0.01700569875538349, 0.016865158453583717, 0.01673150807619095, 0.016603605821728706, 0.01648085191845894, 0.016362685710191727, 0.016247905790805817, 0.016136925667524338, 0.016029903665184975, 0.01592554710805416, 0.015824049711227417, 0.015725811943411827, 0.015630438923835754, 0.015537869185209274, 0.015447946265339851, 0.015360474586486816, 0.015275079756975174, 0.015191540122032166, 0.015110005624592304, 0.015030226670205593, 0.014951790682971478, 0.014874650165438652, 0.014799281023442745, 0.014725507237017155, 0.014653202146291733, 0.014582461677491665, 0.014513256028294563]","[0.15979717671871185, 0.15851008123060056, 0.15741601644399453, 0.1559898747267963, 0.1546389328684275, 0.1532150940444446, 0.1518743734980321, 0.1507904572845512, 0.14959549176790063, 0.14876453303798, 0.14734999509805316, 0.1464354652004366, 0.14490213638297783, 0.14340344777537767, 0.14231125519125357, 0.1415115236092054, 0.140717754249561, 0.13993565793119273, 0.13885731063875104, 0.1367392142581707, 0.13601336129066524, 0.13473124740147016, 0.13351371502146403, 0.13237014447138898, 0.13099881802205643, 0.12969316779885948, 0.1288046610912914, 0.12720661546038334, 0.12534836738728294, 0.12350748795584271, 0.12263731613597148, 0.12168281475861444, 0.12085154518357459, 0.11961354117132267, 0.1190574693863648, 0.11832656615692191, 0.11629582459983004, 0.11498778959345064, 0.11390624680560799, 0.11355072072734329, 0.11218528515026334, 0.11177103450506508, 0.11112243599658751, 0.11001604304684193, 0.10907314619315667, 0.108122544971827, 0.10683314559031265, 0.10561365992413055, 0.10436118207791, 0.1046387449823368, 0.10368546646384194]","[0.15979717671871185, 0.1585515233800837, 0.1573155801769654, 0.15608927141676363, 0.15487252199692508, 0.15366525740033696, 0.15246740369076342, 0.15127888750831747, 0.1500996360649681, 0.14892957714008281, 0.14776863907600435, 0.14661675077366232, 0.14547384168821886, 0.14433984182474832, 0.14321468173395052, 0.14209829250789746, 0.1409906057758133, 0.13989155369988707, 0.13880106897111813, 0.13771908480519396, 0.13664553493840012, 0.13558035362356202, 0.13452347562601852, 0.13347483621962658, 0.13243437118279747, 0.1314020167945634, 0.13037770983067537, 0.12936138755973092, 0.12835298773933232, 0.12735244861227477, 0.12635970890276413, 0.12537470781266427, 0.12439738501777355, 0.12342768066413048, 0.12246553536434808, 0.1215108901939768, 0.1205636866878958, 0.11962386683673247, 0.11869137308330974, 0.11776614831912106, 0.11684813588083298, 0.11593727954681496, 0.11503352353369607, 0.1141368124929488, 0.1132470915074993, 0.11236430608836412, 0.11148840217131313, 0.11061932611355851, 0.1097570246904695, 0.10890144509231274, 0.10805253492101816]"
64,8,"[0.1403278261423111, 0.08007548749446869, 0.05693545192480087, 0.04458565264940262, 0.03684522211551666, 0.031641773879528046, 0.028027893975377083, 0.025478722527623177, 0.02365870401263237, 0.022342242300510406, 0.021374976262450218, 0.020649084821343422, 0.020092573016881943, 0.019653618335723877, 0.019298408180475235, 0.018999822437763214, 0.018743084743618965, 0.01851678267121315, 0.018311908468604088, 0.01812267303466797, 0.017944859340786934, 0.01777644269168377, 0.017617356032133102, 0.017464393749833107, 0.017317114397883415, 0.017175190150737762, 0.01703798770904541, 0.0169052854180336, 0.01677660271525383, 0.016651572659611702, 0.01652994379401207, 0.01641206629574299, 0.01629718579351902, 0.01618511974811554, 0.01607585698366165, 0.015969587489962578, 0.015866512432694435, 0.015767134726047516, 0.01567092537879944, 0.015576822683215141, 0.01548486202955246, 0.015395600348711014, 0.015308295376598835, 0.01522307749837637, 0.015140160918235779, 0.015058724209666252, 0.014979415573179722, 0.014902176335453987, 0.014826906844973564, 0.014753207564353943, 0.01468126941472292]","[0.1403278261423111, 0.13951183396521918, 0.13856569354057466, 0.13795027451574976, 0.13700704247317494, 0.13637899493986946, 0.13504200121372203, 0.13439011270143403, 0.13356220611550726, 0.13265618967507617, 0.1320388028650006, 0.13061433832011432, 0.13000180135899, 0.1282728392096033, 0.1278242612819865, 0.12681234311656328, 0.12605241220425034, 0.12550293002964769, 0.12483390550264013, 0.12454833581943771, 0.12373010191211886, 0.12330780055376035, 0.12349742290193634, 0.12321095336476955, 0.12282613585183594, 0.12141746020355167, 0.11914839832717336, 0.11834122297365132, 0.11788223232770206, 0.11840503431888537, 0.11818364766169356, 0.11669096006718087, 0.11489655992687438, 0.11366743841464833, 0.11225845232372836, 0.1116850237691429, 0.11191483465679053, 0.11100803633764182, 0.11033720933360859, 0.11032567132575809, 0.10955098022093232, 0.11015822157555355, 0.10761185420978721, 0.10623453473731032, 0.10622090924021436, 0.1055813026414672, 0.10531991865003813, 0.10399843267440272, 0.1043216317911332, 0.10367913805213005, 0.10414846200163337]","[0.1403278261423111, 0.13954532575727072, 0.13876718877519484, 0.1379933908647402, 0.13722390783024083, 0.13645871561095133, 0.13569779028029452, 0.1349411080451135, 0.13418864524492738, 0.1334403783511916, 0.13269628396656222, 0.1319563388241643, 0.1312205197868644, 0.13048880384654696, 0.12976116812339517, 0.12903758986517522, 0.12831804644652506, 0.12760251536824693, 0.12689097425660373, 0.12618340086261953, 0.1254797730613838, 0.12478006885135966, 0.12408426635369585, 0.12339234381154265, 0.12270427958937158, 0.12202005217229885, 0.12133964016541263, 0.12066302229310408, 0.11999017739840204, 0.11932108444231153, 0.11865572250315588, 0.11799407077592251, 0.1173361085716124, 0.11668181531659318, 0.11603117055195576, 0.11538415393287471, 0.11474074522797204, 0.11410092431868457, 0.1134646711986349, 0.11283196597300581, 0.11220278885791816, 0.11157712017981233, 0.11095494037483299, 0.11033622998821736, 0.10972096967368698, 0.10910914019284265, 0.10850072241456296, 0.10789569731440604, 0.1072940459740147, 0.10669574958052493, 0.10610078942597752]"
